source_phase,model_id,model_type,execution_profile,synthetic_year_day,source_trade_date,cycle_ordinal,daily_trades,symbols,daily_net_pnl_inr,mean_net_return,market_shock_trade_fraction,disconnect_trade_fraction,running_net_pnl_inr,running_peak_inr,drawdown_inr
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,retail_marketable_default,12,2026-07-23,1,525,4,-66506.85605369169,-0.001266797258165556,0.0,0.0,-1037577.5209736585,-93125.5345761278,-944451.9863975308
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,1,2026-07-14,0,683,4,-97789.79840030136,-0.0014317686442211033,0.0,0.0,-97789.79840030136,-97789.79840030136,0.0
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,2,2026-07-15,0,694,4,-86783.7771591851,-0.0012504867025819179,1.0,0.0,-184573.57555948646,-97789.79840030136,-86783.7771591851
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,3,2026-07-17,0,681,4,-100554.05625450314,-0.0014765647027092975,0.0,0.0,-285127.6318139896,-97789.79840030136,-187337.83341368823
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,4,2026-07-23,0,521,4,-74806.10449462624,-0.001435817744618546,0.0,0.0,-359933.73630861583,-97789.79840030136,-262143.93790831446
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,5,2026-07-27,0,699,4,-97369.09651815526,-0.001392977060345569,0.0,0.0,-457302.8328267711,-97789.79840030136,-359513.0344264697
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,6,2026-08-07,0,623,4,-81000.5451171871,-0.001300169263518252,0.0,0.0,-538303.3779439582,-97789.79840030136,-440513.5795436568
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,7,2026-08-11,0,489,4,-81273.98426000593,-0.001662044667893782,0.0,0.0,-619577.362203964,-97789.79840030136,-521787.56380366266
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,8,2026-08-14,0,656,4,-93869.99660521076,-0.0014309450702013834,0.0,0.0,-713447.3588091747,-97789.79840030136,-615657.5604088734
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,9,2026-07-14,1,683,4,-97789.79840030136,-0.0014317686442211033,0.0,0.0,-811237.1572094761,-97789.79840030136,-713447.3588091747
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,10,2026-07-15,1,694,4,-86783.7771591851,-0.0012504867025819179,1.0,0.0,-898020.9343686613,-97789.79840030136,-800231.1359683599
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,11,2026-07-17,1,681,4,-100554.05625450314,-0.0014765647027092975,0.0,0.0,-998574.9906231645,-97789.79840030136,-900785.1922228631
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,stressed_retail,12,2026-07-23,1,521,4,-74806.10449462624,-0.001435817744618546,0.0,0.0,-1073381.0951177906,-97789.79840030136,-975591.2967174893
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,1,2026-07-14,0,739,4,-41769.11891182505,-0.000565211351986807,0.0,0.0,-41769.11891182505,-41769.11891182505,0.0
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,2,2026-07-15,0,755,4,-56955.349905624964,-0.0007543754954387412,1.0,0.0,-98724.46881745002,-41769.11891182505,-56955.34990562497
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,3,2026-07-17,0,748,4,-17102.640330601527,-0.00022864492420590277,0.0,0.0,-115827.10914805155,-41769.11891182505,-74057.9902362265
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,4,2026-07-23,0,549,4,-25648.53214489137,-0.0004671863778668738,0.0,0.0,-141475.64129294292,-41769.11891182505,-99706.52238111787
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,5,2026-07-27,0,746,4,-44435.200787634734,-0.0005956461231586425,0.0,0.0,-185910.84208057765,-41769.11891182505,-144141.72316875262
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,6,2026-08-07,0,689,4,-24171.09163098974,-0.0003508141020462952,0.0,0.0,-210081.9337115674,-41769.11891182505,-168312.81479974237
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,7,2026-08-11,0,552,4,-32283.26664778385,-0.0005848417870975335,0.0,0.0,-242365.20035935123,-41769.11891182505,-200596.08144752617
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,8,2026-08-14,0,696,4,-25438.46057683457,-0.00036549512323038176,0.0,0.0,-267803.6609361858,-41769.11891182505,-226034.54202436074
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,9,2026-07-14,1,739,4,-41769.11891182505,-0.000565211351986807,0.0,0.0,-309572.77984801086,-41769.11891182505,-267803.6609361858
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,10,2026-07-15,1,755,4,-56955.349905624964,-0.0007543754954387412,1.0,0.0,-366528.12975363585,-41769.11891182505,-324759.0108418108
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,11,2026-07-17,1,748,4,-17102.640330601527,-0.00022864492420590277,0.0,0.0,-383630.7700842374,-41769.11891182505,-341861.6511724123
phase26_strategy_salvage,S02_q70_sp100_liqall,strategy_variant,zero_latency_spread_only_control,12,2026-07-23,1,549,4,-25648.53214489137,-0.0004671863778668738,0.0,0.0,-409279.3022291288,-41769.11891182505,-367510.1833173037
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,1,2026-07-14,0,472,3,-52081.713659431814,-0.001103426136852369,0.0,0.0,-52081.713659431814,-52081.713659431814,0.0
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,2,2026-07-15,0,258,3,-25398.665222811895,-0.0009844443884810812,1.0,0.0,-77480.3788822437,-52081.713659431814,-25398.66522281189
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,3,2026-07-17,0,480,3,-42084.32474012281,-0.0008767567654192252,0.0,0.0,-119564.7036223665,-52081.713659431814,-67482.98996293469
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,4,2026-07-23,0,353,3,-35847.66358870196,-0.0010155145492550131,0.0,0.0,-155412.36721106846,-52081.713659431814,-103330.65355163664
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,5,2026-07-27,0,484,3,-50886.05378930971,-0.0010513647477130106,0.0,0.0,-206298.42100037818,-52081.713659431814,-154216.70734094636
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,6,2026-08-07,0,449,3,-37904.318481474016,-0.0008441941755339426,0.0,0.0,-244202.7394818522,-52081.713659431814,-192121.02582242037
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,7,2026-08-11,0,335,3,-41431.193188924066,-0.0012367520354902707,0.0,0.0,-285633.93267077627,-52081.713659431814,-233552.21901134445
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,8,2026-08-14,0,451,3,-39451.6179570938,-0.0008747587130176008,0.0,0.0,-325085.5506278701,-52081.713659431814,-273003.83696843823
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,9,2026-07-14,1,472,3,-52081.713659431814,-0.001103426136852369,0.0,0.0,-377167.2642873019,-52081.713659431814,-325085.55062787014
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,10,2026-07-15,1,258,3,-25398.665222811895,-0.0009844443884810812,1.0,0.0,-402565.92951011384,-52081.713659431814,-350484.215850682
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,11,2026-07-17,1,480,3,-42084.32474012281,-0.0008767567654192252,0.0,0.0,-444650.25425023667,-52081.713659431814,-392568.5405908049
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,retail_marketable_default,12,2026-07-23,1,353,3,-35847.66358870196,-0.0010155145492550131,0.0,0.0,-480497.91783893865,-52081.713659431814,-428416.20417950687
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,1,2026-07-14,0,459,3,-54272.03212575153,-0.001182397214068661,0.0,0.0,-54272.03212575153,-54272.03212575153,0.0
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,2,2026-07-15,0,253,3,-17839.60359688394,-0.0007051226718135945,1.0,0.0,-72111.63572263547,-54272.03212575153,-17839.603596883942
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,3,2026-07-17,0,468,3,-60744.512235231094,-0.0012979596631459635,0.0,0.0,-132856.14795786657,-54272.03212575153,-78584.11583211504
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,4,2026-07-23,0,348,3,-40495.47021505745,-0.0011636629372142944,0.0,0.0,-173351.61817292403,-54272.03212575153,-119079.5860471725
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,5,2026-07-27,0,469,3,-52682.97702423058,-0.001123304414162699,0.0,0.0,-226034.59519715462,-54272.03212575153,-171762.56307140307
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,6,2026-08-07,0,437,3,-46252.036567677314,-0.0010583990061253392,0.0,0.0,-272286.63176483195,-54272.03212575153,-218014.5996390804
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,7,2026-08-11,0,319,3,-42455.978273077635,-0.001330908409814346,0.0,0.0,-314742.6100379096,-54272.03212575153,-260470.57791215804
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,8,2026-08-14,0,436,3,-43178.72699116645,-0.0009903377750267535,0.0,0.0,-357921.33702907606,-54272.03212575153,-303649.3049033245
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,9,2026-07-14,1,459,3,-54272.03212575153,-0.001182397214068661,0.0,0.0,-412193.3691548276,-54272.03212575153,-357921.33702907606
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,10,2026-07-15,1,253,3,-17839.60359688394,-0.0007051226718135945,1.0,0.0,-430032.97275171155,-54272.03212575153,-375760.94062596
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,11,2026-07-17,1,468,3,-60744.512235231094,-0.0012979596631459635,0.0,0.0,-490777.48498694267,-54272.03212575153,-436505.4528611911
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,stressed_retail,12,2026-07-23,1,348,3,-40495.47021505745,-0.0011636629372142944,0.0,0.0,-531272.9552020001,-54272.03212575153,-477000.92307624855
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,1,2026-07-14,0,494,3,-17396.371711588316,-0.0003521532735139335,0.0,0.0,-17396.371711588316,-17396.371711588316,0.0
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,2,2026-07-15,0,274,3,-11387.96201777146,-0.0004156190517434839,1.0,0.0,-28784.333729359776,-17396.371711588316,-11387.96201777146
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,3,2026-07-17,0,508,3,-4392.524687730891,-8.646702141202542e-05,0.0,0.0,-33176.85841709067,-17396.371711588316,-15780.486705502353
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,4,2026-07-23,0,365,3,-5668.984272653043,-0.00015531463760693268,0.0,0.0,-38845.84268974371,-17396.371711588316,-21449.470978155394
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,5,2026-07-27,0,501,3,-13273.870448732756,-0.0002649475139467616,0.0,0.0,-52119.713138476465,-17396.371711588316,-34723.341426888146
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,6,2026-08-07,0,477,3,-5085.920663254171,-0.00010662307470134529,0.0,0.0,-57205.63380173063,-17396.371711588316,-39809.26209014232
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,7,2026-08-11,0,364,3,-16032.00287104983,-0.00044043963931455577,0.0,0.0,-73237.63667278047,-17396.371711588316,-55841.26496119215
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,2026-08-14,0,464,3,-7826.609094639091,-0.00016867692014308391,0.0,0.0,-81064.24576741956,-17396.371711588316,-63667.87405583124
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,9,2026-07-14,1,494,3,-17396.371711588316,-0.0003521532735139335,0.0,0.0,-98460.61747900788,-17396.371711588316,-81064.24576741956
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,10,2026-07-15,1,274,3,-11387.96201777146,-0.0004156190517434839,1.0,0.0,-109848.57949677933,-17396.371711588316,-92452.20778519101
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,11,2026-07-17,1,508,3,-4392.524687730891,-8.646702141202542e-05,0.0,0.0,-114241.10418451023,-17396.371711588316,-96844.73247292191
phase26_strategy_salvage,S02_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,12,2026-07-23,1,365,3,-5668.984272653043,-0.00015531463760693268,0.0,0.0,-119910.08845716328,-17396.371711588316,-102513.71674557496
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,1,2026-07-14,0,197,2,-22171.479073611845,-0.0011254557905386723,0.0,0.0,-22171.479073611845,-22171.479073611845,0.0
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,2,2026-07-17,0,179,2,-20929.19867550317,-0.0011692289762850932,0.0,0.0,-43100.67774911501,-22171.479073611845,-20929.19867550317
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,3,2026-07-23,0,119,2,-12647.484797902593,-0.001062813848563243,0.0,0.0,-55748.16254701761,-22171.479073611845,-33576.68347340576
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,4,2026-07-27,0,249,3,-29523.70737241261,-0.0011856910591330364,0.0,0.0,-85271.86991943022,-22171.479073611845,-63100.39084581837
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,5,2026-08-07,0,191,2,-15057.179690961373,-0.0007883340152335797,0.0,0.0,-100329.0496103916,-22171.479073611845,-78157.57053677975
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,6,2026-08-11,0,112,2,-15360.468114872967,-0.0013714703673993723,0.0,0.0,-115689.51772526457,-22171.479073611845,-93518.03865165272
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,7,2026-08-14,0,154,2,-14350.080374305258,-0.0009318234009289128,0.0,0.0,-130039.59809956982,-22171.479073611845,-107868.11902595797
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,8,2026-07-14,1,197,2,-22171.479073611845,-0.0011254557905386723,0.0,0.0,-152211.07717318166,-22171.479073611845,-130039.59809956982
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,9,2026-07-17,1,179,2,-20929.19867550317,-0.0011692289762850932,0.0,0.0,-173140.27584868483,-22171.479073611845,-150968.796775073
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,10,2026-07-23,1,119,2,-12647.484797902593,-0.001062813848563243,0.0,0.0,-185787.7606465874,-22171.479073611845,-163616.28157297557
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,11,2026-07-27,1,249,3,-29523.70737241261,-0.0011856910591330364,0.0,0.0,-215311.46801900002,-22171.479073611845,-193139.98894538818
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,retail_marketable_default,12,2026-08-07,1,191,2,-15057.179690961373,-0.0007883340152335797,0.0,0.0,-230368.6477099614,-22171.479073611845,-208197.16863634955
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,1,2026-07-14,0,192,2,-18200.960625274478,-0.0009479666992330458,0.0,0.0,-18200.960625274478,-18200.960625274478,0.0
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,2,2026-07-17,0,171,2,-23038.28450076203,-0.0013472680994597679,0.0,0.0,-41239.245126036505,-18200.960625274478,-23038.284500762027
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,3,2026-07-23,0,118,2,-16592.817771500002,-0.0014061709975847461,0.0,0.0,-57832.06289753651,-18200.960625274478,-39631.10227226203
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,4,2026-07-27,0,243,3,-24204.685105306813,-0.0009960775763500746,0.0,0.0,-82036.74800284332,-18200.960625274478,-63835.78737756884
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,5,2026-08-07,0,185,2,-19661.628999511744,-0.0010627907567303644,0.0,0.0,-101698.37700235506,-18200.960625274478,-83497.41637708058
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,6,2026-08-11,0,101,2,-14794.016935253745,-0.0014647541520053213,0.0,0.0,-116492.39393760881,-18200.960625274478,-98291.43331233432
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,7,2026-08-14,0,153,2,-15369.806264991366,-0.0010045625009798278,0.0,0.0,-131862.2002026002,-18200.960625274478,-113661.2395773257
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,8,2026-07-14,1,192,2,-18200.960625274478,-0.0009479666992330458,0.0,0.0,-150063.16082787467,-18200.960625274478,-131862.2002026002
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,9,2026-07-17,1,171,2,-23038.28450076203,-0.0013472680994597679,0.0,0.0,-173101.4453286367,-18200.960625274478,-154900.48470336222
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,10,2026-07-23,1,118,2,-16592.817771500002,-0.0014061709975847461,0.0,0.0,-189694.2631001367,-18200.960625274478,-171493.30247486223
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,11,2026-07-27,1,243,3,-24204.685105306813,-0.0009960775763500746,0.0,0.0,-213898.94820544354,-18200.960625274478,-195697.98758016905
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,stressed_retail,12,2026-08-07,1,185,2,-19661.628999511744,-0.0010627907567303644,0.0,0.0,-233560.57720495528,-18200.960625274478,-215359.6165796808
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,1,2026-07-14,0,209,2,-14910.791978575906,-0.0007134350228983688,0.0,0.0,-14910.791978575906,-14910.791978575906,0.0
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,2,2026-07-17,0,184,2,-1190.6973761326963,-6.47118139202553e-05,0.0,0.0,-16101.489354708603,-14910.791978575906,-1190.6973761326972
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,3,2026-07-23,0,120,2,-2449.2347028021154,-0.00020410289190017628,0.0,0.0,-18550.724057510717,-14910.791978575906,-3639.932078934811
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,4,2026-07-27,0,256,3,-9396.091248954148,-0.0003670348144122714,0.0,0.0,-27946.815306464865,-14910.791978575906,-13036.02332788896
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,5,2026-08-07,0,197,2,-5165.598814354356,-0.00026221313778448507,0.0,0.0,-33112.41412081922,-14910.791978575906,-18201.622142243315
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,6,2026-08-11,0,127,2,-4685.079966028811,-0.0003689039343329772,0.0,0.0,-37797.49408684803,-14910.791978575906,-22886.702108272126
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,7,2026-08-14,0,156,2,-4197.908498631581,-0.0002690966986302296,0.0,0.0,-41995.40258547961,-14910.791978575906,-27084.610606903705
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,8,2026-07-14,1,209,2,-14910.791978575906,-0.0007134350228983688,0.0,0.0,-56906.19456405552,-14910.791978575906,-41995.40258547961
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,9,2026-07-17,1,184,2,-1190.6973761326963,-6.47118139202553e-05,0.0,0.0,-58096.891940188216,-14910.791978575906,-43186.09996161231
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,10,2026-07-23,1,120,2,-2449.2347028021154,-0.00020410289190017628,0.0,0.0,-60546.12664299033,-14910.791978575906,-45635.334664414426
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,11,2026-07-27,1,256,3,-9396.091248954148,-0.0003670348144122714,0.0,0.0,-69942.21789194449,-14910.791978575906,-55031.42591336858
phase26_strategy_salvage,S02_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,12,2026-08-07,1,197,2,-5165.598814354356,-0.00026221313778448507,0.0,0.0,-75107.81670629884,-14910.791978575906,-60197.02472772293
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,1,2026-07-14,0,197,2,-22171.479073611845,-0.0011254557905386723,0.0,0.0,-22171.479073611845,-22171.479073611845,0.0
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,2,2026-07-17,0,179,2,-20929.19867550317,-0.0011692289762850932,0.0,0.0,-43100.67774911501,-22171.479073611845,-20929.19867550317
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,3,2026-07-23,0,119,2,-12647.484797902593,-0.001062813848563243,0.0,0.0,-55748.16254701761,-22171.479073611845,-33576.68347340576
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,4,2026-07-27,0,249,3,-29523.70737241261,-0.0011856910591330364,0.0,0.0,-85271.86991943022,-22171.479073611845,-63100.39084581837
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,5,2026-08-07,0,191,2,-15057.179690961373,-0.0007883340152335797,0.0,0.0,-100329.0496103916,-22171.479073611845,-78157.57053677975
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,6,2026-08-11,0,112,2,-15360.468114872967,-0.0013714703673993723,0.0,0.0,-115689.51772526457,-22171.479073611845,-93518.03865165272
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,7,2026-08-14,0,154,2,-14350.080374305258,-0.0009318234009289128,0.0,0.0,-130039.59809956982,-22171.479073611845,-107868.11902595797
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,8,2026-07-14,1,197,2,-22171.479073611845,-0.0011254557905386723,0.0,0.0,-152211.07717318166,-22171.479073611845,-130039.59809956982
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,9,2026-07-17,1,179,2,-20929.19867550317,-0.0011692289762850932,0.0,0.0,-173140.27584868483,-22171.479073611845,-150968.796775073
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,10,2026-07-23,1,119,2,-12647.484797902593,-0.001062813848563243,0.0,0.0,-185787.7606465874,-22171.479073611845,-163616.28157297557
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,11,2026-07-27,1,249,3,-29523.70737241261,-0.0011856910591330364,0.0,0.0,-215311.46801900002,-22171.479073611845,-193139.98894538818
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,retail_marketable_default,12,2026-08-07,1,191,2,-15057.179690961373,-0.0007883340152335797,0.0,0.0,-230368.6477099614,-22171.479073611845,-208197.16863634955
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,1,2026-07-14,0,192,2,-18200.960625274478,-0.0009479666992330458,0.0,0.0,-18200.960625274478,-18200.960625274478,0.0
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,2,2026-07-17,0,171,2,-23038.28450076203,-0.0013472680994597679,0.0,0.0,-41239.245126036505,-18200.960625274478,-23038.284500762027
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,3,2026-07-23,0,118,2,-16592.817771500002,-0.0014061709975847461,0.0,0.0,-57832.06289753651,-18200.960625274478,-39631.10227226203
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,4,2026-07-27,0,243,3,-24204.685105306813,-0.0009960775763500746,0.0,0.0,-82036.74800284332,-18200.960625274478,-63835.78737756884
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,5,2026-08-07,0,185,2,-19661.628999511744,-0.0010627907567303644,0.0,0.0,-101698.37700235506,-18200.960625274478,-83497.41637708058
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,6,2026-08-11,0,101,2,-14794.016935253745,-0.0014647541520053213,0.0,0.0,-116492.39393760881,-18200.960625274478,-98291.43331233432
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,7,2026-08-14,0,153,2,-15369.806264991366,-0.0010045625009798278,0.0,0.0,-131862.2002026002,-18200.960625274478,-113661.2395773257
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,8,2026-07-14,1,192,2,-18200.960625274478,-0.0009479666992330458,0.0,0.0,-150063.16082787467,-18200.960625274478,-131862.2002026002
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,9,2026-07-17,1,171,2,-23038.28450076203,-0.0013472680994597679,0.0,0.0,-173101.4453286367,-18200.960625274478,-154900.48470336222
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,10,2026-07-23,1,118,2,-16592.817771500002,-0.0014061709975847461,0.0,0.0,-189694.2631001367,-18200.960625274478,-171493.30247486223
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,11,2026-07-27,1,243,3,-24204.685105306813,-0.0009960775763500746,0.0,0.0,-213898.94820544354,-18200.960625274478,-195697.98758016905
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,stressed_retail,12,2026-08-07,1,185,2,-19661.628999511744,-0.0010627907567303644,0.0,0.0,-233560.57720495528,-18200.960625274478,-215359.6165796808
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,1,2026-07-14,0,209,2,-14910.791978575906,-0.0007134350228983688,0.0,0.0,-14910.791978575906,-14910.791978575906,0.0
phase26_strategy_salvage,S02_q85_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,2,2026-07-17,0,184,2,-1190.6973761326963,-6.47118139202553e-05,0.0,0.0,-16101.489354708603,-14910.791978575906,-1190.6973761326972
