scenario_id,trade_date,exchange,symbol,signal_ts_ms,entry_ts_ms,exit_ts_ms,side,impulse_bps,snap_side,top5_imbalance,l2_l5_imbalance,level_weighted_imbalance,spread_bps,withdrawal_pressure,entry_price,exit_price,exit_reason,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_inr,cost200_inr,net_pnl_inr
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784108341.0,1784108342.0,1784108342.0,short,113.15424314718436,-1,-0.5615734796311428,-0.5615822198703532,-0.5615560032314474,3.0089667208280675,0.0,821.425,822.675,stop,121,99543.67499999999,99392.42499999999,-151.25,82.6277140066,165.2554280132,-316.5054280132
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784108994.0,1784108995.0,1784108995.0,short,73.4602463605838,-1,-0.558717253839205,-0.558740721781418,-0.5587024909483016,3.020782986950217,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109077.0,1784109078.0,1784109078.0,short,66.32504016748753,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109161.0,1784109162.0,1784109162.0,short,12.135449632406647,-1,-0.5694283879254978,-0.5693696316785558,-0.5695773760289888,3.0393289161753088,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109244.0,1784109245.0,1784109245.0,short,73.4918934709583,-1,-0.558717253839205,-0.558740721781418,-0.5587024909483016,3.020782986950217,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109327.0,1784109328.0,1784109328.0,short,66.29339305711079,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109411.0,1784109412.0,1784109412.0,short,12.16587954622872,-1,-0.5694283879254978,-0.5693696316785558,-0.5695773760289888,3.0393289161753088,0.0,822.425,830.975,stop,121,100547.975,99513.42499999999,-1034.5500000000175,82.6999359784,165.3998719568,-1199.9498719568176
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109493.0,1784109494.0,1784109494.0,short,99.19908466819338,-1,-0.57416142557652,-0.5741015741015741,-0.5742761213303872,3.0131372785344097,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109565.0,1784109566.0,1784109566.0,short,47.96971614976498,-1,-0.5900634476825465,-0.5900060938452163,-0.5901363668480182,3.0284675953967293,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109636.0,1784109637.0,1784109637.0,short,105.67213593651203,-1,-0.57636850835779,-0.5762834417932032,-0.576471640322833,3.0111412225233365,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109708.0,1784109709.0,1784109709.0,short,73.48945907785343,-1,-0.558717253839205,-0.558740721781418,-0.5587024909483016,3.020782986950217,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109779.0,1784109780.0,1784109780.0,short,119.79526753980174,-1,-0.5579370395177495,-0.5579453441295547,-0.5579722546857503,3.006976184748617,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109851.0,1784109852.0,1784109852.0,short,113.18589025755887,-1,-0.5615734796311428,-0.5615822198703532,-0.5615560032314474,3.0089667208280675,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109922.0,1784109923.0,1784109923.0,short,66.21062369151387,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.09421071556993887,830.725,827.725,target,120,99327.0,99687.0,360.0,82.624127684,165.248255368,194.751744632
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784109993.0,1784109994.0,1784109994.0,short,105.83280588149391,-1,-0.57636850835779,-0.5762834417932032,-0.576471640322833,3.0111412225233365,0.0,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110056.0,1784110057.0,1784110057.0,short,73.44685719850031,-1,-0.558717253839205,-0.558740721781418,-0.5587024909483016,3.020782986950217,0.0,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110118.0,1784110119.0,1784110119.0,short,105.73177856760374,-1,-0.57636850835779,-0.5762834417932032,-0.576471640322833,3.0111412225233365,0.0,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110187.0,1784110188.0,1784110188.0,short,105.80846195043625,-1,-0.57636850835779,-0.5762834417932032,-0.576471640322833,3.0111412225233365,0.07962863774326014,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110259.0,1784110260.0,1784110260.0,short,73.61604751935369,-1,-0.558717253839205,-0.558740721781418,-0.5587024909483016,3.020782986950217,0.07962863774326014,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110330.0,1784110331.0,1784110331.0,short,119.72710453284074,-1,-0.5579370395177495,-0.5579453441295547,-0.5579722546857503,3.006976184748617,0.07962863774326014,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110401.0,1784110402.0,1784110402.0,short,23.682993329763313,-1,-0.5688545688545689,-0.5688448074679113,-0.5688755088004149,3.0358227079538556,0.07962863774326014,827.475,825.625,target,120,99075.0,99297.0,222.0,82.59255303200001,165.18510606400002,56.814893935999976
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110479.0,1784110480.0,1784110480.0,short,66.27878669847709,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.07962863774326014,826.875,831.525,stop,120,99783.0,99225.0,-558.0,82.637583248,165.275166496,-723.275166496
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110579.0,1784110580.0,1784110580.0,short,66.29095866400591,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.07962863774326014,826.875,831.525,stop,120,99783.0,99225.0,-558.0,82.637583248,165.275166496,-723.275166496
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110679.0,1784110680.0,1784110680.0,short,66.30313062953475,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.07962863774326014,826.875,831.525,stop,120,99783.0,99225.0,-558.0,82.637583248,165.275166496,-723.275166496
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110779.0,1784110780.0,1784110780.0,short,66.31530259506357,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.07962863774326014,826.875,831.525,stop,120,99783.0,99225.0,-558.0,82.637583248,165.275166496,-723.275166496
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110879.0,1784110880.0,1784110880.0,short,66.3274745605924,-1,-0.567621920563097,-0.5675213675213675,-0.5678095353459715,3.022974607013301,0.07962863774326014,826.875,831.525,stop,120,99783.0,99225.0,-558.0,82.637583248,165.275166496,-723.275166496
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784110992.0,1784110993.0,1784110993.0,short,99.01528798870629,-1,-0.57416142557652,-0.5741015741015741,-0.5742761213303872,3.0131372785344097,0.07962863774326014,830.125,823.625,target,120,98835.0,99615.0,780.0,82.58827070000001,165.17654140000002,614.8234586
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784111159.0,1784111160.0,1784111160.0,short,105.85958420565866,-1,-0.57636850835779,-0.5762834417932032,-0.576471640322833,3.0111412225233365,0.07962863774326014,830.125,823.625,target,120,98835.0,99615.0,780.0,82.58827070000001,165.17654140000002,614.8234586
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784111325.0,1784111326.0,1784111326.0,short,23.657432202153217,-1,-0.5688545688545689,-0.5688448074679113,-0.5688755088004149,3.0358227079538556,0.07962863774326014,830.125,823.625,target,120,98835.0,99615.0,780.0,82.58827070000001,165.17654140000002,614.8234586
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,HDFCBANK,1784111559.0,1784111560.0,1784111958.0,short,23.68664491942285,-1,-0.5688545688545689,-0.5688448074679113,-0.5688755088004149,3.0358227079538556,0.07962863774326014,823.375,823.625,horizon,121,99658.625,99628.375,-30.25,82.644288272,165.288576544,-195.538576544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784108008.0,1784108009.0,1784108009.0,short,29.516658845611943,-1,-0.17560564059298542,-0.17552246960797704,-0.17579232462739755,4.498830304120928,0.05996867308122623,1107.85,1111.65,stop,90,100048.50000000001,99706.49999999999,-342.0000000000291,82.67349053000001,165.34698106000002,-507.3469810600291
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784108341.0,1784108342.0,1784108342.0,short,101.90773562430255,-1,-0.17479674796747968,-0.17479674796747968,-0.17481499327010194,4.466678577809541,0.05996867308122623,1107.85,1111.65,stop,90,100048.50000000001,99706.49999999999,-342.0000000000291,82.67349053000001,165.34698106000002,-507.3469810600291
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109004.0,1784109005.0,1784109005.0,short,29.502219976178523,-1,-0.17560564059298542,-0.17552246960797704,-0.17579232462739755,4.498830304120928,0.02753000770840216,1111.15,1119.65,stop,89,99648.85,98892.35,-756.5,82.61609762719999,165.23219525439998,-921.7321952544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109129.0,1784109130.0,1784109130.0,short,29.720607876404515,-1,-0.17560564059298542,-0.17552246960797704,-0.17579232462739755,4.498830304120928,0.02753000770840216,1111.15,1119.65,stop,89,99648.85,98892.35,-756.5,82.61609762719999,165.23219525439998,-921.7321952544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109254.0,1784109255.0,1784109255.0,short,29.45619607984673,-1,-0.17560564059298542,-0.17552246960797704,-0.17579232462739755,4.498830304120928,0.02753000770840216,1111.15,1119.65,stop,89,99648.85,98892.35,-756.5,82.61609762719999,165.23219525439998,-921.7321952544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109379.0,1784109380.0,1784109380.0,short,29.765729343393943,-1,-0.17560564059298542,-0.17552246960797704,-0.17579232462739755,4.498830304120928,0.02753000770840216,1111.15,1119.65,stop,89,99648.85,98892.35,-756.5,82.61609762719999,165.23219525439998,-921.7321952544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109501.0,1784109502.0,1784109502.0,short,92.8545644876011,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.0769317540891145,1119.15,1116.05,target,89,99328.45,99604.35,275.90000000000873,82.6211338168,165.2422676336,110.65773236640874
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109601.0,1784109602.0,1784109602.0,short,92.8365159008071,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.0769317540891145,1119.15,1116.05,target,89,99328.45,99604.35,275.90000000000873,82.6211338168,165.2422676336,110.65773236640874
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109701.0,1784109702.0,1784109702.0,short,92.81846731401089,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.0769317540891145,1119.15,1116.05,target,89,99328.45,99604.35,275.90000000000873,82.6211338168,165.2422676336,110.65773236640874
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109801.0,1784109802.0,1784109802.0,short,92.79951629787453,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.0769317540891145,1119.15,1116.05,target,89,99328.45,99604.35,275.90000000000873,82.6211338168,165.2422676336,110.65773236640874
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109901.0,1784109902.0,1784109902.0,short,92.7814677110783,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.0769317540891145,1119.15,1116.05,target,89,99328.45,99604.35,275.90000000000873,82.6211338168,165.2422676336,110.65773236640874
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784109999.0,1784110000.0,1784110000.0,short,64.06797097787242,-1,-0.18975705843729482,-0.18976038100907874,-0.1897149759843539,4.483500717360115,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110083.0,1784110084.0,1784110084.0,short,69.41847453344474,-1,-0.1784437045258355,-0.17847658979734451,-0.17842538825118157,4.481089801039613,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110166.0,1784110167.0,1784110167.0,short,20.520340757319566,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110249.0,1784110250.0,1784110250.0,short,64.02284951088521,-1,-0.18975705843729482,-0.18976038100907874,-0.1897149759843539,4.483500717360115,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110333.0,1784110334.0,1784110334.0,short,69.46449842977431,-1,-0.1784437045258355,-0.17847658979734451,-0.17842538825118157,4.481089801039613,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110416.0,1784110417.0,1784110417.0,short,20.566364653646918,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.049649337637760214,1115.55,1118.65,stop,89,99559.85,99283.95,-275.90000000000873,82.62474668280001,165.24949336560002,-441.14949336560875
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110498.0,1784110499.0,1784110499.0,short,63.80626646933507,-1,-0.18975705843729482,-0.18976038100907874,-0.1897149759843539,4.483500717360115,0.0,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110569.0,1784110570.0,1784110570.0,short,108.27437461646826,-1,-0.2097710592616935,-0.20993171942892613,-0.209466138210992,4.463887152932775,0.0,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110642.0,1784110643.0,1784110643.0,short,70.17741760820373,-1,-0.1961367013372957,-0.19618299186079147,-0.1959971795845311,4.480688233712698,0.1109837193304288,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110725.0,1784110726.0,1784110726.0,short,167.71559036927508,-1,-0.17296786389413987,-0.17300482056775576,-0.17286205915077496,4.437738528445903,0.1109837193304288,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110809.0,1784110810.0,1784110810.0,short,92.92314911742538,-1,-0.1707035755478662,-0.170718954248366,-0.17067058722484105,4.470672389127325,0.1109837193304288,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110892.0,1784110893.0,1784110893.0,short,70.13139371187415,-1,-0.1961367013372957,-0.19618299186079147,-0.1959971795845311,4.480688233712698,0.1109837193304288,1118.15,1110.65,target,89,98847.85,99515.35,667.5,82.5854093592,165.1708187184,502.3291812816
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784110979.0,1784110980.0,1784110980.0,short,20.668339169043204,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.1109837193304288,1110.15,1116.15,stop,90,100453.50000000001,99913.50000000001,-540.0,82.708533002,165.417066004,-705.4170660039999
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111079.0,1784111080.0,1784111080.0,short,20.687290185179563,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.1109837193304288,1110.15,1116.15,stop,90,100453.50000000001,99913.50000000001,-540.0,82.708533002,165.417066004,-705.4170660039999
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111179.0,1784111180.0,1784111180.0,short,20.705338771973558,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.1109837193304288,1110.15,1116.15,stop,90,100453.50000000001,99913.50000000001,-540.0,82.708533002,165.417066004,-705.4170660039999
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111279.0,1784111280.0,1784111280.0,short,20.723387358771994,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.1109837193304288,1110.15,1116.15,stop,90,100453.50000000001,99913.50000000001,-540.0,82.708533002,165.417066004,-705.4170660039999
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111379.0,1784111380.0,1784111380.0,short,20.74143594556599,-1,-0.2192622950819672,-0.2192289828146772,-0.21933375822479145,4.502881844380403,0.1109837193304288,1110.15,1116.15,stop,90,100453.50000000001,99913.50000000001,-540.0,82.708533002,165.417066004,-705.4170660039999
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111492.0,1784111493.0,1784111493.0,short,167.5757138216083,-1,-0.17296786389413987,-0.17300482056775576,-0.17286205915077496,4.437738528445903,0.1109837193304288,1114.95,1126.95,stop,89,100298.55,99230.55,-1068.0,82.67254201460001,165.34508402920002,-1233.3450840292
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111659.0,1784111660.0,1784111660.0,short,64.0183373641845,-1,-0.18975705843729482,-0.18976038100907874,-0.1897149759843539,4.483500717360115,0.1109837193304288,1114.95,1126.95,stop,89,100298.55,99230.55,-1068.0,82.67254201460001,165.34508402920002,-1233.3450840292
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784111825.0,1784111826.0,1784111826.0,short,45.90838537342768,-1,-0.1810246679316888,-0.1810752688172043,-0.18094414797821123,4.491555874955084,0.1109837193304288,1114.95,1126.95,stop,89,100298.55,99230.55,-1068.0,82.67254201460001,165.34508402920002,-1233.3450840292
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-04-01,NSE,INFY,1784112059.0,1784112060.0,1784112458.0,short,45.95170198173682,-1,-0.1810246679316888,-0.1810752688172043,-0.18094414797821123,4.491555874955084,0.1109837193304288,1112.95,1113.45,horizon,89,99097.05,99052.55,-44.5,82.58489543759998,165.16979087519996,-209.66979087519996
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786699508.0,1786699509.0,1786699509.0,short,12.117192709897306,-1,-0.5692630947020861,-0.569314509270284,-0.5691474325683519,1.2198841110083445,0.04432740838270792,818.7,819.8,stop,122,100015.59999999999,99881.40000000001,-134.19999999998254,82.677815182,165.355630364,-299.5556303639826
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786699841.0,1786699842.0,1786699842.0,short,14.63809642456626,-1,-0.571495254395519,-0.5715041438899665,-0.5714558342420938,1.2195865601563842,0.04432740838270792,818.7,819.8,stop,122,100015.59999999999,99881.40000000001,-134.19999999998254,82.677815182,165.355630364,-299.5556303639826
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786700658.0,1786700659.0,1786700659.0,short,14.59779127796601,-1,-0.571495254395519,-0.5715041438899665,-0.5714558342420938,1.2195865601563842,0.04657293497363796,818.7,819.8,stop,122,100015.59999999999,99881.40000000001,-134.19999999998254,82.677815182,165.355630364,-299.5556303639826
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786700908.0,1786700909.0,1786700909.0,short,14.585577597179267,-1,-0.571495254395519,-0.5715041438899665,-0.5714558342420938,1.2195865601563842,0.04657293497363796,818.7,819.8,stop,122,100015.59999999999,99881.40000000001,-134.19999999998254,82.677815182,165.355630364,-299.5556303639826
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786700991.0,1786700992.0,1786700992.0,short,13.409400137280869,-1,-0.5724762053362459,-0.5724137931034483,-0.5725113624713802,1.2197353174363939,0.0,819.7,815.75,target,121,98705.75,99183.70000000001,477.95000000001164,82.56342526670001,165.12685053340002,312.82314946661165
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786701063.0,1786701064.0,1786701064.0,short,12.194138898862228,-1,-0.5692630947020861,-0.569314509270284,-0.5691474325683519,1.2198841110083445,0.0,819.7,815.75,target,121,98705.75,99183.70000000001,477.95000000001164,82.56342526670001,165.12685053340002,312.82314946661165
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786701875.0,1786701876.0,1786701876.0,short,13.40573603304529,-1,-0.5724762053362459,-0.5724137931034483,-0.5725113624713802,1.2197353174363939,0.031842966194111234,815.65,817.6,stop,122,99747.2,99509.3,-237.89999999999418,82.645804639,165.291609278,-403.1916092779942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-05-01,NSE,HDFCBANK,1786702114.0,1786702115.0,1786702115.0,short,13.354438573733862,-1,-0.5724762053362459,-0.5724137931034483,-0.5725113624713802,1.2197353174363939,0.051982378854625554,819.8,814.25,target,121,98524.25,99195.79999999999,671.5499999999884,82.5516436903,165.1032873806,506.44671261938834
P415_LEVELS_2_TO_5_REMOVED_CONTROL,2026-01-01,NSE,HDFCBANK,1784020499.0,1784020500.0,1784020500.0,short,11.033540786951068,-1,-0.5695324283559577,-0.5695726495726495,-0.5694210453293163,1.2247397428035403,0.04075536114371066,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
P415_LEVELS_2_TO_5_REMOVED_CONTROL,2026-01-01,NSE,HDFCBANK,1784020749.0,1784020750.0,1784020750.0,short,11.021279934868566,-1,-0.5695324283559577,-0.5695726495726495,-0.5694210453293163,1.2247397428035403,0.04075536114371066,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
P415_LEVELS_2_TO_5_REMOVED_CONTROL,2026-01-01,NSE,HDFCBANK,1784020999.0,1784021000.0,1784021000.0,short,11.009019082788285,-1,-0.5695324283559577,-0.5695726495726495,-0.5694210453293163,1.2247397428035403,0.04075536114371066,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
