horizon_sec,trade_date,exchange,symbol,split_role,feature_file_exists,label_file_exists,joined_rows,test_rows_used
60,2026-07-10,NSE,AXISBANK,train,1,1,377,0
60,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,377,0
60,2026-07-10,NSE,BANKBEES,train,1,1,376,0
60,2026-07-10,NSE,BHARTIARTL,train,1,1,377,0
60,2026-07-10,NSE,BPCL,train,1,1,377,0
60,2026-07-10,NSE,BRITANNIA,train,1,1,377,0
60,2026-07-10,NSE,CIPLA,train,1,1,377,0
60,2026-07-10,NSE,DRREDDY,train,1,1,377,0
60,2026-07-10,NSE,GOLDBEES,train,1,1,376,0
60,2026-07-10,NSE,HCLTECH,train,1,1,377,0
60,2026-07-10,NSE,HDFCBANK,train,1,1,377,0
60,2026-07-10,NSE,HINDUNILVR,train,1,1,377,0
60,2026-07-10,NSE,ICICIBANK,train,1,1,377,0
60,2026-07-10,NSE,INFY,train,1,1,376,0
60,2026-07-10,NSE,ITBEES,train,1,1,376,0
60,2026-07-10,NSE,ITC,train,1,1,377,0
60,2026-07-10,NSE,JUNIORBEES,train,1,1,375,0
60,2026-07-10,NSE,KOTAKBANK,train,1,1,377,0
60,2026-07-10,NSE,LT,train,1,1,377,0
60,2026-07-10,NSE,M&M,train,1,1,377,0
60,2026-07-10,NSE,MARUTI,train,1,1,377,0
60,2026-07-10,NSE,NESTLEIND,train,1,1,377,0
60,2026-07-10,NSE,NIFTYBEES,train,1,1,376,0
60,2026-07-10,NSE,ONGC,train,1,1,377,0
60,2026-07-10,NSE,RELIANCE,train,1,1,376,0
60,2026-07-10,NSE,SBIN,train,1,1,377,0
60,2026-07-10,NSE,SUNPHARMA,train,1,1,377,0
60,2026-07-10,NSE,TCS,train,1,1,376,0
60,2026-07-10,NSE,TECHM,train,1,1,377,0
60,2026-07-10,NSE,ULTRACEMCO,train,1,1,377,0
60,2026-07-10,NSE,WIPRO,train,1,1,377,0
60,2026-07-13,NSE,ADANIPORTS,validation,1,1,377,0
60,2026-07-13,NSE,AXISBANK,validation,1,1,377,0
60,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,377,0
60,2026-07-13,NSE,BANKBEES,validation,1,1,376,0
60,2026-07-13,NSE,BHARTIARTL,validation,1,1,377,0
60,2026-07-13,NSE,BPCL,validation,1,1,377,0
60,2026-07-13,NSE,BRITANNIA,validation,1,1,377,0
60,2026-07-13,NSE,CIPLA,validation,1,1,377,0
60,2026-07-13,NSE,DRREDDY,validation,1,1,377,0
60,2026-07-13,NSE,GOLDBEES,validation,1,1,376,0
60,2026-07-13,NSE,HCLTECH,validation,1,1,377,0
60,2026-07-13,NSE,HDFCBANK,validation,1,1,377,0
60,2026-07-13,NSE,HINDUNILVR,validation,1,1,377,0
60,2026-07-13,NSE,ICICIBANK,validation,1,1,377,0
60,2026-07-13,NSE,INFY,validation,1,1,377,0
60,2026-07-13,NSE,ITBEES,validation,1,1,376,0
60,2026-07-13,NSE,ITC,validation,1,1,377,0
60,2026-07-13,NSE,JUNIORBEES,validation,1,1,376,0
60,2026-07-13,NSE,KOTAKBANK,validation,1,1,377,0
60,2026-07-13,NSE,LT,validation,1,1,377,0
60,2026-07-13,NSE,M&M,validation,1,1,377,0
60,2026-07-13,NSE,MARUTI,validation,1,1,377,0
60,2026-07-13,NSE,NESTLEIND,validation,1,1,377,0
60,2026-07-13,NSE,NIFTYBEES,validation,1,1,376,0
60,2026-07-13,NSE,ONGC,validation,1,1,377,0
60,2026-07-13,NSE,RELIANCE,validation,1,1,377,0
60,2026-07-13,NSE,SBIN,validation,1,1,377,0
60,2026-07-13,NSE,SUNPHARMA,validation,1,1,377,0
60,2026-07-13,NSE,TCS,validation,1,1,377,0
60,2026-07-13,NSE,TECHM,validation,1,1,377,0
60,2026-07-13,NSE,ULTRACEMCO,validation,1,1,377,0
60,2026-07-13,NSE,WIPRO,validation,1,1,377,0
