variant_id,strategy_id,execution_profile,threshold_quantile,spread_quantile,liquidity_quantile,trades,annual_net_pnl_inr,mean_gross_return,mean_cost_return,mean_zerodha_charge_return,mean_net_return,worst_daily_net_pnl_inr,max_drawdown_inr,positive_day_fraction,annualized_sharpe_proxy,realistic_profile,positive_after_costs,enough_trades,candidate_for_deeper_synthetic_replay
S05_q98_sp25_liq50,S05,retail_marketable_default,0.98,0.25,0.5,21806,-2916145.2165032653,1.0246855120590265e-05,0.0013475600792347173,0.0008268123832938626,-0.0013373132241141271,-62352.62464005656,-2912426.2122920705,0.0392156862745098,-16.989976738762785,True,False,True,False
S05_q98_sp50_liq50,S05,retail_marketable_default,0.98,0.5,0.5,21806,-2916145.2165032653,1.0246855120590265e-05,0.0013475600792347173,0.0008268123832938626,-0.0013373132241141271,-62352.62464005656,-2912426.2122920705,0.0392156862745098,-16.989976738762785,True,False,True,False
S09_q95_sp25_liq75,S09,retail_marketable_default,0.95,0.25,0.75,19863,-2986936.713303873,-9.098832320920913e-05,0.0014127808522949304,0.0008268060792476667,-0.0015037691755041397,-125904.20943596358,-2945933.791272938,0.04032258064516129,-14.824921568471769,True,False,True,False
S09_q95_sp50_liq75,S09,retail_marketable_default,0.95,0.5,0.75,19863,-2986936.713303873,-9.098832320920913e-05,0.0014127808522949304,0.0008268060792476667,-0.0015037691755041397,-125904.20943596358,-2945933.791272938,0.04032258064516129,-14.824921568471769,True,False,True,False
S05_q95_sp25_liq75,S05,retail_marketable_default,0.95,0.25,0.75,19907,-3001124.676256723,-9.453830071631491e-05,0.0014130342497718166,0.0008268059520210147,-0.0015075725504881314,-127203.80793361181,-2960121.7542257886,0.04032258064516129,-14.752300524691911,True,False,True,False
S07_q98_sp25_liq50,S07,stressed_retail,0.98,0.25,0.5,16648,-3022922.9269219255,3.1852644416565966e-05,0.0018476400825003755,0.0008268164603409387,-0.0018157874380838096,-66378.77251931095,-2983246.968745704,0.019230769230769232,-28.464714309786736,True,False,True,False
S07_q98_sp50_liq50,S07,stressed_retail,0.98,0.5,0.5,16648,-3022922.9269219255,3.1852644416565966e-05,0.0018476400825003755,0.0008268164603409387,-0.0018157874380838096,-66378.77251931095,-2983246.968745704,0.019230769230769232,-28.464714309786736,True,False,True,False
S01_q90_sp25_liq50,S01,stressed_retail,0.9,0.25,0.5,22513,-3070745.8845103723,2.132211988487156e-05,0.0013853099866775569,0.0008268199466385893,-0.0013639878667926853,-81427.16129437485,-3070088.9357359717,0.06862745098039216,-13.859863327998319,True,False,True,False
S07_q90_sp50_liq75,S07,stressed_retail,0.9,0.5,0.75,19313,-3111212.090800671,0.00014204331537041607,0.001752985215023847,0.0008268034707038863,-0.0016109418996534312,-80642.8515164353,-3055666.865592154,0.0,-23.797472645643968,True,False,True,False
S01_q95_sp50_liq50,S01,stressed_retail,0.95,0.5,0.5,24472,-3191511.827427308,7.9543460342802e-05,0.001383691804338923,0.0008268114796360769,-0.001304148343996121,-106839.4641455792,-3192391.837486996,0.07368421052631578,-10.969194475416797,True,False,True,False
S09_q90_sp25_liq75,S09,retail_marketable_default,0.9,0.25,0.75,22654,-3280826.2712833937,-8.54423396751838e-05,0.0013627903217900735,0.0008268068449865453,-0.0014482326614652572,-127203.80793361181,-3280664.8828761764,0.07482993197278912,-14.129070055204437,True,False,True,False
S01_q98_sp50_liq75,S01,zero_latency_spread_only_control,0.98,0.5,0.75,7855,-3302165.9212829443,-0.004034748935389769,0.00016915421073746773,0.0,-0.004203903146127236,-218134.63862258793,-3302087.643396447,0.12878787878787878,-9.81682197603815,False,False,True,False
S09_q98_sp25_liq50,S09,retail_marketable_default,0.98,0.25,0.5,23651,-3309794.075520888,-2.150227612386342e-05,0.0013779286466789305,0.0008268082359801386,-0.001399430922802794,-75187.1562602385,-3304607.346924008,0.0,-20.084790481814334,True,False,True,False
S09_q98_sp50_liq50,S09,retail_marketable_default,0.98,0.5,0.5,23651,-3309794.075520888,-2.150227612386342e-05,0.0013779286466789305,0.0008268082359801386,-0.001399430922802794,-75187.1562602385,-3304607.346924008,0.0,-20.084790481814334,True,False,True,False
S02_q95_sp50_liq75,S02,zero_latency_spread_only_control,0.95,0.5,0.75,47757,-3457323.7790446766,-0.0005774925473380441,0.00014644818994542777,0.0,-0.0007239407372834718,-223686.04152246827,-3457582.0060232016,0.2331288343558282,-7.701466581227435,False,False,True,False
S01_q90_sp25_liq50,S01,zero_latency_spread_only_control,0.9,0.25,0.5,25206,-3463064.48222885,-0.0012715459876591207,0.00010235882953870894,0.0,-0.00137390481719783,-105369.89429659327,-3461927.6583219147,0.05339805825242718,-14.502323792642013,False,False,True,False
S02_q95_sp50_liq50,S02,zero_latency_spread_only_control,0.95,0.5,0.5,50786,-3587421.949865615,-0.0005624953317626882,0.00014388476311889636,0.0,-0.0007063800948815844,-223686.04152246827,-3584039.7449852345,0.2541436464088398,-7.498576876768037,False,False,True,False
S02_q90_sp25_liq75,S02,stressed_retail,0.9,0.25,0.75,25610,-3671776.7236881126,-7.530438045418874e-05,0.0013584233523408569,0.0008268179672802385,-0.001433727732795046,-149960.36620121248,-3671965.0136849643,0.056962025316455694,-12.121771477625689,True,False,True,False
S09_q90_sp50_liq75,S09,retail_marketable_default,0.9,0.5,0.75,28706,-3717095.0055267205,-6.19827437362984e-06,0.001288686072287946,0.0008268083303540051,-0.0012948843466615762,-127203.80793361181,-3716933.617119504,0.06,-14.59105343304579,True,False,True,False
S05_q98_sp25_liq50,S05,stressed_retail,0.98,0.25,0.5,21215,-3754436.0221232306,4.160072390168041e-05,0.0018113089596420672,0.0008268135561166783,-0.0017697082357403867,-78209.27302027616,-3751017.0090043377,0.013157894736842105,-17.589644304199687,True,False,True,False
S05_q98_sp50_liq50,S05,stressed_retail,0.98,0.5,0.5,21215,-3754436.0221232306,4.160072390168041e-05,0.0018113089596420672,0.0008268135561166783,-0.0017697082357403867,-78209.27302027616,-3751017.0090043377,0.013157894736842105,-17.589644304199687,True,False,True,False
S09_q95_sp25_liq75,S09,stressed_retail,0.95,0.25,0.75,19260,-3786960.5054185055,-8.956311053991859e-05,0.0018766676814738431,0.0008268086498022872,-0.0019662307920137617,-132234.64277536413,-3728435.568525434,0.01639344262295082,-15.905822072500076,True,False,True,False
S09_q95_sp50_liq75,S09,stressed_retail,0.95,0.5,0.75,19260,-3786960.5054185055,-8.956311053991859e-05,0.0018766676814738431,0.0008268086498022872,-0.0019662307920137617,-132234.64277536413,-3728435.568525434,0.01639344262295082,-15.905822072500076,True,False,True,False
S05_q95_sp25_liq75,S05,stressed_retail,0.95,0.25,0.75,19304,-3798219.7467875117,-9.061720626574796e-05,0.0018769645108848486,0.0008268086103727824,-0.001967581717150597,-136515.53471060656,-3739694.8098944407,0.01639344262295082,-15.84204763175114,True,False,True,False
S07_q95_sp25_liq50,S07,retail_marketable_default,0.95,0.25,0.5,29131,-3801462.0473775696,8.499520759275811e-05,0.0013899493963873651,0.0008268045544284296,-0.0013049541887946068,-70995.71212990346,-3750872.586423967,0.04672897196261682,-26.811375914783742,True,False,True,False
S07_q95_sp50_liq50,S07,retail_marketable_default,0.95,0.5,0.5,29131,-3801462.0473775696,8.499520759275811e-05,0.0013899493963873651,0.0008268045544284296,-0.0013049541887946068,-70995.71212990346,-3750872.586423967,0.04672897196261682,-26.811375914783742,True,False,True,False
S01_q90_sp50_liq75,S01,retail_marketable_default,0.9,0.5,0.75,43147,-3884656.872952263,0.0002230430608814861,0.0011233737612667417,0.0008268110004147081,-0.0009003307003852556,-148080.5421770214,-3881388.42847826,0.1419753086419753,-12.464566105316987,True,False,True,False
S01_q98_sp50_liq50,S01,zero_latency_spread_only_control,0.98,0.5,0.5,8900,-3965847.350357592,-0.004294306521437385,0.0001617017373913699,0.0,-0.004456008258828755,-218134.63862258793,-3965988.8359706462,0.023391812865497075,-9.988662057886392,False,False,True,False
S07_q90_sp25_liq50,S07,retail_marketable_default,0.9,0.25,0.5,31572,-4039428.8663316583,8.098501339078181e-05,0.0013604189631980978,0.0008268049779937293,-0.0012794339498073159,-70995.71212990346,-3989076.102708536,0.043859649122807015,-24.570543969529584,True,False,True,False
S02_q90_sp25_liq50,S02,retail_marketable_default,0.9,0.25,0.5,38843,-4114865.8544056523,2.515768406679915e-05,0.0010845160895467188,0.0008268167084189397,-0.0010593584054799197,-147908.2093346717,-4093548.957429161,0.08163265306122448,-13.14887485209687,True,False,True,False
S09_q90_sp25_liq75,S09,stressed_retail,0.9,0.25,0.75,21971,-4165412.6912910603,-9.991942415141514e-05,0.0017959490803732129,0.000826810390306654,-0.0018958685045246278,-136515.53471060656,-4164968.8709988105,0.06206896551724138,-14.976303452364327,True,False,True,False
S09_q98_sp25_liq50,S09,stressed_retail,0.98,0.25,0.5,22909,-4185839.2912319195,1.2404457105039375e-05,0.0018395637793067589,0.000826817265607478,-0.0018271593222017196,-52809.778508682335,-4182142.372787311,0.0,-22.530821982610604,True,False,True,False
S09_q98_sp50_liq50,S09,stressed_retail,0.98,0.5,0.5,22909,-4185839.2912319195,1.2404457105039375e-05,0.0018395637793067589,0.000826817265607478,-0.0018271593222017196,-52809.778508682335,-4182142.372787311,0.0,-22.530821982610604,True,False,True,False
S05_q90_sp25_liq75,S05,retail_marketable_default,0.9,0.25,0.75,31601,-4250604.022862616,-3.1229643926629325e-05,0.001313855645419472,0.0008268092495955288,-0.0013450852893461018,-127203.80793361181,-4209601.100831683,0.031746031746031744,-17.322661885352936,True,False,True,False
S05_q95_sp50_liq75,S05,retail_marketable_default,0.95,0.5,0.75,28365,-4398071.314779211,-0.00016255456108897655,0.0013879729604266981,0.000826804156748322,-0.0015505275215156743,-231344.2901302822,-4321812.878613456,0.04032258064516129,-11.455941561153795,True,False,True,False
S07_q90_sp50_liq50,S07,retail_marketable_default,0.9,0.5,0.5,36941,-4702514.342258404,3.592426550874465e-05,0.0013089039743034183,0.0008268068450884635,-0.0012729797087946736,-118186.49461031862,-4652161.578635282,0.03389830508474576,-22.187722307241156,True,False,True,False
S02_q95_sp50_liq75,S02,retail_marketable_default,0.95,0.5,0.75,44947,-4725602.683529882,7.459357329049969e-05,0.0011259657857918635,0.0008268129477897747,-0.001051372212501364,-219119.18152027915,-4725206.967371335,0.15432098765432098,-10.643321457845607,True,False,True,False
S09_q90_sp50_liq75,S09,stressed_retail,0.9,0.5,0.75,27791,-4781071.297668428,-4.731642629427085e-05,0.0016730503462826167,0.0008268108910927855,-0.0017203667725768875,-136515.53471060656,-4780627.477376179,0.07432432432432433,-15.096011784813202,True,False,True,False
S02_q95_sp50_liq50,S02,retail_marketable_default,0.95,0.5,0.5,47771,-4968383.548733171,8.281485642340883e-05,0.0011228566283631152,0.0008268133016091565,-0.0010400417719397066,-225696.96028621824,-4964372.6984985685,0.14444444444444443,-10.246669420911159,True,False,True,False
S07_q95_sp25_liq50,S07,stressed_retail,0.95,0.25,0.5,28279,-5032356.147027899,7.327048449045876e-05,0.0018528087096850905,0.0008268070611297225,-0.0017795382251946316,-80860.50655477557,-4967307.675298664,0.018867924528301886,-30.274176078279726,True,False,True,False
S07_q95_sp50_liq50,S07,stressed_retail,0.95,0.5,0.5,28279,-5032356.147027899,7.327048449045876e-05,0.0018528087096850905,0.0008268070611297225,-0.0017795382251946316,-80860.50655477557,-4967307.675298664,0.018867924528301886,-30.274176078279726,True,False,True,False
S02_q90_sp25_liq50,S02,stressed_retail,0.9,0.25,0.5,36915,-5053425.421026942,-2.0568487817223695e-05,0.0013483670183528811,0.0008268148810200276,-0.001368935506170105,-170586.872767365,-5031305.784509142,0.05670103092783505,-13.296680920642672,True,False,True,False
S07_q90_sp25_liq50,S07,stressed_retail,0.9,0.25,0.5,30622,-5241673.783444559,9.297800516494844e-05,0.0018047126349881343,0.0008268083027694597,-0.001711734629823186,-80860.50655477557,-5176625.3117153235,0.02631578947368421,-26.54421819951653,True,False,True,False
S01_q90_sp50_liq75,S01,stressed_retail,0.9,0.5,0.75,41287,-5311851.070307774,9.466481020721183e-05,0.0013812322697726379,0.0008268116481473385,-0.0012865674595654258,-172521.03988508036,-5313291.264322878,0.09876543209876543,-13.075991780652394,True,False,True,False
S05_q90_sp25_liq75,S05,stressed_retail,0.9,0.25,0.75,30627,-5351236.124684125,-1.9301097819770063e-05,0.0017279272055348274,0.000826811278023135,-0.0017472283033545973,-136515.53471060656,-5292711.187791055,0.016129032258064516,-17.797388230175464,True,False,True,False
S02_q90_sp50_liq75,S02,zero_latency_spread_only_control,0.9,0.5,0.75,92036,-5366922.014799927,-0.0004453178945342913,0.0001378150115893916,0.0,-0.0005831329061236829,-276305.12551902607,-5361736.9404256875,0.20710059171597633,-9.054274866071607,False,False,True,False
S01_q95_sp50_liq75,S01,zero_latency_spread_only_control,0.95,0.5,0.75,23675,-5372574.06273025,-0.002121272379308686,0.00014803028710324635,0.0,-0.0022693026664119325,-225615.51837968983,-5372495.784843754,0.12987012987012986,-11.54328070434662,False,False,True,False
S05_q95_sp50_liq75,S05,stressed_retail,0.95,0.5,0.75,27511,-5498472.078430898,-0.0001863646610224473,0.00181228027316057,0.0008268046653525225,-0.0019986449341830173,-251577.49593412876,-5387500.714678808,0.01639344262295082,-12.386036814420507,True,False,True,False
S01_q90_sp50_liq50,S01,retail_marketable_default,0.9,0.5,0.5,58489,-5606586.321078917,0.0001505355323080446,0.0011091066005565898,0.0008268130902156314,-0.0009585710682485456,-150836.8517215761,-5588315.061046404,0.13270142180094788,-13.792280672267585,True,False,True,False
S02_q95_sp50_liq75,S02,stressed_retail,0.95,0.5,0.75,42748,-5626750.80415371,6.268497704092977e-05,0.001378945574999597,0.000826801506580312,-0.001316260597958667,-210430.6930830475,-5625851.567589181,0.06790123456790123,-12.481610145318077,True,False,True,False
S05_q90_sp50_liq75,S05,retail_marketable_default,0.9,0.5,0.75,40059,-5647550.661385104,-9.275753640017355e-05,0.0013170506618536777,0.0008268072821526279,-0.0014098081982538515,-231344.2901302822,-5571292.225219349,0.031746031746031744,-14.362769215440387,True,False,True,False
S09_q95_sp25_liq50,S09,retail_marketable_default,0.95,0.25,0.5,41001,-5848202.301641839,-4.5810053209256835e-05,0.001380545962898116,0.0008268090669466978,-0.001426356016107373,-125904.20943596358,-5838584.199156124,0.005208333333333333,-20.99476489994291,True,False,True,False
S09_q95_sp50_liq50,S09,retail_marketable_default,0.95,0.5,0.5,41001,-5848202.301641839,-4.5810053209256835e-05,0.001380545962898116,0.0008268090669466978,-0.001426356016107373,-125904.20943596358,-5838584.199156124,0.005208333333333333,-20.99476489994291,True,False,True,False
S05_q95_sp25_liq50,S05,retail_marketable_default,0.95,0.25,0.5,41045,-5862390.26459469,-4.758023827720549e-05,0.0013807034173677428,0.0008268090020384334,-0.0014282836556449483,-127203.80793361181,-5852772.162108974,0.005208333333333333,-20.900309312143907,True,False,True,False
S02_q95_sp50_liq50,S02,stressed_retail,0.95,0.5,0.5,45371,-5938562.432998008,6.638201427239231e-05,0.001375271488385374,0.0008268017071126046,-0.0013088894741129819,-210430.6930830475,-5932820.495623838,0.07777777777777778,-12.171743511519537,True,False,True,False
S07_q90_sp50_liq50,S07,stressed_retail,0.9,0.5,0.5,35843,-5939899.775429373,5.98684308506126e-05,0.0017170678213674143,0.0008268094427050228,-0.0016571993905168017,-138830.89931370594,-5874851.303700135,0.03389830508474576,-23.773195136502988,True,False,True,False
S02_q90_sp50_liq50,S02,zero_latency_spread_only_control,0.9,0.5,0.5,117357,-6224264.140055906,-0.00039963746511235894,0.00013073261422299443,0.0,-0.0005303700793353533,-284646.60697074723,-6210035.476264157,0.2548076923076923,-8.894472778733371,False,False,True,False
S09_q90_sp25_liq50,S09,retail_marketable_default,0.9,0.25,0.5,47850,-6523518.698376229,-3.6912269347127144e-05,0.001326414522372043,0.0008268091654210418,-0.0013633267917191698,-127203.80793361181,-6510478.989245149,0.005025125628140704,-22.486980299143227,True,False,True,False
S01_q95_sp50_liq50,S01,zero_latency_spread_only_control,0.95,0.5,0.5,28180,-6716454.502467801,-0.0022424975531902614,0.00014091426457687832,0.0,-0.00238341181776714,-225615.51837968983,-6713336.432750848,0.07653061224489796,-12.178873942842008,False,False,True,False
S01_q90_sp50_liq50,S01,stressed_retail,0.9,0.5,0.5,56139,-7007247.983859953,0.00011363194106825374,0.001361828022911527,0.000826811967386788,-0.0012481960818432733,-170659.70508604025,-7004415.729667734,0.023923444976076555,-14.181524667793907,True,False,True,False
S05_q90_sp50_liq75,S05,stressed_retail,0.9,0.5,0.75,38834,-7051488.456327512,-0.00010220266680127329,0.0017136000978707955,0.0008268079195007368,-0.0018158027646720688,-251577.49593412876,-6940517.092575426,0.016129032258064516,-15.308662381932002,True,False,True,False
S01_q90_sp50_liq75,S01,zero_latency_spread_only_control,0.9,0.5,0.75,46438,-7166685.556201996,-0.0014048644689459446,0.00013841593852250764,0.0,-0.001543280407468452,-253522.52285038432,-7165800.519272951,0.15337423312883436,-12.269004126340162,False,False,True,False
S05_q95_sp50_liq50,S05,retail_marketable_default,0.95,0.5,0.5,50445,-7397697.554940265,-9.559464657039616e-05,0.0013708931232661115,0.0008268074330081392,-0.001466487769836508,-231344.2901302822,-7388079.452454542,0.005208333333333333,-14.9244701322693,True,False,True,False
S09_q95_sp25_liq50,S09,stressed_retail,0.95,0.25,0.5,39713,-7448054.968780991,-3.2704612071101936e-05,0.0018427656291045813,0.0008268107766512808,-0.001875470241175683,-132234.64277536413,-7435634.844248735,0.0,-22.591580252245837,True,False,True,False
S09_q95_sp50_liq50,S09,stressed_retail,0.95,0.5,0.5,39713,-7448054.968780991,-3.2704612071101936e-05,0.0018427656291045813,0.0008268107766512808,-0.001875470241175683,-132234.64277536413,-7435634.844248735,0.0,-22.591580252245837,True,False,True,False
S05_q95_sp25_liq50,S05,stressed_retail,0.95,0.25,0.5,39757,-7459314.210149996,-3.327935457742882e-05,0.0018429472747331318,0.0008268107551524626,-0.0018762266293105608,-136515.53471060656,-7446894.085617742,0.0,-22.511200920391452,True,False,True,False
S09_q90_sp50_liq50,S09,retail_marketable_default,0.9,0.5,0.5,60281,-7537366.757912276,8.86904932166178e-06,0.0012592409339805552,0.0008268102768253385,-0.0012503718846588934,-127203.80793361181,-7519476.8029421475,0.01485148514851485,-23.96045205559443,True,False,True,False
S09_q90_sp25_liq50,S09,stressed_retail,0.9,0.25,0.5,46334,-8247664.663874257,-2.694172702879929e-05,0.0017531041709886951,0.0008268108230823086,-0.0017800458980174946,-136515.53471060656,-8231497.703995945,0.0,-23.175429684099303,True,False,True,False
S02_q90_sp50_liq75,S02,retail_marketable_default,0.9,0.5,0.75,86922,-9165448.193670489,6.009714938747272e-05,0.0011145423063869079,0.000826811218759054,-0.0010544451569994351,-333080.0392565201,-9156629.01432372,0.08982035928143713,-13.838244026922009,True,False,True,False
S05_q95_sp50_liq50,S05,stressed_retail,0.95,0.5,0.5,48885,-9320019.747112257,-9.795204669763415e-05,0.0018085672837947983,0.0008268081314440147,-0.0019065193304924329,-251577.49593412876,-9307599.622580001,0.0,-16.19469964755685,True,False,True,False
S05_q90_sp25_liq50,S05,retail_marketable_default,0.9,0.25,0.5,73700,-9425760.230531558,-2.897295645557859e-06,0.0012760389635853185,0.0008268112131977075,-0.0012789362592308766,-127203.80793361181,-9406799.67319682,0.015463917525773196,-23.353495575362814,True,False,True,False
S09_q90_sp50_liq50,S09,stressed_retail,0.9,0.5,0.5,58308,-9545759.866082886,1.015377578847236e-06,0.001638142335471913,0.0008268114168229929,-0.0016371269578930655,-136515.53471060656,-9523425.5759271,0.0,-24.085311226910402,True,False,True,False
S01_q90_sp50_liq50,S01,zero_latency_spread_only_control,0.9,0.5,0.5,62896,-9561027.70175066,-0.0013910165105961605,0.00012911635981700735,0.0,-0.001520132870413168,-253522.52285038432,-9557898.585343108,0.08490566037735849,-13.552754696507538,False,False,True,False
S05_q90_sp50_liq50,S05,retail_marketable_default,0.9,0.5,0.5,83100,-10961067.520877132,-3.709833640473343e-05,0.0012819230259150177,0.0008268100106149113,-0.001319021362319751,-231344.2901302822,-10942106.963542389,0.015463917525773196,-20.394561016745428,True,False,True,False
S02_q90_sp50_liq75,S02,stressed_retail,0.9,0.5,0.75,83113,-11298696.014827251,5.5907049429223766e-06,0.0013650285804650728,0.0008268086904546362,-0.0013594378755221507,-298896.1427927745,-11298672.215580571,0.04216867469879518,-14.471109965010358,True,False,True,False
S02_q90_sp50_liq50,S02,retail_marketable_default,0.9,0.5,0.5,110741,-11585596.70648552,5.845553843252444e-05,0.0011046440961018174,0.0008268128079442112,-0.001046188557669293,-350760.3959558816,-11550027.311771039,0.057692307692307696,-14.637981891858098,True,False,True,False
S05_q90_sp25_liq50,S05,stressed_retail,0.9,0.25,0.5,71389,-11987360.551321024,-1.7402442442986758e-07,0.001678986707806169,0.0008268119934904424,-0.0016791607322305991,-143609.96383463644,-11969138.828511054,0.0,-24.041234997729656,True,False,True,False
S05_q90_sp50_liq50,S05,stressed_retail,0.9,0.5,0.5,80517,-13848066.088283285,-4.3192393314637054e-05,0.0016767010563026221,0.000826810260147961,-0.001719893449617259,-251577.49593412876,-13829844.365473315,0.0,-21.674198681353673,True,False,True,False
S02_q90_sp50_liq50,S02,stressed_retail,0.9,0.5,0.5,105416,-13947783.575958662,2.942392326040319e-05,0.0013525421952455536,0.000826808396216806,-0.0013231182719851506,-325028.2826228219,-13909755.163470337,0.028846153846153848,-14.916265818253397,True,False,True,False
