phase296_variant_id,feed_profile,strategy_family,spread_regime,daily_event_limit,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scheduled_event_rows,best_scenario_id,above12_sparse_survivor,robust_portfolio_survivor,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,preserve_as_raw_book_state_clue,current_proxy_sweep_acceptance_closed
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,3,6,2,423,4,0,0,0,0,-0.2192217038054587,-0.0765083578743938,0.0662049880566709,417.7219484528044,3,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,3,6,2,425,4,0,0,0,0,-0.2192217038054587,-0.0765083578743938,0.0662049880566709,417.7219484528044,3,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,488,6,0,0,0,0,0.0216876801801706,0.0438021724608412,0.0659166647415119,460.370356924845,6,P271_P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,3,2,88,2,0,0,0,0,-2.5206008652849743,-1.229303426927128,0.0619940114307184,216.48702404377863,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,146,2,0,0,0,0,-0.0125843614022207,0.0228524112935067,0.0582891839892342,337.7071770804839,1,P271_P296_TOP5_PRESSURE_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,276,5,0,0,0,0,-0.2314184679923566,-0.0871773979737023,0.0570636720449519,249.08745733907608,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,109,2,0,0,0,0,-0.1297089524766681,-0.0365048070307502,0.0566993384151676,245.24713838306656,1,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,109,2,0,0,0,0,-0.1297089524766681,-0.0365048070307502,0.0566993384151676,245.24713838306656,1,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,109,2,0,0,0,0,-0.1615878240095956,-0.0524442427972139,0.0566993384151676,245.24713838306656,1,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,422,5,0,0,0,0,0.0431775286432988,0.049824358086629,0.0564711875299592,369.7518231128285,5,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,443,5,0,0,0,0,-0.0073227927332427,0.023910699252395,0.0551441912380328,352.3101106874321,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,490,6,0,0,0,0,-0.0784223905131187,-0.0129369860016189,0.0525484185098808,367.0048276880567,6,P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,3,2,212,5,0,0,0,0,-0.5998950561970174,-0.275921034836537,0.0480529865239433,146.82856993427134,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,3,2,214,5,0,0,0,0,-0.5998950561970174,-0.275921034836537,0.0480529865239433,146.82856993427134,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H6,disconnect_scenario,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,1,6,2,149,2,0,0,0,0,0.0402832087938479,0.0437902965730347,0.0472973843522215,279.6551693841672,2,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,1,2,110,2,0,0,0,0,-0.404119773679195,-0.1798223322048083,0.0444751092695783,194.13738173228649,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,90,2,0,0,0,0,-0.6059892518854537,-0.2822863885713898,0.041416474742674,147.91598122383598,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1,disconnect_scenario,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,1,2,175,2,0,0,0,0,0.0073698381116573,0.0243163433090354,0.0412628485064135,286.5475590723164,1,P271_P296_TOP5_PRESSURE_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,163,2,0,0,0,0,0.0032492240144683,0.0222069782698465,0.0411647325252246,266.2639445083977,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,163,2,0,0,0,0,0.0032492240144683,0.0222069782698465,0.0411647325252246,266.2639445083977,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,163,2,0,0,0,0,0.0032492240144683,0.0222069782698465,0.0411647325252246,266.2639445083977,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,3,2,250,5,0,0,0,0,-0.507603509089784,-0.2334716448616852,0.0406602193664136,146.82856993427134,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,3,2,250,5,0,0,0,0,-0.507603509089784,-0.2334716448616852,0.0406602193664136,146.82856993427134,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H6,disconnect_scenario,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,134,2,0,0,0,0,-0.1716688250438234,-0.0689150103433086,0.0338388043572061,179.93649935974722,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,108,2,0,0,0,0,0.025995194406057,0.0295068962910441,0.0330185981760313,141.5082778972772,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,3,6,2,432,4,0,0,0,0,-0.2525296423249184,-0.1115891329892706,0.0293513763463772,187.52268221296552,3,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,6,2,70,2,0,0,0,0,0.0026835348814625,0.01572228649182,0.0287610381021775,79.89177250604865,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,1,6,2,147,2,0,0,0,0,-0.0417328209347741,-0.0065371147199699,0.0286585914948342,167.1751170531997,1,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,1,6,2,149,2,0,0,0,0,-0.0411726488416899,-0.0064493682136616,0.0282739124143666,167.1751170531997,1,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,3,3,2,303,5,0,0,0,0,-0.1160412843240803,-0.0447798668942302,0.0264815505356197,119.79749051827996,5,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,6,2,79,2,0,0,0,0,0.0023778157177516,0.0139311399294608,0.0254844641411699,79.89177250604865,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,1,6,2,154,2,0,0,0,0,-0.0417474585053656,-0.008151557118507,0.0254443442683514,155.49321497325886,1,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,2,108,2,0,0,0,0,-0.0660565046742614,-0.0210490324739706,0.0239584397263202,102.6790273985152,2,P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,2,108,2,0,0,0,0,-0.0660565046742614,-0.0210490324739706,0.0239584397263202,102.6790273985152,2,P271_P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,3,2,108,2,0,0,0,0,-0.0660565046742614,-0.0210490324739706,0.0239584397263202,102.6790273985152,2,P271_P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,3,2,290,6,0,0,0,0,-0.1554367371004706,-0.0663601861527508,0.0227163647949689,97.35584912129544,6,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,1,2,109,2,0,0,0,0,-0.0961771490567861,-0.0370580055244519,0.0220611380078821,95.42317630393462,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,1,2,109,2,0,0,0,0,-0.0961771490567861,-0.0370580055244519,0.0220611380078821,95.42317630393462,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,1,2,111,2,0,0,0,0,-0.0944442274521593,-0.0363902937132006,0.0216636400257581,95.42317630393462,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,3,1,2,325,6,0,0,0,0,-0.1948671129027837,-0.0867724896900391,0.0213221335227054,97.30338710758456,6,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H1_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,274,5,0,0,0,0,-0.0504921600270257,-0.0147081228525503,0.0210759143219249,88.6526554811129,5,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6,disconnect_scenario,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,6,2,103,2,0,0,0,0,-0.1309692443190524,-0.0551386960089254,0.0206918523012015,84.57384075491106,1,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,1,2,79,2,0,0,0,0,-0.1447665270414444,-0.0631970758386036,0.018372375364237,57.59593864185433,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,6,2,158,2,0,0,0,0,0.00335204755923,0.0100965437206976,0.0168410398821652,105.59064688024216,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,1,2,91,2,0,0,0,0,-0.1256764355634517,-0.0548633955082383,0.015949644546975,57.59593864185433,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H1_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,3,2,159,2,0,0,0,0,0.0111910714931094,0.0125347027212183,0.0138783339493271,87.5656784898023,2,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,136,2,0,0,0,0,0.0031106243916569,0.008097151781874,0.0130836791720912,70.61033203985748,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,138,2,0,0,0,0,0.0030655428787343,0.0079798017560498,0.0128940606333652,70.61033203985748,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,141,2,0,0,0,0,-0.0249083044293614,-0.0061442927557998,0.0126197189177617,70.61033203985748,1,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,1,3,2,161,2,0,0,0,0,-0.0731398300380316,-0.0303145568519967,0.012510716334038,79.92957657857659,1,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
