trade_date,trade_month,symbol,time_bucket_seconds,time_bucket_id,rows_in_bucket,bucket_start_utc_s,bucket_end_utc_s,open_mid_price,close_mid_price,avg_spread,avg_tick_size_proxy,avg_l1_imbalance,bar_return,next_bar_return
2026-01-01,2026-01,RELIANCE,5000,2,65356,1784030500,1784035499,1329.1999999999998,1329.1999999999998,0.19999999999990806,0.19999999999990806,0.44361248879528115,0.0,-0.0036111947035808445
2026-01-01,2026-01,RELIANCE,5000,3,43582,1784035500,1784040499,1332.4,1324.4,0.19999999999994278,0.19999999999994278,0.44319947133122756,-0.006004202942059389,-0.003095741467834423
2026-01-01,2026-01,RELIANCE,5000,4,24244,1784040500,1784045483,1330.6999999999998,1320.3000000000002,0.19999999999998283,0.19999999999998283,0.4415338051850633,-0.007815435485082789,
2026-01-01,2026-01,SBIN,5000,0,51964,1784020500,1784025499,1034.6,1056.6,0.1999999999999314,0.1999999999999314,0.051762056989832536,0.02126425671757204,0.0133446905167518
2026-01-01,2026-01,SBIN,5000,1,63404,1784025500,1784030499,1049.5,1070.6999999999998,0.19999999999994025,0.19999999999994025,0.05149072215862957,0.020200095283468222,-0.0008405715886800058
2026-01-01,2026-01,SBIN,5000,2,64372,1784030500,1784035499,1056.6,1069.8000000000002,0.19999999999994425,0.19999999999994425,0.0477782058101381,0.012492901760363662,-0.004580295382314525
2026-01-01,2026-01,SBIN,5000,3,36548,1784035500,1784040499,1071.6,1064.9,0.19999999999996115,0.19999999999996115,0.048171111790115705,-0.006252332960059559,0.006855103765611492
2026-01-01,2026-01,SBIN,5000,4,26776,1784040500,1784045499,1074.4,1072.1999999999998,0.19999999999996257,0.19999999999996257,0.04560059250506326,-0.002047654504840124,-0.006994963626189121
2026-01-01,2026-01,SBIN,5000,5,4468,1784045500,1784050499,1072.1999999999998,1064.6999999999998,0.20000000000004547,0.20000000000004547,0.04787221568492152,-0.006994963626189121,0.0
2026-01-01,2026-01,SBIN,5000,6,484,1784050500,1784050983,1064.6999999999998,1064.6999999999998,0.20000000000004547,0.20000000000004547,0.057071960297766365,0.0,
2026-01-01,2026-01,SUNPHARMA,5000,0,49880,1784020500,1784025499,1922.3,1949.9,0.3999999999998432,0.3999999999998432,-0.2935475731367579,0.014357800551422883,0.009179957946561235
2026-01-01,2026-01,SUNPHARMA,5000,1,67038,1784025500,1784030499,1940.3,1967.8,0.3999999999998007,0.3999999999998007,-0.2943629992987857,0.014173066020718439,0.0009147271064131601
2026-01-01,2026-01,SUNPHARMA,5000,2,62588,1784030500,1784035499,1949.5,1969.6,0.399999999999831,0.399999999999831,-0.2968396889652811,0.010310335983585439,-0.005381803411860231
2026-01-01,2026-01,SUNPHARMA,5000,3,44234,1784035500,1784040499,1963.7,1959.0,0.39999999999990044,0.39999999999990044,-0.29665124903283,-0.002393440953302517,-0.0014803471158755244
2026-01-01,2026-01,SUNPHARMA,5000,4,20308,1784040500,1784044983,1969.1,1956.1,0.399999999999955,0.399999999999955,-0.2980334538870426,-0.006602000914123218,0.007566075354020763
2026-01-01,2026-01,SUNPHARMA,5000,5,1984,1784045500,1784047483,1970.9,1970.9,0.3999999999998636,0.3999999999998636,-0.2938144329896873,0.0,-0.006697447866456985
2026-01-01,2026-01,SUNPHARMA,5000,6,1984,1784052000,1784053983,1957.7,1957.7,0.40000000000009095,0.40000000000009095,-0.303482587064662,0.0,
2026-01-01,2026-01,TCS,5000,0,53014,1784020500,1784025499,2177.7,2219.3999999999996,0.3999999999998459,0.3999999999998459,-0.0018357111892102532,0.019148643063782833,0.008696043975849443
2026-01-01,2026-01,TCS,5000,1,63188,1784025500,1784030499,2201.0,2238.7,0.3999999999998593,0.3999999999998593,-0.0022269253513923686,0.017128577919127697,-0.005806941528565646
2026-01-01,2026-01,TCS,5000,2,64922,1784030500,1784035499,2238.2,2225.7,0.39999999999981806,0.39999999999981806,-0.005768627578316806,-0.0055848449647037945,-0.005121984094891285
2026-01-01,2026-01,TCS,5000,3,42132,1784035500,1784040499,2230.8999999999996,2214.3,0.39999999999984204,0.39999999999984204,-0.006722291921855225,-0.0074409431171273965,0.001987083954296809
2026-01-01,2026-01,TCS,5000,4,20792,1784040500,1784044983,2229.3999999999996,2218.7,0.40000000000005737,0.40000000000005737,-0.007845545628322573,-0.004799497622678617,0.0013521431468879186
2026-01-01,2026-01,TCS,5000,6,1984,1784052000,1784053983,2221.7,2221.7,0.40000000000009095,0.40000000000009095,-0.01243781094527321,0.0,
2026-01-01,2026-01,TECHM,5000,0,50080,1784020500,1784025499,1502.9,1530.9,0.5,0.5,-0.12112856464999772,0.01863064741499776,0.012280357959370214
2026-01-01,2026-01,TECHM,5000,1,63104,1784025500,1784030499,1517.5,1549.7,0.5,0.5,-0.12240530451662837,0.021219110378912776,-0.005678518422920553
2026-01-01,2026-01,TECHM,5000,2,61888,1784030500,1784035499,1545.4,1540.9,0.5,0.5,-0.12601176860513277,-0.002911867477675689,-0.006943993769874757
2026-01-01,2026-01,TECHM,5000,3,47700,1784035500,1784040499,1544.5,1530.2,0.5,0.5,-0.12581886213168839,-0.009258659760440269,0.0067964971899097115
2026-01-01,2026-01,TECHM,5000,4,24260,1784040500,1784045499,1544.9,1540.6,0.5,0.5,-0.12585802420844414,-0.002783351673247614,0.0
2026-01-01,2026-01,TECHM,5000,5,984,1784045500,1784046483,1540.6,1540.6,0.5,0.5,-0.12303664921465746,0.0,-0.0031805789951966368
2026-01-01,2026-01,TECHM,5000,7,1984,1784056000,1784057983,1535.7,1535.7,0.5,0.5,-0.1330166270783825,0.0,
2026-01-01,2026-01,ULTRACEMCO,5000,0,45162,1784020500,1784025499,11562.0,11781.0,3.0,3.0,0.4380283000559897,0.01894135962636212,0.005772005772005873
2026-01-01,2026-01,ULTRACEMCO,5000,1,71690,1784025500,1784030499,11707.0,11849.0,3.0,3.0,0.43739781245362175,0.012129495173827554,-0.000843953076208992
2026-01-01,2026-01,ULTRACEMCO,5000,2,64206,1784030500,1784035499,11656.0,11839.0,3.0,3.0,0.43407189624240544,0.01570006863417972,-0.004730129233888047
2026-01-01,2026-01,ULTRACEMCO,5000,3,39714,1784035500,1784040499,11844.0,11783.0,3.0,3.0,0.4339625269414973,-0.005150287065180725,-0.0016973606042604006
2026-01-01,2026-01,ULTRACEMCO,5000,4,21292,1784040500,1784044483,11844.0,11763.0,3.0,3.0,0.4337730389594936,-0.006838905775075954,0.008076171044801406
2026-01-01,2026-01,ULTRACEMCO,5000,5,1984,1784048000,1784049983,11858.0,11858.0,3.0,3.0,0.44094488188977515,0.0,
2026-01-01,2026-01,WIPRO,5000,0,52914,1784020500,1784025499,178.09,181.11,0.03999999999998103,0.03999999999998103,-0.09283293167658842,0.016957718007748923,0.011760808348517449
2026-01-01,2026-01,WIPRO,5000,1,61904,1784025500,1784030499,179.8,183.24,0.03999999999997936,0.03999999999997936,-0.09266471415860289,0.019132369299221352,-0.005566470203012486
2026-01-01,2026-01,WIPRO,5000,2,57820,1784030500,1784035499,182.97,182.22,0.039999999999983785,0.039999999999983785,-0.09603907777571564,-0.0040990326282996925,-0.006695203600043942
2026-01-01,2026-01,WIPRO,5000,3,45166,1784035500,1784040499,182.99,181.0,0.03999999999998891,0.03999999999998891,-0.09830311367714764,-0.010874911197333192,0.009116022099447285
2026-01-01,2026-01,WIPRO,5000,4,22792,1784040500,1784045499,183.07999999999998,182.64999999999998,0.039999999999993784,0.039999999999993784,-0.09735074257039275,-0.0023487000218483933,-0.0027374760470846304
2026-01-01,2026-01,WIPRO,5000,5,3452,1784045500,1784049983,182.51999999999998,182.14999999999998,0.03999999999999204,0.03999999999999204,-0.09640752625661664,-0.002027175104098222,
