symbol,instrument_class,current_sample_days_available,current_row_count,current_file_count,current_event_rate_per_second,current_stale_gap_gt_15s_count,current_duplicate_receive_ms,dense_1s_full_session_symbols,criterion_id,acceptance_threshold,capture_contract_status,acceptance_requirement_met_after_contract,blocking_gap_after_contract,required_capture_action
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
ITC,equity,1,12379,1569,0.5435287304263906,2,294,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
JUNIORBEES,etf,1,17442,1568,0.7727358997628363,2,417,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
KOTAKBANK,equity,1,14091,1569,0.6187021664981931,2,496,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
LT,equity,1,19466,1569,0.8546999165102286,2,874,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
M&M,equity,1,25699,1569,1.1268034214941514,2,1284,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
MARUTI,equity,1,27645,1569,1.2138259451311155,2,1314,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
NESTLEIND,equity,1,12918,1569,0.5671698736995497,2,332,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
NIFTYBEES,etf,1,22414,1568,0.993022217974978,2,964,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
ONGC,equity,1,17305,1569,0.7598161951715559,2,691,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
RELIANCE,equity,1,26056,1569,1.144086889482594,2,1567,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
SBIN,equity,1,24728,1569,1.0857474397251663,2,1407,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
SUNPHARMA,equity,1,14610,1569,0.641490217340047,2,416,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
TCS,equity,1,36467,1569,1.6012210853070985,2,2640,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
TECHM,equity,1,19124,1569,0.8396891797680396,2,753,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
ULTRACEMCO,equity,1,8386,1569,0.3681906301938709,2,107,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
WIPRO,equity,1,20334,1569,0.8928173907866198,2,928,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
WIPRO,equity,1,20334,1569,0.8928173907866198,2,928,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
