scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,repair_family,primary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,phase292_variant_id,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,100000.0,100000.0,2,cost200,2.0,0.0,243,2,241,33,208,0,1,1,2,2,8,-51.4191674748986,-0.051419167474898594,-1.6197037754593058,1,0,100000.0,1.0,0.9938271604938271,-114.88776337864553,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,100000.0,50000.0,1,cost200,2.0,0.0,243,1,242,0,242,0,1,1,2,1,8,-199.49793835091398,-0.19949793835091398,-6.28418505805379,1,0,50000.0,0.5,0.49794238683127573,-199.49793835091398,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,8,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,100000.0,50000.0,2,cost200,2.0,0.0,243,2,241,33,208,0,1,1,2,2,8,-245.84567693004325,-0.24584567693004328,-7.744138823296363,1,0,100000.0,1.0,0.9938271604938271,-245.84567693004325,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,8,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,100000.0,100000.0,1,cost200,2.0,0.0,243,1,242,0,242,0,1,1,2,1,8,-398.99587670182797,-0.39899587670182796,-12.56837011610758,1,0,100000.0,1.0,0.9958847736625515,-398.99587670182797,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,8,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,243,2,241,33,208,0,1,1,2,2,8,-245.84567693004325,-0.24584567693004328,-7.744138823296363,1,0,100000.0,1.0,0.9938271604938271,-245.84567693004325,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,8,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,100000.0,50000.0,1,cost200,2.0,0.0,243,1,242,0,242,0,1,1,2,1,8,-214.15256103906708,-0.21415256103906707,-6.745805672730613,1,0,50000.0,0.5,0.49794238683127573,-214.15256103906708,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,10,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,100000.0,50000.0,2,cost200,2.0,0.0,243,2,241,33,208,0,1,1,2,2,8,-256.68069494750904,-0.25668069494750906,-8.085441890846536,1,0,100000.0,1.0,0.9938271604938271,-256.68069494750904,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,10,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,100000.0,100000.0,1,cost200,2.0,0.0,243,1,242,0,242,0,1,1,2,1,8,-428.30512207813416,-0.42830512207813415,-13.491611345461227,1,0,100000.0,1.0,0.9958847736625515,-428.30512207813416,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,10,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,100000.0,100000.0,2,cost200,2.0,0.0,243,2,241,33,208,0,1,1,2,2,8,-256.68069494750904,-0.25668069494750906,-8.085441890846536,1,0,100000.0,1.0,0.9938271604938271,-256.68069494750904,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,ORIG,10,243,P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-160.50217665592731,-0.1605021766559273,-5.055818564661711,1,0,50000.0,0.5,0.4990138067061144,-160.50217665592731,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-273.9343564708281,-0.2739343564708281,-8.628932228831085,1,0,100000.0,1.0,0.9546351084812623,-273.9343564708281,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,100000.0,100000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-321.00435331185463,-0.3210043533118546,-10.111637129323421,1,0,100000.0,1.0,0.9980276134122288,-321.00435331185463,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,100000.0,100000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-273.9343564708281,-0.2739343564708281,-8.628932228831085,1,0,100000.0,1.0,0.9546351084812623,-273.9343564708281,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-170.5295961931995,-0.1705295961931995,-5.371682280085784,1,0,50000.0,0.5,0.4990138067061144,-170.5295961931995,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-287.7813806787876,-0.28778138067878767,-9.065113491381812,1,0,100000.0,1.0,0.9546351084812623,-287.7813806787876,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,100000.0,100000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-341.059192386399,-0.341059192386399,-10.743364560171567,1,0,100000.0,1.0,0.9980276134122288,-341.059192386399,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,100000.0,100000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-287.7813806787876,-0.28778138067878767,-9.065113491381812,1,0,100000.0,1.0,0.9546351084812623,-287.7813806787876,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,INV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-160.50217665592731,-0.1605021766559273,-5.055818564661711,1,0,50000.0,0.5,0.4990138067061144,-160.50217665592731,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-273.9343564708281,-0.2739343564708281,-8.628932228831085,1,0,100000.0,1.0,0.9546351084812623,-273.9343564708281,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,100000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-321.00435331185463,-0.3210043533118546,-10.111637129323421,1,0,100000.0,1.0,0.9980276134122288,-321.00435331185463,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,100000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-273.9343564708281,-0.2739343564708281,-8.628932228831085,1,0,100000.0,1.0,0.9546351084812623,-273.9343564708281,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-170.5295961931995,-0.1705295961931995,-5.371682280085784,1,0,50000.0,0.5,0.4990138067061144,-170.5295961931995,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-287.7813806787876,-0.28778138067878767,-9.065113491381812,1,0,100000.0,1.0,0.9546351084812623,-287.7813806787876,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,100000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,-341.059192386399,-0.341059192386399,-10.743364560171567,1,0,100000.0,1.0,0.9980276134122288,-341.059192386399,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,100000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-287.7813806787876,-0.28778138067878767,-9.065113491381812,1,0,100000.0,1.0,0.9546351084812623,-287.7813806787876,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,9.405146539250016,0.009405146539250016,0.2962621159863755,1,0,50000.0,0.5,0.4990138067061144,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-39.30661314682182,-0.039306613146821816,-1.2381583141248873,1,0,100000.0,1.0,0.9546351084812623,-48.71175968607183,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,100000.0,100000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,18.81029307850003,0.01881029307850003,0.592524231972751,1,0,100000.0,1.0,0.9980276134122288,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-39.30661314682182,-0.039306613146821816,-1.2381583141248873,1,0,100000.0,1.0,0.9546351084812623,-48.71175968607183,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,100000.0,50000.0,1,cost200,2.0,0.0,507,1,506,43,463,0,1,1,2,1,8,19.432566076522182,0.019432566076522183,0.6121258314104487,1,0,50000.0,0.5,0.4990138067061144,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,100000.0,50000.0,2,cost200,2.0,0.0,507,2,505,66,439,0,1,1,2,2,8,-25.459588938862314,-0.025459588938862313,-0.8019770515741629,1,0,100000.0,1.0,0.9546351084812623,-44.892155015384496,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,507,P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
