phase292_variant_id,repair_family,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,300,2,0,0,0,0,-13.374911559053377,-12.267639866993342,-5.580184087466654,-177.1487011894176
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,13,2,0,0,0,0,-13.296395910370602,-12.512145475184251,-5.86394751999895,-162.88743111108195
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,691,4,0,0,0,0,-16.57573519829255,-14.327008878718106,-6.039141279571831,-191.71877078005815
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,691,4,0,0,0,0,-16.57573519829255,-14.327008878718106,-6.039141279571831,-191.71877078005815
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,13,2,0,0,0,0,-14.167182010227952,-13.289991601487184,-6.206400596373208,-172.40001656592244
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,243,2,0,0,0,0,-12.56837011610758,-7.744138823296363,-6.28418505805379,-199.49793835091398
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,155,2,0,0,0,0,-12.56837011610758,-7.818605488165052,-6.28418505805379,-199.49793835091398
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,182,2,0,0,0,0,-12.56837011610758,-7.8148980585423535,-6.28418505805379,-199.49793835091398
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,47,2,0,0,0,0,-12.56837011610758,-7.85850240370701,-6.28418505805379,-199.49793835091398
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,62,2,0,0,0,0,-12.56837011610758,-7.857847036005969,-6.28418505805379,-199.49793835091398
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,243,2,0,0,0,0,-13.491611345461227,-8.085441890846536,-6.745805672730613,-214.15256103906708
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,155,2,0,0,0,0,-13.491611345461227,-8.159908555715225,-6.745805672730613,-214.15256103906708
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,182,2,0,0,0,0,-13.491611345461227,-8.156201126092526,-6.745805672730613,-214.15256103906708
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,47,2,0,0,0,0,-13.491611345461227,-8.19980547125718,-6.745805672730613,-214.15256103906708
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,62,2,0,0,0,0,-13.491611345461227,-8.199150103556141,-6.745805672730613,-214.15256103906708
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,486,3,0,0,0,0,-14.077837252444866,-11.520888340433238,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,486,3,0,0,0,0,-14.077837252444866,-11.520888340433238,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,302,2,0,0,0,0,-14.077837252444866,-10.61203229039181,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,302,2,0,0,0,0,-14.077837252444866,-10.61203229039181,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,332,2,0,0,0,0,-14.077837252444866,-10.608324860769109,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,332,2,0,0,0,0,-14.077837252444866,-10.608324860769109,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,189,2,0,0,0,0,-14.077837252444866,-10.651929205933763,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,189,2,0,0,0,0,-14.077837252444866,-10.651929205933763,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,204,2,0,0,0,0,-14.077837252444866,-10.651273838232722,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,204,2,0,0,0,0,-14.077837252444866,-10.651273838232722,-7.038918626222433,-223.45773416579152
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,139,2,0,0,0,0,-14.496367226573582,-14.492531142926204,-7.248183613286791,-230.10106708846956
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,139,2,0,0,0,0,-14.496367226573582,-14.492531142926204,-7.248183613286791,-230.10106708846956
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,486,3,0,0,0,0,-15.178826525199046,-12.003836882862766,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P25_S25_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,486,3,0,0,0,0,-15.178826525199046,-12.003836882862766,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,302,2,0,0,0,0,-15.178826525199046,-11.282844473895548,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P25_S25_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,302,2,0,0,0,0,-15.178826525199046,-11.282844473895548,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,332,2,0,0,0,0,-15.178826525199046,-11.27913704427285,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P40_S35_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,332,2,0,0,0,0,-15.178826525199046,-11.27913704427285,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,189,2,0,0,0,0,-15.178826525199046,-11.322741389437505,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,189,2,0,0,0,0,-15.178826525199046,-11.322741389437505,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,204,2,0,0,0,0,-15.178826525199046,-11.322086021736466,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,204,2,0,0,0,0,-15.178826525199046,-11.322086021736466,-7.589413262599523,-240.93375436823882
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,139,2,0,0,0,0,-15.59735649932776,-15.593405721250601,-7.79867824966388,-247.5770872909168
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,139,2,0,0,0,0,-15.59735649932776,-15.593405721250601,-7.79867824966388,-247.5770872909168
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,6,2,0,0,0,0,-17.338151320915546,-17.336037192606398,-8.666961532148623,-206.3562269559196
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,6,2,0,0,0,0,-18.570034001214918,-18.567472685658508,-9.282455685051051,-221.01084964407264
