horizon_sec,trade_date,exchange,symbol,split_role,rows,label_available_rows,label_file,bytes
1,2026-07-14,NSE,BRITANNIA,test_untouched,8238,8237,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,163899
1,2026-07-14,NSE,CIPLA,test_untouched,8978,8977,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,230348
1,2026-07-14,NSE,DRREDDY,test_untouched,8456,8455,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,185237
1,2026-07-14,NSE,GOLDBEES,test_untouched,9933,9931,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,154312
1,2026-07-14,NSE,HCLTECH,test_untouched,15678,15676,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,435824
1,2026-07-14,NSE,HDFCBANK,test_untouched,15864,15863,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,367068
1,2026-07-14,NSE,HINDUNILVR,test_untouched,10846,10845,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,316893
1,2026-07-14,NSE,ICICIBANK,test_untouched,13574,13573,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,316207
1,2026-07-14,NSE,INFY,test_untouched,15629,15628,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,353322
1,2026-07-14,NSE,ITBEES,test_untouched,6618,6615,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,95677
1,2026-07-14,NSE,ITC,test_untouched,12350,12348,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,180888
1,2026-07-14,NSE,JUNIORBEES,test_untouched,11963,11960,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,359781
1,2026-07-14,NSE,KOTAKBANK,test_untouched,11204,11202,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,235799
1,2026-07-14,NSE,LT,test_untouched,12561,12560,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=LT\receive_flow_labels.parquet,345974
1,2026-07-14,NSE,M&M,test_untouched,13068,13067,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,375709
1,2026-07-14,NSE,MARUTI,test_untouched,11008,11007,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,245105
1,2026-07-14,NSE,NESTLEIND,test_untouched,9368,9367,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,217824
1,2026-07-14,NSE,NIFTYBEES,test_untouched,11590,11587,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,229724
1,2026-07-14,NSE,ONGC,test_untouched,10278,10277,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,233579
1,2026-07-14,NSE,RELIANCE,test_untouched,13625,13623,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,299592
1,2026-07-14,NSE,SBIN,test_untouched,12764,12762,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,274681
1,2026-07-14,NSE,SUNPHARMA,test_untouched,11509,11508,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,309368
1,2026-07-14,NSE,TCS,test_untouched,15792,15791,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,463625
1,2026-07-14,NSE,TECHM,test_untouched,11095,11094,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,336805
1,2026-07-14,NSE,ULTRACEMCO,test_untouched,7965,7964,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,157303
1,2026-07-14,NSE,WIPRO,test_untouched,9396,9394,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,242534
1,2026-07-15,NSE,ADANIPORTS,unassigned,10123,10122,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,246303
1,2026-07-15,NSE,AXISBANK,unassigned,15634,15633,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,417756
1,2026-07-15,NSE,BAJAJ-AUTO,unassigned,14797,14796,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,361926
1,2026-07-15,NSE,BANKBEES,unassigned,12146,12143,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,308646
1,2026-07-15,NSE,BHARTIARTL,unassigned,11420,11419,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,251524
1,2026-07-15,NSE,BPCL,unassigned,8175,8174,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,115010
1,2026-07-15,NSE,BRITANNIA,unassigned,6463,6462,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,117938
1,2026-07-15,NSE,CIPLA,unassigned,8702,8701,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,195999
1,2026-07-15,NSE,DRREDDY,unassigned,7818,7817,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,150976
1,2026-07-15,NSE,GOLDBEES,unassigned,9171,9168,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,144981
1,2026-07-15,NSE,HCLTECH,unassigned,10358,10357,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,243524
1,2026-07-15,NSE,HDFCBANK,unassigned,15203,15202,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,317092
1,2026-07-15,NSE,HINDUNILVR,unassigned,9061,9060,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,215385
1,2026-07-15,NSE,ICICIBANK,unassigned,14980,14979,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,323954
1,2026-07-15,NSE,INFY,unassigned,15271,15270,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,328717
1,2026-07-15,NSE,ITBEES,unassigned,6727,6724,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,89810
1,2026-07-15,NSE,ITC,unassigned,9670,9669,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,137475
1,2026-07-15,NSE,JUNIORBEES,unassigned,14353,14350,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,401156
1,2026-07-15,NSE,KOTAKBANK,unassigned,9572,9571,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,186922
1,2026-07-15,NSE,LT,unassigned,13054,13053,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=LT\receive_flow_labels.parquet,358164
1,2026-07-15,NSE,M&M,unassigned,14536,14535,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,353591
1,2026-07-15,NSE,MARUTI,unassigned,11030,11029,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,218250
1,2026-07-15,NSE,NESTLEIND,unassigned,7020,7019,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,144467
1,2026-07-15,NSE,NIFTYBEES,unassigned,13048,13045,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,248819
1,2026-07-15,NSE,ONGC,unassigned,10933,10932,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,228603
1,2026-07-15,NSE,RELIANCE,unassigned,13692,13691,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,250211
1,2026-07-15,NSE,SBIN,unassigned,14130,14129,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,308498
1,2026-07-15,NSE,SUNPHARMA,unassigned,11790,11789,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,283027
1,2026-07-15,NSE,TCS,unassigned,15134,15133,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,394436
1,2026-07-15,NSE,TECHM,unassigned,12409,12408,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,321223
1,2026-07-15,NSE,ULTRACEMCO,unassigned,9876,9875,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,185980
1,2026-07-15,NSE,WIPRO,unassigned,9447,9446,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-15\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,224579
5,2026-07-08,NSE,ADANIPORTS,train,1618,1617,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,67719
5,2026-07-08,NSE,AXISBANK,train,1700,1699,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,72802
5,2026-07-08,NSE,BAJAJ-AUTO,train,1595,1594,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,63720
5,2026-07-08,NSE,BANKBEES,train,1694,1693,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,69154
5,2026-07-08,NSE,BHARTIARTL,train,1617,1616,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,61736
5,2026-07-08,NSE,BPCL,train,1579,1578,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,44613
5,2026-07-08,NSE,BRITANNIA,train,1526,1525,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,46569
5,2026-07-08,NSE,CIPLA,train,1573,1572,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,61206
5,2026-07-08,NSE,DRREDDY,train,1583,1582,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,61508
5,2026-07-08,NSE,GOLDBEES,train,1643,1642,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,53337
5,2026-07-08,NSE,HCLTECH,train,1565,1564,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,56385
5,2026-07-08,NSE,HDFCBANK,train,1746,1745,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,70530
5,2026-07-08,NSE,HINDUNILVR,train,1619,1618,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,67166
5,2026-07-08,NSE,ICICIBANK,train,1723,1722,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,64860
5,2026-07-08,NSE,INFY,train,1683,1682,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,63895
5,2026-07-08,NSE,ITBEES,train,1586,1585,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,35328
5,2026-07-08,NSE,ITC,train,1644,1643,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,52380
5,2026-07-08,NSE,JUNIORBEES,train,1686,1685,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,75170
5,2026-07-08,NSE,KOTAKBANK,train,1665,1664,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,58348
5,2026-07-08,NSE,LT,train,1734,1733,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_labels.parquet,80218
5,2026-07-08,NSE,M&M,train,1715,1714,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,77507
5,2026-07-08,NSE,MARUTI,train,1680,1679,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,66451
5,2026-07-08,NSE,NESTLEIND,train,1581,1580,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,58068
5,2026-07-08,NSE,NIFTYBEES,train,1688,1687,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,63956
5,2026-07-08,NSE,ONGC,train,1629,1628,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,63479
5,2026-07-08,NSE,RELIANCE,train,1732,1731,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,63289
5,2026-07-08,NSE,SBIN,train,1687,1686,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,65684
5,2026-07-08,NSE,SUNPHARMA,train,1601,1600,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,63951
5,2026-07-08,NSE,TCS,train,1652,1651,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,67693
5,2026-07-08,NSE,TECHM,train,1575,1574,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,61660
5,2026-07-08,NSE,ULTRACEMCO,train,1578,1577,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,56836
5,2026-07-08,NSE,WIPRO,train,1570,1569,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,61730
5,2026-07-09,NSE,ADANIPORTS,train,2449,2448,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,90443
5,2026-07-09,NSE,AXISBANK,train,2523,2522,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,85067
5,2026-07-09,NSE,BAJAJ-AUTO,train,2391,2390,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,81641
5,2026-07-09,NSE,BANKBEES,train,2538,2537,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,103460
5,2026-07-09,NSE,BHARTIARTL,train,2559,2558,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,100366
5,2026-07-09,NSE,BPCL,train,2422,2421,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,61067
5,2026-07-09,NSE,BRITANNIA,train,2365,2364,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,69448
5,2026-07-09,NSE,CIPLA,train,2408,2407,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,63429
5,2026-07-09,NSE,DRREDDY,train,2540,2539,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,92972
5,2026-07-09,NSE,GOLDBEES,train,2470,2469,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,61303
5,2026-07-09,NSE,HCLTECH,train,2463,2462,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,77760
5,2026-07-09,NSE,HDFCBANK,train,2558,2557,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,91206
5,2026-07-09,NSE,HINDUNILVR,train,2485,2484,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,99676
5,2026-07-09,NSE,ICICIBANK,train,2549,2548,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,82721
5,2026-07-09,NSE,INFY,train,2533,2532,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,85305
5,2026-07-09,NSE,ITBEES,train,2351,2350,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,43649
5,2026-07-09,NSE,ITC,train,2528,2527,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,54157
5,2026-07-09,NSE,JUNIORBEES,train,2526,2525,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,101805
5,2026-07-09,NSE,KOTAKBANK,train,2556,2555,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,79329
5,2026-07-09,NSE,LT,train,2558,2557,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_labels.parquet,107771
5,2026-07-09,NSE,M&M,train,2506,2505,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,97411
5,2026-07-09,NSE,MARUTI,train,2494,2493,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,73580
5,2026-07-09,NSE,NESTLEIND,train,2387,2386,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,83201
5,2026-07-09,NSE,NIFTYBEES,train,2515,2514,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,78199
5,2026-07-09,NSE,ONGC,train,2452,2451,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,86800
5,2026-07-09,NSE,RELIANCE,train,2540,2539,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,91249
5,2026-07-09,NSE,SBIN,train,2521,2520,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,78216
5,2026-07-09,NSE,SUNPHARMA,train,2518,2517,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,83363
5,2026-07-09,NSE,TCS,train,2531,2530,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,102552
5,2026-07-09,NSE,TECHM,train,2393,2392,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,77114
5,2026-07-09,NSE,ULTRACEMCO,train,2359,2358,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,58115
5,2026-07-09,NSE,WIPRO,train,2448,2447,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,83741
5,2026-07-10,NSE,ADANIPORTS,train,4277,4276,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,130783
5,2026-07-10,NSE,AXISBANK,train,4311,4310,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,121908
5,2026-07-10,NSE,BAJAJ-AUTO,train,4203,4202,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,133910
5,2026-07-10,NSE,BANKBEES,train,4107,4105,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,142989
5,2026-07-10,NSE,BHARTIARTL,train,4352,4351,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,131720
5,2026-07-10,NSE,BPCL,train,4074,4073,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,81493
5,2026-07-10,NSE,BRITANNIA,train,3918,3917,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,86371
5,2026-07-10,NSE,CIPLA,train,4191,4190,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,120539
5,2026-07-10,NSE,DRREDDY,train,4376,4375,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,147685
5,2026-07-10,NSE,GOLDBEES,train,4252,4250,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,95501
5,2026-07-10,NSE,HCLTECH,train,4426,4425,derived_real_l2_receive_flow_labels_phase181\horizon=5s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,137696
