phase294_variant_id,continuation_family,primary_pressure_column,secondary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,positive_but_below12,continuation_survivor,robust_continuation_survivor,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,current_event_universe_exhausted_for_acceptance
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,8,4,130,2,0,0,0,0,2.099651159357919,4.198609136548033,4.199302318715838,133.31118472113772,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9923076923076924,30,114,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,130,2,0,0,0,0,2.099651159357919,4.198609136548033,4.199302318715838,133.31118472113772,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9923076923076924,30,114,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,8,4,126,2,0,0,0,0,2.0986976807409814,4.196600970466152,4.197395361481963,133.25064639625276,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.992063492063492,26,111,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,126,2,0,0,0,0,2.0986976807409814,4.196600970466152,4.197395361481963,133.25064639625276,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.992063492063492,26,111,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,8,4,121,2,0,0,0,0,2.0986976807409814,4.196600970466152,4.197395361481963,133.25064639625276,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9917355371900828,25,107,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,121,2,0,0,0,0,2.0986976807409814,4.196600970466152,4.197395361481963,133.25064639625276,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9917355371900828,25,107,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,8,4,98,2,0,0,0,0,2.095584425344118,4.1900439971044605,4.191168850688236,133.05297938692811,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9897959183673468,21,88,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,98,2,0,0,0,0,2.095584425344118,4.1900439971044605,4.191168850688236,133.05297938692811,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9897959183673468,21,88,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,8,4,97,2,0,0,0,0,2.095584425344118,4.1900439971044605,4.191168850688236,133.05297938692811,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9896907216494846,21,87,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,97,2,0,0,0,0,2.095584425344118,4.1900439971044605,4.191168850688236,133.05297938692811,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9896907216494846,21,87,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,ORIG,8,4,522,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9952107279693486,20,518,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,522,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9952107279693486,20,518,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,ORIG,8,4,453,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9944812362030904,20,449,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,4,453,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9944812362030904,20,449,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,ORIG,8,4,440,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9943181818181818,11,436,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,440,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9943181818181818,11,436,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,ORIG,8,4,371,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9932614555256064,11,367,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,371,2,0,0,0,0,1.5942001274920727,3.5597184427889523,3.931036630593759,124.79481366964312,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9932614555256064,11,367,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,ORIG,8,4,362,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9930939226519336,20,358,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,362,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9930939226519336,20,358,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,ORIG,8,4,296,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.991554054054054,20,292,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,4,296,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.991554054054054,20,292,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,ORIG,8,4,280,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9910714285714286,11,276,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,280,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9910714285714286,11,276,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,ORIG,8,4,214,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9883177570093458,11,210,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,214,2,0,0,0,0,1.5932723562901476,3.557924604292524,3.929304496004752,124.73982526999212,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT50000_CONC2_COST200,1.0,0.9883177570093458,11,210,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,ALL,ORIG,8,4,122,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9918032786885246,8,118,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,122,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9918032786885246,8,118,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,NONOPEN,ORIG,8,4,87,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9885057471264368,6,83,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,4,87,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9885057471264368,6,83,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,8,4,122,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9918032786885246,8,118,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,122,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9918032786885246,8,118,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,NONOPEN,ORIG,8,4,87,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9885057471264368,6,83,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,87,2,0,0,0,0,1.3113593014136,1.4833756152782862,3.310783858285945,105.10424946939509,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9885057471264368,6,83,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,ALL,ORIG,8,4,85,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9882352941176472,6,81,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,85,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9882352941176472,6,81,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,NONOPEN,ORIG,8,4,69,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9855072463768116,5,65,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,4,69,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9855072463768116,5,65,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,ORIG,8,4,85,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9882352941176472,6,81,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,85,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9882352941176472,6,81,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,NONOPEN,ORIG,8,4,69,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9855072463768116,5,65,1,1,0,0,1,0,0,1,1,1
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_continuation,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,4,69,2,0,0,0,0,1.3068521766317152,1.479459061655485,3.3041318933585098,104.89307597963524,P271_P294_P294_REPLENISHMENT_ABSORPTION_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.9855072463768116,5,65,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_OPEN_ORIG_H8,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,OPEN,ORIG,8,4,8,2,0,0,0,0,-0.0329875337614023,0.795638033733046,3.2485272024549885,38.67294288636892,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P65_S55_I35_ANYSPREAD_OPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,1.0,0.875,2,6,1,1,0,0,1,0,0,1,1,1
