horizon,trade_date,exchange,symbol,parquet_file,rows,columns,missing_required_columns,duplicate_bucket_rows,bucket_monotonic_violations,first_bucket_ms,last_bucket_ms,bucket_ms_null_rate,receive_event_count_null_rate,quote_churn_count_null_rate,depth_refresh_count_null_rate,stale_quote_duration_ms_null_rate,cross_symbol_arrival_count_null_rate,cross_symbol_arrival_share_null_rate,receive_event_rate_zscore_null_rate
15s,2026-07-10,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,1502,23,,0,0,1783654890000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-10,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,1503,23,,0,0,1783654890000,1783677675000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,1503,23,,0,0,1783914300000,1783936875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,1503,23,,0,0,1783914300000,1783936875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,1503,23,,0,0,1783914300000,1783936875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,1503,23,,0,0,1783914300000,1783936875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=LT\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,1503,23,,0,0,1783914300000,1783936875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,TCS,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,TECHM,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-13,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,1503,23,,0,0,1783914090000,1783936860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023290000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,1501,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,1501,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,1501,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,1500,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=INFY\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,1501,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ITC\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,1501,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=LT\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=M&M\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,1502,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,TCS,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=TCS\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,TECHM,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,ULTRACEMCO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\receive_flow_features.parquet,1503,23,,0,0,1784000490000,1784023260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15s,2026-07-14,NSE,WIPRO,derived_real_l2_receive_flow_features_phase176\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\receive_flow_features.parquet,1504,23,,0,0,1784000490000,1784023275000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ADANIPORTS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\receive_flow_features.parquet,3618,25,,0,0,1783496075000,1783504900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,AXISBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\receive_flow_features.parquet,5830,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,BAJAJ-AUTO,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_features.parquet,3324,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,BANKBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_features.parquet,5646,25,,0,0,1783496075000,1783504882000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,BHARTIARTL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_features.parquet,3953,25,,0,0,1783496075000,1783504869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,BPCL,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_features.parquet,2853,25,,0,0,1783496075000,1783504869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,BRITANNIA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_features.parquet,2152,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,CIPLA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_features.parquet,2954,25,,0,0,1783496075000,1783504869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,DRREDDY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_features.parquet,2936,25,,0,0,1783496075000,1783504900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,GOLDBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_features.parquet,4079,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,HCLTECH,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_features.parquet,2707,25,,0,0,1783496075000,1783504900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,HDFCBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_features.parquet,6817,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,HINDUNILVR,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_features.parquet,3471,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ICICIBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_features.parquet,6211,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,INFY,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_features.parquet,5153,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ITBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_features.parquet,2356,25,,0,0,1783496075000,1783504881000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ITC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_features.parquet,4272,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,JUNIORBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_features.parquet,5242,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,KOTAKBANK,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_features.parquet,4945,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,LT,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_features.parquet,6329,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,M&M,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_features.parquet,6038,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,MARUTI,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_features.parquet,4918,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,NESTLEIND,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_features.parquet,2944,25,,0,0,1783496075000,1783504900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,NIFTYBEES,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_features.parquet,5017,25,,0,0,1783496075000,1783504881000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,ONGC,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_features.parquet,4122,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,RELIANCE,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_features.parquet,6548,25,,0,0,1783496075000,1783504869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,SBIN,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_features.parquet,5500,25,,0,0,1783496075000,1783504869000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,SUNPHARMA,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_features.parquet,3353,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1s,2026-07-08,NSE,TCS,derived_real_l2_receive_flow_features_phase176\horizon=1s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_features.parquet,3905,25,,0,0,1783496075000,1783504873000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
