label_candidate_id,thesis_id,feature_column,direction_multiplier,thesis,abs_threshold_quantile,abs_threshold_value,spread_quantile,spread_tick_limit,forward_horizon_events,label_scope,signals,baseline_observations,baseline_any_edge_rate,directional_precision,precision_lift_vs_baseline,mean_directional_forward_return,mean_retail_cost_hurdle_return,mean_net_edge_return,median_net_edge_return,annual_positive_label_days,candidate_for_replay
F10_l5_imbalance_fade_q90_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,143867,1721784,0.7650291790375564,0.35635691298212935,0.4658082629350733,5.417101339193577e-05,0.0012107416502744506,-0.0011565706368825146,-0.0010934392588366339,22,False
F08_l1_imbalance_fade_q90_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,143670,1721784,0.7650291790375564,0.3555787568733904,0.4647911042043202,4.9154363028234905e-05,0.0012112894953760233,-0.0011621351323477887,-0.0010951744257842373,22,False
F10_l5_imbalance_fade_q90_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,154344,1843716,0.5282977421685335,0.21678199346913388,0.41034056397685253,2.558044115987835e-05,0.0012104881334235134,-0.001184907692263635,-0.001186709761341338,3,False
F08_l1_imbalance_fade_q90_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,154160,1843716,0.5282977421685335,0.21632719252724442,0.4094796840116598,2.4133302987385172e-05,0.0012110247433502331,-0.0011868914403628471,-0.0011879825117002227,3,False
F10_l5_imbalance_fade_q90_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,150293,1796405,0.6801228008160743,0.303260963584465,0.44589148198029005,2.1545105881393047e-05,0.0012105797939797923,-0.0011890346880983993,-0.0011820371852258845,7,False
F06_microprice_fade_q90_sp75_3e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,202218,2243561,0.6966964571054676,0.3145911837719689,0.4515469837165331,5.919495263223775e-05,0.0012485191036923115,-0.0011893241510600734,-0.0012615834131330284,7,False
F08_l1_imbalance_fade_q90_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,150098,1796405,0.6801228008160743,0.3026489360284614,0.444991603965218,1.8465277602112555e-05,0.001211130836630734,-0.0011926655590286217,-0.0011849221374381441,7,False
F06_microprice_fade_q90_sp50_3e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,175860,1796405,0.6801228008160743,0.30563516433526666,0.44938232326358896,6.834007776211852e-05,0.00126731331449733,-0.0011989732367352114,-0.0013202960859487259,6,False
F08_l1_imbalance_fade_q95_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,84735,1721784,0.7650291790375564,0.346610019472473,0.4530677116244443,0.0001643233256511277,0.001365583760448976,-0.0012012604347978483,-0.0013420957506203475,37,False
F10_l5_imbalance_fade_q95_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,84735,1721784,0.7650291790375564,0.346610019472473,0.4530677116244443,0.0001643233256511277,0.001365583760448976,-0.0012012604347978483,-0.0013420957506203475,37,False
F08_l1_imbalance_fade_q95_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,84735,2150337,0.7776264836627933,0.346610019472473,0.4457281570965316,0.0001643233256511277,0.001365583760448976,-0.0012012604347978483,-0.0013420957506203475,37,False
F10_l5_imbalance_fade_q95_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,84735,2150337,0.7776264836627933,0.346610019472473,0.4457281570965316,0.0001643233256511277,0.001365583760448976,-0.0012012604347978483,-0.0013420957506203475,37,False
F07_l1_imbalance_follow_q90_sp75_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,180948,2243561,0.6966964571054676,0.31780400999182085,0.4561584987990127,-2.3541632099162655e-05,0.0011783890680973283,-0.0012019307001964908,-0.0011843521322667983,6,False
F09_l5_imbalance_follow_q90_sp75_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,180778,2243561,0.6966964571054676,0.3176935246545487,0.4559999141870984,-2.7547599456310856e-05,0.0011780542944798225,-0.0012056018939361334,-0.0011858106527065605,4,False
F07_l1_imbalance_follow_q90_sp75_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,185856,2302664,0.5498001445282508,0.23483234331955924,0.4271231021975344,-3.095687045067433e-05,0.0011783193924558468,-0.0012092762629065214,-0.0011865169879219754,0,False
F09_l5_imbalance_follow_q90_sp75_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,185647,2302664,0.5498001445282508,0.2347465889564604,0.4269671284969956,-3.312803355427043e-05,0.0011779997244942984,-0.0012111277580485688,-0.001186612931226922,0,False
F06_microprice_fade_q95_sp50_3e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,99620,1796405,0.6801228008160743,0.3028106805862277,0.445229420661809,0.00014833741395146413,0.0013613585552524337,-0.0012130211413009695,-0.0013435317902924706,8,False
F06_microprice_fade_q95_sp75_3e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,99620,2243561,0.6966964571054676,0.3028106805862277,0.4346378935875477,0.00014833741395146413,0.0013613585552524337,-0.0012130211413009695,-0.0013435317902924706,8,False
F07_l1_imbalance_follow_q90_sp75_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,173166,2150337,0.7776264836627933,0.3616760795999215,0.465102574562979,-3.8078869223035594e-05,0.0011785054786236408,-0.0012165843478466767,-0.0012404182978083516,25,False
F10_l5_imbalance_fade_q98_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,54343,1721784,0.7650291790375564,0.34359531126364024,0.4491270668863895,0.00014141446848111314,0.0013629156503665836,-0.0012215011818854707,-0.0013405367678516228,47,False
F10_l5_imbalance_fade_q98_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,54343,2150337,0.7776264836627933,0.34359531126364024,0.441851349564678,0.00014141446848111314,0.0013629156503665836,-0.0012215011818854707,-0.0013405367678516228,47,False
F08_l1_imbalance_fade_q98_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,54328,1721784,0.7650291790375564,0.34345089088499486,0.4489382892781588,0.0001394869124330796,0.0013629210212393688,-0.0012234341088062895,-0.001340622325912183,47,False
F08_l1_imbalance_fade_q98_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,54328,2150337,0.7776264836627933,0.34345089088499486,0.4416656300943674,0.0001394869124330796,0.0013629210212393688,-0.0012234341088062895,-0.001340622325912183,47,False
F09_l5_imbalance_follow_q90_sp75_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,173015,2150337,0.7776264836627933,0.3614715487096494,0.46483955511267855,-4.5508992299204955e-05,0.0011781746115571547,-0.00122368360385636,-0.001243133438839609,27,False
F07_l1_imbalance_follow_q90_sp50_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,150098,1796405,0.6801228008160743,0.3054271209476475,0.44907643234599365,-1.8465277602112555e-05,0.001211130836630734,-0.0012295961142328466,-0.0011905117528229316,6,False
F09_l5_imbalance_follow_q90_sp50_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,150293,1796405,0.6801228008160743,0.30534356224175446,0.44895357408305525,-2.1545105881393047e-05,0.0012105797939797923,-0.0012321248998611852,-0.001196102345994256,4,False
F06_microprice_fade_q90_sp75_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,207565,2302664,0.5498001445282508,0.23066509286247683,0.4195435289679601,1.5348292441753925e-05,0.00124854439681697,-0.0012331961043752164,-0.0013190616738015524,3,False
F07_l1_imbalance_follow_q90_sp50_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,154160,1843716,0.5282977421685335,0.21956408925791385,0.41560671517666675,-2.4133302987385172e-05,0.0012110247433502331,-0.0012351580463376179,-0.001210112331975366,0,False
F09_l5_imbalance_follow_q90_sp50_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,154344,1843716,0.5282977421685335,0.2195874151246566,0.41565086805653145,-2.558044115987835e-05,0.0012104881334235134,-0.0012360685745833916,-0.0012208309091764442,0,False
F06_microprice_fade_q90_sp50_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,180518,1843716,0.5282977421685335,0.2193908640689571,0.41527882206804645,1.860783840466246e-05,0.001267336645478098,-0.0012487288070734356,-0.0013225309170975667,3,False
F07_l1_imbalance_follow_q90_sp50_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,143670,1721784,0.7650291790375564,0.3528015591285585,0.46116091881933163,-4.9154363028234905e-05,0.0012112894953760233,-0.0012604438584042585,-0.0012797786503551756,24,False
F05_microprice_follow_q90_sp75_1e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.9,0.00012666710985181337,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,207565,2302664,0.5498001445282508,0.23466865801074363,0.4268253843623453,-1.5348292441753925e-05,0.00124854439681697,-0.0012638926892587243,-0.0013223587107467362,0,False
F09_l5_imbalance_follow_q90_sp50_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,143867,1721784,0.7650291790375564,0.35256869191683987,0.4608565288455903,-5.417101339193577e-05,0.0012107416502744506,-0.0012649126636663862,-0.0012937067793925548,26,False
F10_l5_imbalance_fade_q98_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,56614,1796405,0.6801228008160743,0.28560073480057935,0.4199252465259055,8.829139497269128e-05,0.001362811956173896,-0.0012745205612012043,-0.0013431081802921978,16,False
F10_l5_imbalance_fade_q98_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,56614,2243561,0.6966964571054676,0.28560073480057935,0.4099356784260845,8.829139497269128e-05,0.001362811956173896,-0.0012745205612012043,-0.0013431081802921978,16,False
F08_l1_imbalance_fade_q98_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,56620,1796405,0.6801228008160743,0.2853232073472271,0.4195171916084417,8.585589274675977e-05,0.0013628117249324873,-0.0012769558321857274,-0.0013431081802921978,16,False
F08_l1_imbalance_fade_q98_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,56620,2243561,0.6966964571054676,0.2853232073472271,0.409537330694412,8.585589274675977e-05,0.0013628117249324873,-0.0012769558321857274,-0.0013431081802921978,16,False
F08_l1_imbalance_fade_q98_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,58127,1843716,0.5282977421685335,0.19794587713110948,0.37468620690785065,8.535967196724128e-05,0.0013626819853087477,-0.0012773223133415064,-0.0013425058838869917,4,False
F08_l1_imbalance_fade_q98_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,58127,2302664,0.5498001445282508,0.19794587713110948,0.36003242105539,8.535967196724128e-05,0.0013626819853087477,-0.0012773223133415064,-0.0013425058838869917,4,False
F10_l5_imbalance_fade_q98_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,58116,1843716,0.5282977421685335,0.19763920434992086,0.37410571458939057,8.459950004741146e-05,0.0013626733724755198,-0.001278073872428108,-0.00134265050931677,4,False
F10_l5_imbalance_fade_q98_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,58116,2302664,0.5498001445282508,0.19763920434992086,0.3594746314945092,8.459950004741146e-05,0.0013626733724755198,-0.001278073872428108,-0.00134265050931677,4,False
F07_l1_imbalance_follow_q90_sp75_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,157598,1962938,0.8392042947866922,0.3938628662800289,0.4693289449622519,-0.00010658641907218433,0.0011788341343835478,-0.001285420553455732,-0.0013360550440906307,62,False
F05_microprice_follow_q90_sp50_1e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.9,0.00012666710985181337,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,180518,1843716,0.5282977421685335,0.22304700916252118,0.4221994367171958,-1.860783840466246e-05,0.001267336645478098,-0.0012859444838827607,-0.0013237127139792454,0,False
F06_microprice_fade_q98_sp50_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,47596,1571748,0.8301916083239806,0.3887091352214472,0.46821617000705,5.85190798444226e-05,0.0013460902103886617,-0.001287571130544239,-0.001033286323637488,46,False
F06_microprice_fade_q98_sp75_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,47596,1962938,0.8392042947866922,0.3887091352214472,0.4631877334710837,5.85190798444226e-05,0.0013460902103886617,-0.001287571130544239,-0.001033286323637488,46,False
F09_l5_imbalance_follow_q90_sp75_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,157435,1962938,0.8392042947866922,0.3938387270937212,0.4693001805881208,-0.00011132149726173904,0.001178518939233108,-0.0012898404364948474,-0.0013363708235294117,62,False
F08_l1_imbalance_fade_q95_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,88433,1796405,0.6801228008160743,0.29090950210894123,0.42773084766439395,6.886076083575162e-05,0.0013656151176051736,-0.001296754356769422,-0.001343822400373599,9,False
F10_l5_imbalance_fade_q95_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,88433,1796405,0.6801228008160743,0.29090950210894123,0.42773084766439395,6.886076083575162e-05,0.0013656151176051736,-0.001296754356769422,-0.001343822400373599,9,False
F08_l1_imbalance_fade_q95_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,88433,2243561,0.6966964571054676,0.29090950210894123,0.4175555927434588,6.886076083575162e-05,0.0013656151176051736,-0.001296754356769422,-0.001343822400373599,9,False
F10_l5_imbalance_fade_q95_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,88433,2243561,0.6966964571054676,0.29090950210894123,0.4175555927434588,6.886076083575162e-05,0.0013656151176051736,-0.001296754356769422,-0.001343822400373599,9,False
F05_microprice_follow_q90_sp75_3e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.9,0.00012666710985181337,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,202218,2243561,0.6966964571054676,0.3143043645966234,0.4511352991551718,-5.919495263223775e-05,0.0012485191036923115,-0.0013077140563245492,-0.0013233871134131175,9,False
F05_microprice_follow_q98_sp50_3e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,53432,1796405,0.6801228008160743,0.2712232370115287,0.39878568500584,3.432438797515517e-05,0.0013462799387707982,-0.0013119555507956433,-0.0013458668486554097,42,False
F05_microprice_follow_q98_sp75_3e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,53432,2243561,0.6966964571054676,0.2712232370115287,0.38929900424406816,3.432438797515517e-05,0.0013462799387707982,-0.0013119555507956433,-0.0013458668486554097,42,False
F05_microprice_follow_q98_sp50_1e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,54659,1843716,0.5282977421685335,0.18298907773651182,0.34637490023218015,3.175706302389509e-05,0.0013463169234390628,-0.0013145598604151676,-0.0013451229584764282,11,False
F05_microprice_follow_q98_sp75_1e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,54659,2302664,0.5498001445282508,0.18298907773651182,0.33282835509896663,3.175706302389509e-05,0.0013463169234390628,-0.0013145598604151676,-0.0013451229584764282,11,False
F06_microprice_fade_q95_sp50_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,102262,1843716,0.5282977421685335,0.21529013709882458,0.4075166708362429,4.4634973801213616e-05,0.0013613938748952665,-0.001316758901094053,-0.0013438107546699875,3,False
F06_microprice_fade_q95_sp75_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,102262,2302664,0.5498001445282508,0.21529013709882458,0.3915789023365056,4.4634973801213616e-05,0.0013613938748952665,-0.001316758901094053,-0.0013438107546699875,3,False
F05_microprice_follow_q90_sp50_3e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.9,0.00012666710985181337,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,175860,1796405,0.6801228008160743,0.30544751506880474,0.44910641828549275,-6.834007776211852e-05,0.00126731331449733,-0.0013356533922594487,-0.0013244730617725943,9,False
F07_l1_imbalance_follow_q90_sp50_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,130823,1571748,0.8301916083239806,0.3875312445059355,0.4667973521056144,-0.00012518625822286462,0.0012116803206990408,-0.0013368665789219058,-0.0013395008975940776,63,False
F03_mlofi_follow_q90_sp75_6e,F03_mlofi_follow,mlofi_qty_event,1,follow multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,156880,2150337,0.7776264836627933,0.4233426823049465,0.5444036323337504,-0.00023462381858142426,0.0011036785017057465,-0.001338302320287171,-0.0013532786849655605,27,False
F09_l5_imbalance_follow_q90_sp50_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,130988,1571748,0.8301916083239806,0.3874324365590741,0.4666783338622707,-0.00012757428774327965,0.0012111506686572895,-0.001338724956400569,-0.0013395008975940776,61,False
F08_l1_imbalance_fade_q95_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,90773,1843716,0.5282977421685335,0.20026880239718858,0.379083207085334,2.36622184099221e-05,0.001365641810963376,-0.001341979592553454,-0.001343956191840548,3,False
F10_l5_imbalance_fade_q95_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,90773,1843716,0.5282977421685335,0.20026880239718858,0.379083207085334,2.36622184099221e-05,0.001365641810963376,-0.001341979592553454,-0.001343956191840548,3,False
F08_l1_imbalance_fade_q95_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,90773,2302664,0.5498001445282508,0.20026880239718858,0.3642574568055575,2.36622184099221e-05,0.001365641810963376,-0.001341979592553454,-0.001343956191840548,3,False
F10_l5_imbalance_fade_q95_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,90773,2302664,0.5498001445282508,0.20026880239718858,0.3642574568055575,2.36622184099221e-05,0.001365641810963376,-0.001341979592553454,-0.001343956191840548,3,False
F05_microprice_follow_q98_sp50_6e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,51496,1721784,0.7650291790375564,0.31783051110765886,0.4154488741298796,1.8766868232952178e-06,0.0013462195874878189,-0.001344342900664524,-0.0013486584926077384,63,False
F05_microprice_follow_q98_sp75_6e,F05_microprice_follow,microprice_dev,1,follow microprice deviation,0.98,0.0002697495588308682,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,51496,2150337,0.7776264836627933,0.31783051110765886,0.40871873294567673,1.8766868232952178e-06,0.0013462195874878189,-0.001344342900664524,-0.0013486584926077384,63,False
F06_microprice_fade_q98_sp50_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,51496,1721784,0.7650291790375564,0.3316179897467765,0.43347103461330444,-1.8766868232952178e-06,0.0013462195874878189,-0.0013480962743111144,-0.0013426621260869565,19,False
F06_microprice_fade_q98_sp75_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,51496,2150337,0.7776264836627933,0.3316179897467765,0.4264489400936837,-1.8766868232952178e-06,0.0013462195874878189,-0.0013480962743111144,-0.0013426621260869565,19,False
F03_mlofi_follow_q90_sp50_6e,F03_mlofi_follow,mlofi_qty_event,1,follow multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,107415,1721784,0.7650291790375564,0.4225759903179258,0.552365846815865,-0.00024496120623623884,0.0011042165790929716,-0.00134917778532921,-0.0013475748298807282,32,False
F03_mlofi_follow_q90_sp50_3e,F03_mlofi_follow,mlofi_qty_event,1,follow multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,115552,1796405,0.6801228008160743,0.40177582387150373,0.5907401183865854,-0.0002645807948069562,0.001103569858052505,-0.0013681506528594612,-0.0012656283188630301,20,False
F03_mlofi_follow_q90_sp75_3e,F03_mlofi_follow,mlofi_qty_event,1,follow multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,168404,2243561,0.6966964571054676,0.403707750409729,0.5794600306810729,-0.00026860884334864096,0.0011030688555511072,-0.0013716776988997484,-0.0012727594067057895,19,False
F06_microprice_fade_q98_sp50_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,54659,1843716,0.5282977421685335,0.17589052123163615,0.332938241434931,-3.175706302389509e-05,0.0013463169234390628,-0.0013780739864629578,-0.0013446847386150967,0,False
F06_microprice_fade_q98_sp75_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,54659,2302664,0.5498001445282508,0.17589052123163615,0.319917197152716,-3.175706302389509e-05,0.0013463169234390628,-0.0013780739864629578,-0.0013446847386150967,0,False
