label_candidate_id,thesis_id,feature_column,direction_multiplier,thesis,abs_threshold_quantile,abs_threshold_value,spread_quantile,spread_tick_limit,forward_horizon_events,label_scope
F06_microprice_fade_q98_sp50_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F06_microprice_fade_q98_sp50_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F06_microprice_fade_q98_sp75_1e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F06_microprice_fade_q98_sp75_3e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F06_microprice_fade_q98_sp75_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F06_microprice_fade_q98_sp75_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.98,0.0002697495588308682,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp50_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp50_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp50_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp50_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp75_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp75_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp75_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q90_sp75_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp50_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp50_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp50_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp50_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp75_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp75_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp75_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q95_sp75_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp50_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp50_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp50_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp50_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp75_1e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp75_3e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp75_6e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F07_l1_imbalance_follow_q98_sp75_12e,F07_l1_imbalance_follow,l1_imbalance,1,follow level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q90_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q95_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp50_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp50_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp50_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F08_l1_imbalance_fade_q98_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp50_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp50_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp50_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp50_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp75_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp75_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp75_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q90_sp75_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp50_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp50_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp50_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp50_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp75_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp75_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp75_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q95_sp75_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp50_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp50_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp50_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp50_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp75_1e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp75_3e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp75_6e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F09_l5_imbalance_follow_q98_sp75_12e,F09_l5_imbalance_follow,l5_imbalance,1,follow level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q90_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q95_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp50_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp50_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp50_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance
F10_l5_imbalance_fade_q98_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance
