symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap,gap_direction,severity_ratio_to_nearest_gate
ONGC,one-tick volatility scale,one_tick_return_std,0.0005115545132356,0.0001222984554423,0.2390721854232379,0.1,10.0,False,inside_gate,1.0
RELIANCE,one-tick volatility scale,one_tick_return_std,0.0002014198966872,0.0001202325201778,0.5969247435597921,0.1,10.0,False,inside_gate,1.0
SBIN,one-tick volatility scale,one_tick_return_std,0.0003895484406278,0.0001204989004961,0.3093296954337893,0.1,10.0,False,inside_gate,1.0
SUNPHARMA,one-tick volatility scale,one_tick_return_std,0.0003448151930137,9.591121528261871e-05,0.2781525211935337,0.1,10.0,False,inside_gate,1.0
TCS,one-tick volatility scale,one_tick_return_std,0.0006492641320056,0.0001231731748334,0.1897119658419045,0.1,10.0,False,inside_gate,1.0
TECHM,one-tick volatility scale,one_tick_return_std,0.0008667501064612,0.0001240630386178,0.1431358792955758,0.1,10.0,False,inside_gate,1.0
ULTRACEMCO,one-tick volatility scale,one_tick_return_std,0.0004419039059071,0.0001167938008261,0.264296828484484,0.1,10.0,False,inside_gate,1.0
WIPRO,one-tick volatility scale,one_tick_return_std,0.0005066272743296,0.0001212004754135,0.2392300642991795,0.1,10.0,False,inside_gate,1.0
BAJAJ-AUTO,tail received tick cadence,p90_gap_ms,1250.0,692.0,0.5536,0.2,5.0,False,inside_gate,1.0
BANKBEES,tail received tick cadence,p90_gap_ms,2351.600000000022,692.0,0.2942677326075835,0.2,5.0,False,inside_gate,1.0
HCLTECH,tail received tick cadence,p90_gap_ms,1214.7999999999988,692.0,0.5696410931840638,0.2,5.0,False,inside_gate,1.0
HDFCBANK,tail received tick cadence,p90_gap_ms,1000.0,692.0,0.692,0.2,5.0,False,inside_gate,1.0
ICICIBANK,tail received tick cadence,p90_gap_ms,2000.0,692.0,0.346,0.2,5.0,False,inside_gate,1.0
INFY,tail received tick cadence,p90_gap_ms,1000.0,692.0,0.692,0.2,5.0,False,inside_gate,1.0
M&M,tail received tick cadence,p90_gap_ms,1250.0,692.0,0.5536,0.2,5.0,False,inside_gate,1.0
MARUTI,tail received tick cadence,p90_gap_ms,1250.0,692.0,0.5536,0.2,5.0,False,inside_gate,1.0
NIFTYBEES,tail received tick cadence,p90_gap_ms,2320.200000000001,692.0,0.2982501508490646,0.2,5.0,False,inside_gate,1.0
RELIANCE,tail received tick cadence,p90_gap_ms,2142.399999999999,692.0,0.3230022404779687,0.2,5.0,False,inside_gate,1.0
SBIN,tail received tick cadence,p90_gap_ms,1750.0,692.0,0.3954285714285714,0.2,5.0,False,inside_gate,1.0
TCS,tail received tick cadence,p90_gap_ms,1000.0,692.0,0.692,0.2,5.0,False,inside_gate,1.0
WIPRO,tail received tick cadence,p90_gap_ms,3459.200000000001,692.0,0.2000462534690101,0.2,5.0,False,inside_gate,1.0
ADANIPORTS,tail spread scale,p90_spread_bps,3.8593258401394497,4.40100893129725,1.1403569207668216,0.25,4.0,False,inside_gate,1.0
AXISBANK,tail spread scale,p90_spread_bps,3.025947499809846,3.764046952721688,1.2439234167011244,0.25,4.0,False,inside_gate,1.0
BAJAJ-AUTO,tail spread scale,p90_spread_bps,4.374433608466025,4.895361644841513,1.1190846822700231,0.25,4.0,False,inside_gate,1.0
BANKBEES,tail spread scale,p90_spread_bps,5.6550400307047,5.861777609182269,1.036558110527081,0.25,4.0,False,inside_gate,1.0
BHARTIARTL,tail spread scale,p90_spread_bps,3.1563664413141352,3.6575919198571736,1.158798253581215,0.25,4.0,False,inside_gate,1.0
BPCL,tail spread scale,p90_spread_bps,4.899959167006198,4.889956420707637,0.9979586061929018,0.25,4.0,False,inside_gate,1.0
BRITANNIA,tail spread scale,p90_spread_bps,5.59753708368318,5.630207942346671,1.0058366489002328,0.25,4.0,False,inside_gate,1.0
CIPLA,tail spread scale,p90_spread_bps,4.90069113575094,4.922081688977493,1.0043648033785495,0.25,4.0,False,inside_gate,1.0
DRREDDY,tail spread scale,p90_spread_bps,4.86933939295495,4.86512455732545,0.9991344132562212,0.25,4.0,False,inside_gate,1.0
GOLDBEES,tail spread scale,p90_spread_bps,2.56486983285608,2.5559758715878687,0.9965323927342123,0.25,4.0,False,inside_gate,1.0
HCLTECH,tail spread scale,p90_spread_bps,4.262175318971785,4.886984413028124,1.1465939449452467,0.25,4.0,False,inside_gate,1.0
HDFCBANK,tail spread scale,p90_spread_bps,2.4508455616850657,3.037187321565245,1.2392405988556223,0.25,4.0,False,inside_gate,1.0
HINDUNILVR,tail spread scale,p90_spread_bps,3.52031676225702,4.206418293246204,1.1948976689669528,0.25,4.0,False,inside_gate,1.0
ICICIBANK,tail spread scale,p90_spread_bps,2.8435345134008028,3.539033772999296,1.2445897021192442,0.25,4.0,False,inside_gate,1.0
INFY,tail spread scale,p90_spread_bps,3.66367466569052,4.5082512268078645,1.2305271723569269,0.25,4.0,False,inside_gate,1.0
ITBEES,tail spread scale,p90_spread_bps,6.297229219143444,6.203993510623756,0.9851941694870734,0.25,4.0,False,inside_gate,1.0
ITC,tail spread scale,p90_spread_bps,3.925553837585375,5.329117409339602,1.357545362979295,0.25,4.0,False,inside_gate,1.0
JUNIORBEES,tail spread scale,p90_spread_bps,5.535779804703658,6.039543590404753,1.0910014132558263,0.25,4.0,False,inside_gate,1.0
KOTAKBANK,tail spread scale,p90_spread_bps,3.96432111000931,4.033517996749986,1.0174549146803382,0.25,4.0,False,inside_gate,1.0
LT,tail spread scale,p90_spread_bps,2.8017982450552315,3.5468157511556373,1.2659069072568854,0.25,4.0,False,inside_gate,1.0
M&M,tail spread scale,p90_spread_bps,2.8643906801859527,3.4667370519337988,1.2102877850827047,0.25,4.0,False,inside_gate,1.0
MARUTI,tail spread scale,p90_spread_bps,4.362050163576881,4.369440569621128,1.0016942505856437,0.25,4.0,False,inside_gate,1.0
NESTLEIND,tail spread scale,p90_spread_bps,4.188189306157591,4.877530436661228,1.1645916839265475,0.25,4.0,False,inside_gate,1.0
NIFTYBEES,tail spread scale,p90_spread_bps,3.6411964983767007,3.625647540649523,0.995729711996013,0.25,4.0,False,inside_gate,1.0
ONGC,tail spread scale,p90_spread_bps,3.635702599527496,4.0281844006151335,1.1079521193891506,0.25,4.0,False,inside_gate,1.0
RELIANCE,tail spread scale,p90_spread_bps,3.078817733990848,3.0728869580922824,0.9980736839881464,0.25,4.0,False,inside_gate,1.0
SBIN,tail spread scale,p90_spread_bps,3.844972239728642,3.8302069269279215,0.996159838906467,0.25,4.0,False,inside_gate,1.0
SUNPHARMA,tail spread scale,p90_spread_bps,3.128258602710684,4.14542675225222,1.3251547518034938,0.25,4.0,False,inside_gate,1.0
TCS,tail spread scale,p90_spread_bps,3.214444927692387,3.655513542536159,1.1372145501837574,0.25,4.0,False,inside_gate,1.0
TECHM,tail spread scale,p90_spread_bps,4.671653778297445,5.3053564204757215,1.1356484603208814,0.25,4.0,False,inside_gate,1.0
ULTRACEMCO,tail spread scale,p90_spread_bps,4.316112046268722,5.155801888312441,1.1945477395031092,0.25,4.0,False,inside_gate,1.0
WIPRO,tail spread scale,p90_spread_bps,3.408122692417056,3.909118577527213,1.147000542622733,0.25,4.0,False,inside_gate,1.0
