phase290_variant_id,adaptive_family,primary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H10,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,ORIG,10,4,27,2,0,0,0,0,-0.31256416034999385,-0.28769367944167773,-0.1314115992666808,-4.171796802116852
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H10,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,10,4,27,2,0,0,0,0,-0.31256416034999385,-0.28769367944167773,-0.1314115992666808,-4.171796802116852
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,4,2,2,0,0,0,0,-4.746477055488391,-1.368758665507241,-0.3642788032702862,-2.8911016132562395
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,5,4,2,2,0,0,0,0,-4.746477055488391,-1.368758665507241,-0.3642788032702862,-2.8911016132562395
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,ORIG,8,4,27,2,0,0,0,0,-0.8259211472974196,-0.8037625634658749,-0.3908019898171651,-12.406412375148097
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,4,27,2,0,0,0,0,-0.8259211472974196,-0.8037625634658749,-0.3908019898171651,-12.406412375148097
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,ORIG,8,4,27,2,0,0,0,0,-0.8259211472974196,-0.8037625634658749,-0.3908019898171651,-12.406412375148097
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,4,27,2,0,0,0,0,-0.8259211472974196,-0.8037625634658749,-0.3908019898171651,-12.406412375148097
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,10,4,163,4,0,0,0,0,-2.0156341549141907,-1.4943522203043296,-0.48653514284723426,-15.44556009038839
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,ORIG,10,4,221,3,0,0,0,0,-8.06988945038282,-4.645158899589867,-0.6102141743984564,-19.37187855233195
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,10,4,221,3,0,0,0,0,-8.06988945038282,-4.645158899589867,-0.6102141743984564,-19.37187855233195
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,ORIG,10,4,141,4,0,0,0,0,-7.519830724943965,-4.370393207243636,-0.6104778447716527,-19.380249040369925
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,10,4,141,4,0,0,0,0,-7.519830724943965,-4.370393207243636,-0.6104778447716527,-19.380249040369925
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,5,4,78,2,0,0,0,0,-6.33271865426597,-3.8084776776153393,-0.6421183504823543,-20.38470953912236
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,5,4,104,2,0,0,0,0,-6.33271865426597,-3.8084776776153393,-0.6421183504823543,-20.38470953912236
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,5,4,77,2,0,0,0,0,-6.33271865426597,-3.8084776776153393,-0.6421183504823543,-20.38470953912236
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,5,4,88,2,0,0,0,0,-1.2924616804444946,-1.176633404735855,-0.6462308402222473,-20.515264768960233
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,5,4,69,2,0,0,0,0,-1.2924616804444946,-1.176633404735855,-0.6462308402222473,-20.515264768960233
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,5,4,84,2,0,0,0,0,-1.2924616804444946,-1.176633404735855,-0.6462308402222473,-20.515264768960233
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,5,4,69,2,0,0,0,0,-1.2924616804444946,-1.176633404735855,-0.6462308402222473,-20.515264768960233
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,ORIG,10,4,161,2,0,0,0,0,-7.754226006343574,-4.672168291839746,-0.7950552886679589,-25.23985043390346
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,10,4,161,2,0,0,0,0,-7.754226006343574,-4.672168291839746,-0.7950552886679589,-25.23985043390346
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,ORIG,10,4,114,2,0,0,0,0,-7.754494827736025,-4.6724455770040905,-0.7951981631360785,-25.24438613130408
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,10,4,114,2,0,0,0,0,-7.754494827736025,-4.6724455770040905,-0.7951981631360785,-25.24438613130408
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,ORIG,5,4,27,2,0,0,0,0,-1.7367829694496657,-1.719436170741619,-0.8510446860167861,-27.017291619580508
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,4,27,2,0,0,0,0,-1.7367829694496657,-1.719436170741619,-0.8510446860167861,-27.017291619580508
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,ORIG,5,4,27,2,0,0,0,0,-1.7367829694496657,-1.719436170741619,-0.8510446860167861,-27.017291619580508
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,4,27,2,0,0,0,0,-1.7367829694496657,-1.719436170741619,-0.8510446860167861,-27.017291619580508
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,ORIG,8,4,221,5,0,0,0,0,-8.185747361863545,-5.179795669570479,-1.0869219886387074,-34.505459956784364
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,221,5,0,0,0,0,-8.185747361863545,-5.179795669570479,-1.0869219886387074,-34.505459956784364
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,ORIG,8,4,141,6,0,0,0,0,-7.975990827595227,-5.075183378752623,-1.0871879649550091,-34.513903649365375
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,141,6,0,0,0,0,-7.975990827595227,-5.075183378752623,-1.0871879649550091,-34.513903649365375
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,10,4,102,2,0,0,0,0,-6.83177582855421,-4.786171143650351,-1.3702832293732459,-43.50105490073797
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,10,4,102,2,0,0,0,0,-6.83177582855421,-4.786171143650351,-1.3702832293732459,-43.50105490073797
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,10,4,96,2,0,0,0,0,-2.7405664587464917,-2.737997383410206,-1.3702832293732459,-43.50105490073797
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,10,4,96,2,0,0,0,0,-2.7405664587464917,-2.737997383410206,-1.3702832293732459,-43.50105490073797
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,10,4,84,2,0,0,0,0,-2.740852080622828,-2.738285142285062,-1.370426040311414,-43.505588581314726
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,10,4,84,2,0,0,0,0,-2.740852080622828,-2.738285142285062,-1.370426040311414,-43.505588581314726
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,10,4,80,2,0,0,0,0,-2.740852080622828,-2.738285142285062,-1.370426040311414,-43.505588581314726
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,10,4,80,2,0,0,0,0,-2.740852080622828,-2.738285142285062,-1.370426040311414,-43.505588581314726
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,8,4,102,2,0,0,0,0,-6.661948011155877,-4.831075859380324,-1.5001018538023856,-47.62228107309161
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,4,102,2,0,0,0,0,-6.661948011155877,-4.831075859380324,-1.5001018538023856,-47.62228107309161
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,8,4,96,2,0,0,0,0,-3.000203707604771,-2.9978887716591087,-1.5001018538023856,-47.62228107309161
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,4,96,2,0,0,0,0,-3.000203707604771,-2.9978887716591087,-1.5001018538023856,-47.62228107309161
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,8,4,84,2,0,0,0,0,-3.0004893294811072,-2.9981765305339665,-1.5002446647405536,-47.62681475366837
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,4,84,2,0,0,0,0,-3.0004893294811072,-2.9981765305339665,-1.5002446647405536,-47.62681475366837
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,8,4,80,2,0,0,0,0,-3.0004893294811072,-2.9981765305339665,-1.5002446647405536,-47.62681475366837
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,4,80,2,0,0,0,0,-3.0004893294811072,-2.9981765305339665,-1.5002446647405536,-47.62681475366837
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,8,4,163,4,0,0,0,0,-3.045178911535536,-2.8995024163717082,-1.522589455767768,-48.336173198976766
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,5,4,102,2,0,0,0,0,-6.360618372832614,-4.910751391676565,-1.7304422052602582,-54.93467318286534
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,4,102,2,0,0,0,0,-6.360618372832614,-4.910751391676565,-1.7304422052602582,-54.93467318286534
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,5,4,96,2,0,0,0,0,-3.4608844105205163,-3.4590204002938183,-1.7304422052602582,-54.93467318286534
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,4,96,2,0,0,0,0,-3.4608844105205163,-3.4590204002938183,-1.7304422052602582,-54.93467318286534
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,ORIG,5,4,84,2,0,0,0,0,-3.461170032396852,-3.4593081591686747,-1.730585016198426,-54.939206863442095
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,4,84,2,0,0,0,0,-3.461170032396852,-3.4593081591686747,-1.730585016198426,-54.939206863442095
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,ORIG,5,4,80,2,0,0,0,0,-3.461170032396852,-3.4593081591686747,-1.730585016198426,-54.939206863442095
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,4,80,2,0,0,0,0,-3.461170032396852,-3.4593081591686747,-1.730585016198426,-54.939206863442095
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H5,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,5,4,163,4,0,0,0,0,-4.58316864383443,-4.467771429249065,-2.291584321917215,-72.74870863229253
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,INV,10,4,161,2,0,0,0,0,-8.809641736287395,-3.5269083592655726,-2.6489958503874482,-84.0951063615063
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,INV,10,4,114,2,0,0,0,0,-8.809927485223636,-3.527114207195859,-2.6492646717799007,-84.1036403739651
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,INV,5,4,161,5,0,0,0,0,-15.013556007630498,-10.903417500783444,-3.3966394969681954,-107.82982530057764
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,INV,5,4,114,6,0,0,0,0,-19.564933480158267,-13.17937505843978,-3.396908318360646,-107.83835931303639
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,5,4,102,2,0,0,0,0,-6.938887147307834,-4.08566893360006,-3.469443573653917,-110.14106583028308
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,5,4,96,2,0,0,0,0,-6.940427492580983,-6.939657319944408,-3.469443573653917,-110.14106583028308
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,5,4,84,2,0,0,0,0,-6.94071525145584,-6.939944010320005,-3.4695863845920853,-110.14559951085985
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_INV_H5,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,5,4,80,2,0,0,0,0,-6.94071525145584,-6.939944010320005,-3.4695863845920853,-110.14559951085985
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,INV,10,4,78,2,0,0,0,0,-10.638989366610785,-4.432604278205981,-3.54571387310657,-112.56234517798634
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_INV_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,INV,10,4,104,2,0,0,0,0,-10.638989366610785,-4.432604278205981,-3.54571387310657,-112.56234517798634
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,INV,10,4,77,2,0,0,0,0,-10.638989366610785,-4.432604278205981,-3.54571387310657,-112.56234517798634
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,10,4,102,2,0,0,0,0,-7.659205099081859,-3.722057013709696,-3.6145114778784624,-114.74639612312578
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,8,4,102,2,0,0,0,0,-7.39956785022358,-3.784339295276798,-3.69978392511179,-117.45345794005682
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,8,4,96,2,0,0,0,0,-7.401559121215692,-7.400563485719636,-3.69978392511179,-117.45345794005682
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,8,4,84,2,0,0,0,0,-7.401846880090549,-7.400850176095232,-3.6999267360499575,-117.45799162063356
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_INV_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,8,4,80,2,0,0,0,0,-7.401846880090549,-7.400850176095232,-3.6999267360499575,-117.45799162063356
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,INV,8,4,78,2,0,0,0,0,-10.060462277797495,-4.374151041137746,-3.718070943376745,-118.03399820243636
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_INV_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,INV,8,4,104,2,0,0,0,0,-10.060462277797495,-4.374151041137746,-3.718070943376745,-118.03399820243636
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,INV,8,4,77,2,0,0,0,0,-10.060462277797495,-4.374151041137746,-3.718070943376745,-118.03399820243636
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,10,4,96,2,0,0,0,0,-7.661450509464595,-7.660327804273227,-3.8296025495409296,-121.57468411241045
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,ANYSPREAD,OPEN,INV,10,4,84,2,0,0,0,0,-7.661738268339453,-7.660614494648824,-3.829745360479097,-121.57921779298721
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_INV_H10,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,OPEN,INV,10,4,80,2,0,0,0,0,-7.661738268339453,-7.660614494648824,-3.829745360479097,-121.57921779298721
