scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase290_variant_id,adaptive_family_id,adaptive_family,primary_pressure_column,secondary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,100000.0,2,cost200,2.0,0.0,202,2,200,46,154,0,1,1,1,1,8,-428.2407923955668,-0.42824079239556684,-13.489584960460355,1,0,100000.0,1.0,0.9381188118811881,-428.2407923955668,1,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,202,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-146.26223617657982,-0.1462622361765798,-18.429041758249053,0,0,50000.0,0.5,0.25,-146.26223617657982,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-326.9111689035135,-0.32691116890351346,-41.190807281842694,0,0,100000.0,1.0,0.25,-326.9111689035135,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-292.52447235315964,-0.2925244723531596,-36.858083516498105,0,0,100000.0,1.0,0.5,-292.52447235315964,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-326.9111689035135,-0.32691116890351346,-41.190807281842694,0,0,100000.0,1.0,0.25,-326.9111689035135,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-163.14064855058405,-0.16314064855058405,-20.55572171737359,0,0,50000.0,0.5,0.25,-163.14064855058405,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-369.8294193060319,-0.36982941930603197,-46.59850683256003,0,0,100000.0,1.0,0.25,-369.8294193060319,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-326.2812971011681,-0.3262812971011681,-41.11144343474718,0,0,100000.0,1.0,0.5,-326.2812971011681,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-369.8294193060319,-0.36982941930603197,-46.59850683256003,0,0,100000.0,1.0,0.25,-369.8294193060319,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-172.6532340054245,-0.1726532340054245,-21.754307484683487,0,0,50000.0,0.5,0.25,-172.6532340054245,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-394.01792207984715,-0.3940179220798472,-49.64625818206075,0,0,100000.0,1.0,0.25,-394.01792207984715,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-345.306468010849,-0.345306468010849,-43.508614969366974,0,0,100000.0,1.0,0.5,-345.306468010849,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-394.01792207984715,-0.3940179220798472,-49.64625818206075,0,0,100000.0,1.0,0.25,-394.01792207984715,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,ORIG,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-18.83522641066822,-0.018835226410668218,-2.3732385277441956,0,0,50000.0,0.5,0.25,-18.83522641066822,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-2.8911016132562395,-0.0028911016132562397,-0.3642788032702862,0,0,100000.0,1.0,0.25,-18.83522641066822,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-37.67045282133644,-0.037670452821336436,-4.746477055488391,0,0,100000.0,1.0,0.5,-37.67045282133644,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,-2.8911016132562395,-0.0028911016132562397,-0.3642788032702862,0,0,100000.0,1.0,0.25,-18.83522641066822,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-1.9568140366639855,-0.0019568140366639855,-0.2465585686196622,0,0,50000.0,0.5,0.25,-1.9568140366639855,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,40.02714878926222,0.04002714878926222,5.04342074744704,0,0,100000.0,1.0,0.25,-1.9568140366639855,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-3.913628073327971,-0.003913628073327971,-0.4931171372393244,0,0,100000.0,1.0,0.5,-3.913628073327971,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,40.02714878926222,0.04002714878926222,5.04342074744704,0,0,100000.0,1.0,0.25,-1.9568140366639855,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H8,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,7.555771418176498,0.007555771418176498,0.9520271986902388,0,0,50000.0,0.5,0.25,0.0,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT50000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,100000.0,50000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,64.21565156307747,0.06421565156307747,8.091172096947762,0,0,100000.0,1.0,0.25,0.0,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,100000.0,100000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,15.111542836352996,0.015111542836352996,1.9040543973804775,0,0,100000.0,1.0,0.5,0.0,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT100000_CONC2_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,100000.0,100000.0,2,cost200,2.0,0.0,2,2,0,0,0,0,1,1,1,1,2,64.21565156307747,0.06421565156307747,8.091172096947762,0,0,100000.0,1.0,0.25,0.0,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_INV_H10,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,2,1,1,0,0,0,0,0,0
P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5_CAP100000_NOT50000_CONC1_COST200,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5,100000.0,50000.0,1,cost200,2.0,0.0,2,1,1,0,1,0,1,1,1,1,2,-18.83522641066822,-0.018835226410668218,-2.3732385277441956,0,0,50000.0,0.5,0.25,-18.83522641066822,0,0,0,0,0,P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5,P290_EXHAUSTION_REVERSAL_ADAPTIVE,exhaustion_reversal_adaptive,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,5,2,1,1,0,0,0,0,0,0
