phase290_variant_id,adaptive_family_id,adaptive_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_TIGHT_NONOPEN_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,TIGHT,NONOPEN,PRESSURE_SIGN_CONT,8,70,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_TIGHT_NONOPEN_PRESSURE_SIGN_CONT_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,TIGHT,NONOPEN,PRESSURE_SIGN_CONT,10,70,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_TIGHT_NONOPEN_PRESSURE_SIGN_CONT_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,TIGHT,NONOPEN,PRESSURE_SIGN_CONT,13,70,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_ORIG_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,ORIG,3,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_ORIG_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,ORIG,5,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_ORIG_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,ORIG,8,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,ORIG,10,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_ORIG_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,ORIG,13,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_INV_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,INV,3,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,INV,5,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,INV,8,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,INV,10,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_INV_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,INV,13,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,PRESSURE_SIGN_CONT,3,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,PRESSURE_SIGN_CONT,10,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,95,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_ORIG_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,ORIG,3,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_ORIG_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,ORIG,5,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_ORIG_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,ORIG,8,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,ORIG,10,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_ORIG_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,ORIG,13,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_INV_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,INV,3,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,INV,5,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,INV,8,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,INV,10,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_INV_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,INV,13,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,3,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,10,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,13,21,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_ORIG_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,ORIG,3,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_ORIG_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,ORIG,5,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_ORIG_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,ORIG,8,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,ORIG,10,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_ORIG_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,ORIG,13,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_INV_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,INV,3,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,INV,5,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,INV,8,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,INV,10,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_INV_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,INV,13,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,3,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,10,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I40_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.4,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,74,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_ORIG_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,ORIG,3,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_ORIG_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,ORIG,5,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_ORIG_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,ORIG,8,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_ORIG_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,ORIG,10,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_ORIG_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,ORIG,13,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_INV_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,INV,3,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_INV_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,INV,5,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_INV_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,INV,8,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_INV_H10,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,INV,10,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_INV_H13,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,INV,13,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H3,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,3,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P50_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P290_REPLENISHMENT_ABSORPTION_ADAPTIVE,replenishment_absorption_adaptive,replenishment dominance with consensus and spread-compression interaction,replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.5,0.55,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,72,2,8,1,1,0,0,fixed_initial_capital,0,0,0
