canonical_work_order_id,panel,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,no_lookahead_rule_applied,resolved_real_root
P373_2026-07-20_HCLTECH_106703288,unseen_phase359,HCLTECH,20-Jul-2026 13:16:48,regular_session,2026-07-20,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ITC_106703368,unseen_phase359,ITC,20-Jul-2026 14:44:43,regular_session,2026-07-20,first_real_tick_after_announcement,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_LT_106701686,unseen_phase359,LT,17-Jul-2026 17:00:01,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_LT_106702971,unseen_phase359,LT,20-Jul-2026 09:09:48,pre_open_or_overnight,2026-07-20,market_open_same_day,Bagging/Receiving of orders/contracts,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ONGC_106701922,unseen_phase359,ONGC,17-Jul-2026 18:35:05,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_RELIANCE_106701986,unseen_phase359,RELIANCE,17-Jul-2026 19:07:44,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_RELIANCE_106702014,unseen_phase359,RELIANCE,17-Jul-2026 19:19:47,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_RELIANCE_106702019,unseen_phase359,RELIANCE,17-Jul-2026 19:23:12,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ULTRACEMCO_106703342,unseen_phase359,ULTRACEMCO,20-Jul-2026 14:22:16,regular_session,2026-07-20,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ULTRACEMCO_106703346,unseen_phase359,ULTRACEMCO,20-Jul-2026 14:26:28,regular_session,2026-07-20,first_real_tick_after_announcement,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ULTRACEMCO_106703351,unseen_phase359,ULTRACEMCO,20-Jul-2026 14:28:05,regular_session,2026-07-20,first_real_tick_after_announcement,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_ULTRACEMCO_106703362,unseen_phase359,ULTRACEMCO,20-Jul-2026 14:42:09,regular_session,2026-07-20,first_real_tick_after_announcement,Appointment,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_WIPRO_106701555,unseen_phase359,WIPRO,17-Jul-2026 16:12:41,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-20_WIPRO_106701598,unseen_phase359,WIPRO,17-Jul-2026 16:30:50,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_BAJAJ-AUTO_106703749,unseen_phase359,BAJAJ-AUTO,20-Jul-2026 18:11:07,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Reply to Clarification- Financial results,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_BAJAJ-AUTO_106704742,unseen_phase359,BAJAJ-AUTO,21-Jul-2026 12:43:08,regular_session,2026-07-21,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_BAJAJ-AUTO_106704751,unseen_phase359,BAJAJ-AUTO,21-Jul-2026 12:52:47,regular_session,2026-07-21,first_real_tick_after_announcement,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_HCLTECH_106704006,unseen_phase359,HCLTECH,20-Jul-2026 19:55:14,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_HCLTECH_106704043,unseen_phase359,HCLTECH,20-Jul-2026 20:23:26,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_HCLTECH_106704052,unseen_phase359,HCLTECH,20-Jul-2026 20:31:15,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_HCLTECH_106704810,unseen_phase359,HCLTECH,21-Jul-2026 13:37:56,regular_session,2026-07-21,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_HDFCBANK_106704818,unseen_phase359,HDFCBANK,21-Jul-2026 13:50:17,regular_session,2026-07-21,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ICICIBANK_106703492,unseen_phase359,ICICIBANK,20-Jul-2026 16:12:11,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,ESOP/ESOS/ESPS,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ICICIBANK_106703685,unseen_phase359,ICICIBANK,20-Jul-2026 17:39:28,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ICICIBANK_106703830,unseen_phase359,ICICIBANK,20-Jul-2026 18:30:36,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_MARUTI_106704908,unseen_phase359,MARUTI,21-Jul-2026 15:11:00,regular_session,2026-07-21,first_real_tick_after_announcement,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_RELIANCE_106704707,unseen_phase359,RELIANCE,21-Jul-2026 12:14:45,regular_session,2026-07-21,first_real_tick_after_announcement,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_TECHM_106703602,unseen_phase359,TECHM,20-Jul-2026 17:02:10,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_TECHM_106704782,unseen_phase359,TECHM,21-Jul-2026 13:14:22,regular_session,2026-07-21,first_real_tick_after_announcement,Allotment of Securities,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106703906,unseen_phase359,ULTRACEMCO,20-Jul-2026 18:59:18,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Options to purchase securities,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106703926,unseen_phase359,ULTRACEMCO,20-Jul-2026 19:09:30,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Record Date,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106703936,unseen_phase359,ULTRACEMCO,20-Jul-2026 19:13:53,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106703961,unseen_phase359,ULTRACEMCO,20-Jul-2026 19:26:49,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106704007,unseen_phase359,ULTRACEMCO,20-Jul-2026 19:55:20,post_close,2026-07-21,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-21_ULTRACEMCO_106704719,unseen_phase359,ULTRACEMCO,21-Jul-2026 12:29:48,regular_session,2026-07-21,first_real_tick_after_announcement,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_AXISBANK_106705112,unseen_phase359,AXISBANK,21-Jul-2026 16:44:03,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,ESOP/ESOS/ESPS,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_BAJAJ-AUTO_106705514,unseen_phase359,BAJAJ-AUTO,21-Jul-2026 19:01:27,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_BAJAJ-AUTO_106705680,unseen_phase359,BAJAJ-AUTO,21-Jul-2026 20:34:04,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_BPCL_106706416,unseen_phase359,BPCL,22-Jul-2026 14:40:48,regular_session,2026-07-22,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_HCLTECH_106705416,unseen_phase359,HCLTECH,21-Jul-2026 18:21:08,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_ICICIBANK_106705817,unseen_phase359,ICICIBANK,21-Jul-2026 23:20:36,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_ICICIBANK_106705946,unseen_phase359,ICICIBANK,22-Jul-2026 06:46:32,pre_open_or_overnight,2026-07-22,market_open_same_day,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_INFY_106704970,unseen_phase359,INFY,21-Jul-2026 15:36:37,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_INFY_106706256,unseen_phase359,INFY,22-Jul-2026 12:20:46,regular_session,2026-07-22,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_NESTLEIND_106706181,unseen_phase359,NESTLEIND,22-Jul-2026 11:11:18,regular_session,2026-07-22,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_NESTLEIND_106706184,unseen_phase359,NESTLEIND,22-Jul-2026 11:18:41,regular_session,2026-07-22,first_real_tick_after_announcement,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_SBIN_106705034,unseen_phase359,SBIN,21-Jul-2026 16:12:21,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_TECHM_106705690,unseen_phase359,TECHM,21-Jul-2026 20:56:40,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_TECHM_106706236,unseen_phase359,TECHM,22-Jul-2026 12:10:54,regular_session,2026-07-22,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-22_WIPRO_106705563,unseen_phase359,WIPRO,21-Jul-2026 19:23:03,post_close,2026-07-22,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_BAJAJ-AUTO_106707142,unseen_phase359,BAJAJ-AUTO,22-Jul-2026 20:31:27,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_BHARTIARTL_106706585,unseen_phase359,BHARTIARTL,22-Jul-2026 16:13:11,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Action(s) taken or orders passed,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_BPCL_106707155,unseen_phase359,BPCL,22-Jul-2026 20:46:39,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707724,unseen_phase359,CIPLA,23-Jul-2026 12:00:06,regular_session,2026-07-23,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707778,unseen_phase359,CIPLA,23-Jul-2026 12:39:45,regular_session,2026-07-23,first_real_tick_after_announcement,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707785,unseen_phase359,CIPLA,23-Jul-2026 12:43:36,regular_session,2026-07-23,first_real_tick_after_announcement,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707873,unseen_phase359,CIPLA,23-Jul-2026 13:14:03,regular_session,2026-07-23,first_real_tick_after_announcement,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707879,unseen_phase359,CIPLA,23-Jul-2026 13:17:47,regular_session,2026-07-23,first_real_tick_after_announcement,Change in Management,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707884,unseen_phase359,CIPLA,23-Jul-2026 13:24:24,regular_session,2026-07-23,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_CIPLA_106707896,unseen_phase359,CIPLA,23-Jul-2026 13:31:00,regular_session,2026-07-23,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_DRREDDY_106706597,unseen_phase359,DRREDDY,22-Jul-2026 16:18:02,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_DRREDDY_106706606,unseen_phase359,DRREDDY,22-Jul-2026 16:21:28,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Change in Management,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_DRREDDY_106706646,unseen_phase359,DRREDDY,22-Jul-2026 16:44:07,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_DRREDDY_106706656,unseen_phase359,DRREDDY,22-Jul-2026 16:48:23,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Investor Presentation,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_DRREDDY_106707432,unseen_phase359,DRREDDY,23-Jul-2026 08:09:46,pre_open_or_overnight,2026-07-23,market_open_same_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_HCLTECH_106706995,unseen_phase359,HCLTECH,22-Jul-2026 18:57:42,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_HINDUNILVR_106707122,unseen_phase359,HINDUNILVR,22-Jul-2026 20:03:51,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_M&M_106706794,unseen_phase359,M&M,22-Jul-2026 17:48:35,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_RELIANCE_106706565,unseen_phase359,RELIANCE,22-Jul-2026 16:09:43,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_TCS_106706625,unseen_phase359,TCS,22-Jul-2026 16:33:09,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_ULTRACEMCO_106707026,unseen_phase359,ULTRACEMCO,22-Jul-2026 19:07:08,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_ULTRACEMCO_106707640,unseen_phase359,ULTRACEMCO,23-Jul-2026 11:07:37,regular_session,2026-07-23,first_real_tick_after_announcement,Committee Meeting Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_ULTRACEMCO_106707915,unseen_phase359,ULTRACEMCO,23-Jul-2026 13:50:54,regular_session,2026-07-23,first_real_tick_after_announcement,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-23_WIPRO_106707035,unseen_phase359,WIPRO,22-Jul-2026 19:11:57,post_close,2026-07-23,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ADANIPORTS_106709467,unseen_phase359,ADANIPORTS,24-Jul-2026 12:59:27,regular_session,2026-07-24,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_BAJAJ-AUTO_106709307,unseen_phase359,BAJAJ-AUTO,24-Jul-2026 11:41:51,regular_session,2026-07-24,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_BAJAJ-AUTO_106709710,unseen_phase359,BAJAJ-AUTO,24-Jul-2026 15:26:28,regular_session,2026-07-24,first_real_tick_after_announcement,Closure of Buy Back,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_BHARTIARTL_106709474,unseen_phase359,BHARTIARTL,24-Jul-2026 13:04:06,regular_session,2026-07-24,first_real_tick_after_announcement,Action(s) taken or orders passed,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_BPCL_106708242,unseen_phase359,BPCL,23-Jul-2026 16:59:09,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_CIPLA_106708657,unseen_phase359,CIPLA,23-Jul-2026 19:28:07,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_DRREDDY_106708749,unseen_phase359,DRREDDY,23-Jul-2026 20:52:04,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_DRREDDY_106708761,unseen_phase359,DRREDDY,23-Jul-2026 21:13:36,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_DRREDDY_106708768,unseen_phase359,DRREDDY,23-Jul-2026 21:18:07,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Change in Director(s),1,real_data_sample\l2_unseen_validation
P373_2026-07-24_DRREDDY_106708771,unseen_phase359,DRREDDY,23-Jul-2026 21:20:01,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Change in Auditors,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_HCLTECH_106709352,unseen_phase359,HCLTECH,24-Jul-2026 12:09:08,regular_session,2026-07-24,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_HCLTECH_106709397,unseen_phase359,HCLTECH,24-Jul-2026 12:13:18,regular_session,2026-07-24,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ICICIBANK_106708461,unseen_phase359,ICICIBANK,23-Jul-2026 18:05:02,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ICICIBANK_106708594,unseen_phase359,ICICIBANK,23-Jul-2026 18:56:18,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ICICIBANK_106709049,unseen_phase359,ICICIBANK,24-Jul-2026 08:40:20,pre_open_or_overnight,2026-07-24,market_open_same_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ICICIBANK_106709308,unseen_phase359,ICICIBANK,24-Jul-2026 11:42:16,regular_session,2026-07-24,first_real_tick_after_announcement,ESOP/ESOS/ESPS,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_INFY_106708149,unseen_phase359,INFY,23-Jul-2026 16:20:26,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_INFY_106708206,unseen_phase359,INFY,23-Jul-2026 16:43:21,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_INFY_106708755,unseen_phase359,INFY,23-Jul-2026 21:04:09,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ITC_106708449,unseen_phase359,ITC,23-Jul-2026 18:03:26,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ITC_106708490,unseen_phase359,ITC,23-Jul-2026 18:13:25,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ITC_106708509,unseen_phase359,ITC,23-Jul-2026 18:21:35,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Change in Director(s),1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ITC_106708738,unseen_phase359,ITC,23-Jul-2026 20:42:12,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Credit Rating- New,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_KOTAKBANK_106709676,unseen_phase359,KOTAKBANK,24-Jul-2026 15:01:10,regular_session,2026-07-24,first_real_tick_after_announcement,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_LT_106709077,unseen_phase359,LT,24-Jul-2026 09:24:53,regular_session,2026-07-24,first_real_tick_after_announcement,Bagging/Receiving of orders/contracts,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_NESTLEIND_106708516,unseen_phase359,NESTLEIND,23-Jul-2026 18:26:02,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_SUNPHARMA_106709050,unseen_phase359,SUNPHARMA,24-Jul-2026 08:50:46,pre_open_or_overnight,2026-07-24,market_open_same_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ULTRACEMCO_106708557,unseen_phase359,ULTRACEMCO,23-Jul-2026 18:40:56,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ULTRACEMCO_106708565,unseen_phase359,ULTRACEMCO,23-Jul-2026 18:45:39,post_close,2026-07-24,market_open_next_available_unseen_real_l2_day,Credit Rating,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ULTRACEMCO_106709347,unseen_phase359,ULTRACEMCO,24-Jul-2026 12:08:00,regular_session,2026-07-24,first_real_tick_after_announcement,Shareholders meeting,1,real_data_sample\l2_unseen_validation
P373_2026-07-24_ULTRACEMCO_106709686,unseen_phase359,ULTRACEMCO,24-Jul-2026 15:10:48,regular_session,2026-07-24,first_real_tick_after_announcement,Credit Rating,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_AXISBANK_106710529,unseen_phase359,AXISBANK,24-Jul-2026 21:34:22,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_BHARTIARTL_106710468,unseen_phase359,BHARTIARTL,24-Jul-2026 20:21:13,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_CIPLA_106709761,unseen_phase359,CIPLA,24-Jul-2026 15:55:05,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_HDFCBANK_106709751,unseen_phase359,HDFCBANK,24-Jul-2026 15:52:03,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_HDFCBANK_106710326,unseen_phase359,HDFCBANK,24-Jul-2026 19:06:34,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,General Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_ICICIBANK_106710140,unseen_phase359,ICICIBANK,24-Jul-2026 18:08:06,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Credit Rating- New,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_INFY_106710378,unseen_phase359,INFY,24-Jul-2026 19:30:41,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_KOTAKBANK_106710179,unseen_phase359,KOTAKBANK,24-Jul-2026 18:19:21,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_LT_106711580,unseen_phase359,LT,27-Jul-2026 12:30:55,regular_session,2026-07-27,first_real_tick_after_announcement,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_LT_106711795,unseen_phase359,LT,27-Jul-2026 14:47:02,regular_session,2026-07-27,first_real_tick_after_announcement,Bagging/Receiving of orders/contracts,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_MARUTI_106710482,unseen_phase359,MARUTI,24-Jul-2026 20:37:33,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_NESTLEIND_106710115,unseen_phase359,NESTLEIND,24-Jul-2026 18:00:54,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_SBIN_106710417,unseen_phase359,SBIN,24-Jul-2026 19:50:39,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Credit Rating- New,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_TCS_106711829,unseen_phase359,TCS,27-Jul-2026 15:05:32,regular_session,2026-07-27,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_TECHM_106710136,unseen_phase359,TECHM,24-Jul-2026 18:06:16,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-07-27_ULTRACEMCO_106710163,unseen_phase359,ULTRACEMCO,24-Jul-2026 18:15:17,post_close,2026-07-27,market_open_next_available_unseen_real_l2_day,Record Date,1,real_data_sample\l2_unseen_validation
P373_2026-08-03_ADANIPORTS_106721308,unseen_phase359,ADANIPORTS,03-Aug-2026 08:33:52,pre_open_or_overnight,2026-08-03,market_open_same_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-08-03_ADANIPORTS_106721309,unseen_phase359,ADANIPORTS,03-Aug-2026 08:35:15,pre_open_or_overnight,2026-08-03,market_open_same_day,Monthly Business Updates,1,real_data_sample\l2_unseen_validation
P373_2026-08-03_AXISBANK_106712537,unseen_phase359,AXISBANK,27-Jul-2026 19:43:35,post_close,2026-08-03,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
P373_2026-08-03_BAJAJ-AUTO_106721313,unseen_phase359,BAJAJ-AUTO,03-Aug-2026 09:00:37,pre_open_or_overnight,2026-08-03,market_open_same_day,Press Release,1,real_data_sample\l2_unseen_validation
P373_2026-08-03_BAJAJ-AUTO_106711969,unseen_phase359,BAJAJ-AUTO,27-Jul-2026 16:43:48,post_close,2026-08-03,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,1,real_data_sample\l2_unseen_validation
