scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase280_variant_id,target_family_id,target_family,target_rule,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_offline_label,uses_net_edge_as_live_mask,selected_event_rows,offline_positive_label_rows,offline_positive_label_fraction,cost200_above12_diagnostic
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT50000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,47,1,46,3,43,0,1,1,1,1,8,67.84641852898858,0.06784641852898858,2.1371621836631403,1,0,50000.0,0.5,0.48936170212765956,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT50000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,47,2,45,6,39,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9361702127659575,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT75000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,47,1,46,3,43,0,1,1,1,1,8,101.76962779348287,0.10176962779348286,3.20574327549471,1,0,75000.0,0.75,0.7340425531914894,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT75000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,47,2,45,6,39,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9361702127659575,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT100000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,47,1,46,3,43,0,1,1,1,1,8,135.69283705797716,0.13569283705797716,4.2743243673262805,1,0,100000.0,1.0,0.9787234042553191,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60_CAP100000_NOT100000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,47,2,45,6,39,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9361702127659575,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.590831 and event_sparsity_pressure <= 1470251.984942,1,1,0,1,0,47,47,1.0,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT50000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,36,1,35,0,35,0,2,1,2,1,8,-109.27526821541379,-0.10927526821541379,-3.4421709487855345,1,0,50000.0,0.5,0.4861111111111111,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT50000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,36,2,34,1,33,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9583333333333334,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT75000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,36,1,35,0,35,0,2,1,2,1,8,-163.91290232312068,-0.16391290232312067,-5.163256423178301,1,0,75000.0,0.75,0.7291666666666666,-163.91290232312068,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT75000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,36,2,34,1,33,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9583333333333334,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT100000_CONC1_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,36,1,35,0,35,0,2,1,2,1,8,-218.55053643082758,-0.21855053643082759,-6.884341897571069,1,0,100000.0,1.0,0.9722222222222222,-218.55053643082758,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_SPREAD_COST_MARGIN_Q70_CAP100000_NOT100000_CONC2_COST200,P280_SPREAD_COST_MARGIN_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,36,2,34,1,33,0,2,2,2,2,8,-41.42884968642521,-0.04142884968642521,-1.3050087651223943,1,0,100000.0,1.0,0.9583333333333334,-109.27526821541379,1,0,0,0,0,P280_SPREAD_COST_MARGIN_Q70,P279_SPREAD_COST_MARGIN_TARGET,spread_cost_margin,avg_spread_bps <= 3.515855 and depth_consensus_imbalance >= 0.603199,1,1,0,0,0,36,29,0.8055555555555556,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT50000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,296,2,294,14,280,0,2,1,4,2,8,67.28202950021034,0.06728202950021034,2.1193839292566254,1,0,100000.0,1.0,0.4966216216216216,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT50000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,296,3,293,30,263,0,2,1,4,3,8,91.05473650646508,0.09105473650646508,2.8682241999536497,1,0,150000.0,1.5,0.9679054054054054,-5.306867846800909,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT75000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,296,2,294,14,280,0,2,1,4,2,8,100.92304425031551,0.10092304425031551,3.1790758938849386,1,0,150000.0,1.5,0.7449324324324325,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT75000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,296,3,293,30,263,0,2,1,4,3,8,91.05473650646508,0.09105473650646508,2.8682241999536497,1,0,150000.0,1.5,0.9679054054054054,-5.306867846800909,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT100000_CONC1_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,296,2,294,14,280,0,2,1,4,2,8,134.56405900042068,0.13456405900042068,4.238767858513251,1,0,200000.0,2.0,0.9932432432432432,0.0,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_ADVERSE_SELECTION_AVOID_Q70_CAP100000_NOT100000_CONC2_COST200,P280_ADVERSE_SELECTION_AVOID_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,296,3,293,30,263,0,2,1,4,3,8,91.05473650646508,0.09105473650646508,2.8682241999536497,1,0,150000.0,1.5,0.9679054054054054,-5.306867846800909,1,0,0,0,0,P280_ADVERSE_SELECTION_AVOID_Q70,P279_ADVERSE_SELECTION_AVOIDANCE_TARGET,adverse_selection_avoidance,top5_churn_pressure <= 342736.393969 and depth_withdrawal_pressure <= 6712.574807,1,1,0,0,0,296,190,0.6418918918918919,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT50000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,58,1,57,3,54,0,1,1,1,1,8,67.84641852898858,0.06784641852898858,2.1371621836631403,1,0,50000.0,0.5,0.49137931034482757,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT50000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,58,2,56,8,48,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9482758620689655,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT75000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,58,1,57,3,54,0,1,1,1,1,8,101.76962779348287,0.10176962779348286,3.20574327549471,1,0,75000.0,0.75,0.7370689655172413,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT75000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,58,2,56,8,48,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9482758620689655,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT100000_CONC1_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,58,1,57,3,54,0,1,1,1,1,8,135.69283705797716,0.13569283705797716,4.2743243673262805,1,0,100000.0,1.0,0.9827586206896551,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_REPLENISH_CONFIRM_Q70_CAP100000_NOT100000_CONC2_COST200,P280_REPLENISH_CONFIRM_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,58,2,56,8,48,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9482758620689655,0.0,1,0,0,0,0,P280_REPLENISH_CONFIRM_Q70,P279_REPLENISHMENT_CONFIRMATION_TARGET,depth_replenishment_confirmation,depth_replenish_withdraw_ratio >= 8.417774 and avg_level_weighted_depth_imbalance >= 0.607609,1,1,0,0,0,58,47,0.8103448275862069,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT50000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,384,2,382,18,364,0,2,2,5,2,8,-6.0067900162691785,-0.006006790016269178,-0.1892138855124791,1,0,100000.0,1.0,0.4973958333333333,-34.52197584054658,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT50000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,384,3,381,25,356,0,2,2,5,3,8,142.73101909743085,0.14273101909743083,4.496027101569071,1,0,150000.0,1.5,0.9778645833333334,-34.52197584054659,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT75000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,384,2,382,18,364,0,2,2,5,2,8,-9.01018502440376,-0.00901018502440376,-0.28382082826871846,1,0,150000.0,1.5,0.74609375,-51.78296376081987,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT75000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,384,3,381,25,356,0,2,2,5,3,8,142.73101909743085,0.14273101909743083,4.496027101569071,1,0,150000.0,1.5,0.9778645833333334,-34.52197584054659,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT100000_CONC1_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,384,2,382,18,364,0,2,2,5,2,8,-12.013580032538357,-0.012013580032538357,-0.3784277710249582,1,0,200000.0,2.0,0.9947916666666666,-69.04395168109316,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_TIME_TO_EXIT_SHORT_HQ70_CAP100000_NOT100000_CONC2_COST200,P280_TIME_TO_EXIT_SHORT_HQ70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,384,3,381,25,356,0,2,2,5,3,8,142.73101909743085,0.14273101909743083,4.496027101569071,1,0,150000.0,1.5,0.9778645833333334,-34.52197584054659,1,0,0,0,0,P280_TIME_TO_EXIT_SHORT_HQ70,P279_TIME_TO_EXIT_TARGET,time_to_exit,horizon <= 10 and depth_replenish_withdraw_ratio >= 8.417774,1,1,0,0,0,384,192,0.5,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70_CAP100000_NOT50000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,47,1,46,3,43,0,1,1,1,1,8,67.84641852898858,0.06784641852898858,2.1371621836631403,1,0,50000.0,0.5,0.48936170212765956,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.603199 and event_sparsity_pressure <= 825012.273327,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70_CAP100000_NOT50000_CONC2_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,47,2,45,6,39,0,1,1,1,1,8,132.65110586158403,0.13265110586158402,4.178509834639897,1,0,100000.0,1.0,0.9361702127659575,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.603199 and event_sparsity_pressure <= 825012.273327,1,1,0,1,0,47,47,1.0,0
P271_P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70_CAP100000_NOT75000_CONC1_COST200,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,47,1,46,3,43,0,1,1,1,1,8,101.76962779348287,0.10176962779348286,3.20574327549471,1,0,75000.0,0.75,0.7340425531914894,0.0,1,0,0,0,0,P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q70,P279_NET_EDGE_DISTRIBUTION_SHIFT_TARGET,net_edge_distribution_shift,offline net-edge-positive label AND depth_consensus_imbalance >= 0.603199 and event_sparsity_pressure <= 825012.273327,1,1,0,1,0,47,47,1.0,0
