phase283_variant_id,ensemble_family_id,ensemble_family,bucket_id,bucket_rule,vote_threshold,seed_ids,included_target_families,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,max_annualized_pct,median_annualized_pct,min_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,near_miss_under_12,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_route_exhausted_for_acceptance
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_TIME_LATER_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,320,2,0,0,0,2.841077254489281,2.4735968248373355,1.4205386272446408,90.19292871394543,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_TIME_LATER_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.996875,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_ALL_EVENTS,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,ALL_EVENTS,all eligible ensemble events,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,533,4,0,0,0,2.8010737634681377,2.6710468020969627,1.2705099203628936,88.92297661803613,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,2.0,0.9924953095684804,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_LATER_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_TIME_LATER_BUCKET,richer_event_bar_id>=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,312,2,0,0,0,2.1061163951853903,1.8605328573918056,1.0530581975926951,66.86083794239333,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_LATER_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9967948717948718,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,19,2,0,0,0,1.909776270235111,1.8531164885822937,0.8982283534647382,60.62781810270194,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.868421052631579,1,1,0,0,1,1,1,1
P283_P282_FAMILY_VOTE_ENSEMBLE_V3_P282_TIME_OPEN_BUCKET,P282_FAMILY_VOTE_ENSEMBLE,family_vote_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,3,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;depth_replenishment_confirmation;net_edge_distribution_shift;spread_cost_margin;time_to_exit,6,19,2,0,0,0,1.909776270235111,1.8531164885822937,0.8982283534647382,60.62781810270194,P271_P283_P282_FAMILY_VOTE_ENSEMBLE_V3_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.868421052631579,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,19,2,0,0,0,1.909776270235111,1.8531164885822937,0.8982283534647382,60.62781810270194,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.868421052631579,1,1,0,0,1,1,1,1
P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE,adverse_avoid_net_label_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;net_edge_distribution_shift;spread_cost_margin,6,150,2,0,0,0,1.7964567069294763,0.9557766636184606,0.8982283534647382,57.030371648554805,P271_P283_P282_ADVERSE_AVOID_NET_LABEL_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9933333333333332,1,1,0,0,1,1,1,1
P283_P282_FAMILY_VOTE_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET,P282_FAMILY_VOTE_ENSEMBLE,family_vote_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80;P280_NET_EDGE_SHIFT_LABEL_ANCHORED_Q60,adverse_selection_avoidance;depth_replenishment_confirmation;net_edge_distribution_shift;spread_cost_margin;time_to_exit,6,139,2,0,0,0,1.7964567069294763,0.7988025180149058,0.6993766825650733,57.030371648554805,P271_P283_P282_FAMILY_VOTE_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9928057553956836,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,2,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,52,2,0,0,0,1.7964567069294763,0.7988025180149058,0.6993766825650733,57.030371648554805,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V2_P282_TIME_OPEN_BUCKET_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9807692307692308,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,ALL_EVENTS,all eligible ensemble events,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,516,4,0,0,0,1.3199958090274682,0.5653909617574944,0.4707840190012547,41.90462885801486,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_ALL_EVENTS_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,2.0,0.996124031007752,1,1,0,0,1,1,1,1
P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE,spread_replenish_adverse_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_ADVERSE_SELECTION_AVOID_Q60;P280_ADVERSE_SELECTION_AVOID_Q80;P280_REPLENISH_CONFIRM_Q50,adverse_selection_avoidance;depth_replenishment_confirmation;spread_cost_margin,6,213,2,0,0,0,0.7507515981793617,0.30163742144699257,-0.2949535105707531,23.83338406918608,P271_P283_P282_SPREAD_REPLENISH_ADVERSE_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9906103286384976,1,1,0,0,1,1,1,1
P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET,P282_TIME_GATED_REPLENISH_ENSEMBLE,time_gated_replenish_ensemble,P282_TIME_OPEN_BUCKET,richer_event_bar_id<=q50,1,P280_SPREAD_REPLENISH_COMBO_Q70;P280_TIME_TO_EXIT_SHORT_HQ90;P280_REPLENISH_CONFIRM_Q50;P280_TIME_TO_EXIT_SHORT_HQ70;P280_TIME_TO_EXIT_SHORT_HQ80,depth_replenishment_confirmation;spread_cost_margin;time_to_exit,6,204,2,0,0,0,0.7507515981793617,0.30163742144699257,-0.2949535105707531,23.83338406918608,P271_P283_P282_TIME_GATED_REPLENISH_ENSEMBLE_V1_P282_TIME_OPEN_BUCKET_CAP100000_NOT50000_CONC2_COST200,100000.0,50000.0,2,1.0,0.9901960784313726,1,1,0,0,1,1,1,1
