phase288_variant_id,liquidity_family,pressure_column,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H8,open_pressure_burst,top5_churn_pressure,ORIG,8,12,22,4,0,0,0,0,-10.403547443629954,-6.128078430969005,-2.6008868609074884,-82.56783685420598
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,15,4,0,0,0,0,-10.465896728305012,-10.205596570472878,-2.616474182076253,-72.67983839100702
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,73,4,0,0,0,0,-10.852066767391563,-9.437367478985031,-2.6722007097224023,-84.83176856261593
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,58,4,0,0,0,0,-10.852066767391563,-9.437367478985031,-2.6722007097224023,-84.83176856261593
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,44,4,0,0,0,0,-10.852066767391563,-9.437367478985031,-2.6722007097224023,-84.83176856261593
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H10,liquidity_vacuum,liquidity_vacuum_pressure,INV,10,12,29,4,0,0,0,0,-10.852066767391563,-9.437367478985031,-2.6722007097224023,-84.83176856261593
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,55,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,44,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,33,4,0,0,0,0,-11.0028403272849,-6.651202336617103,-2.750710081821225,-87.3241295816262
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H10,open_pressure_burst,top5_churn_pressure,ORIG,10,12,22,4,0,0,0,0,-11.0028403272849,-6.228764425437165,-2.750710081821225,-87.3241295816262
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H3,replenishment_absorption,replenishment_dominance,INV,3,12,12,4,0,0,0,0,-11.02346610527213,-10.788233864135693,-2.7558665263180324,-65.61586967423887
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,109,6,0,0,0,0,-16.90134654401222,-14.209155036134337,-2.82397416287215,-89.64997342451271
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,87,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,65,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H3,exhaustion_reversal,depth_withdrawal_pressure,INV,3,12,44,5,0,0,0,0,-11.378964845165733,-11.240966162075011,-2.82397416287215,-89.64997342451271
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,15,4,0,0,0,0,-11.661400710752991,-11.332144161132646,-2.915350177688248,-80.98194938022911
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,29,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,23,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,18,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,38,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,30,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H5,spread_compression_pressure,replenishment_dominance,INV,5,12,23,4,0,0,0,0,-11.678819004771944,-9.732045357531524,-2.919704751192986,-92.68903972041224
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H5,replenishment_absorption,replenishment_dominance,INV,5,12,12,4,0,0,0,0,-12.21021284968918,-11.906529332218357,-3.052553212422295,-72.67983839100702
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,15,4,0,0,0,0,-12.335180539248821,-11.967060525754759,-3.0837951348122052,-85.6609759670057
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,109,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181157
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,87,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181157
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,65,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181157
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H5,exhaustion_reversal,depth_withdrawal_pressure,INV,5,12,44,5,0,0,0,0,-13.014350760828258,-12.7257549096541,-3.2535876902070644,-103.28849810181157
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,29,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,23,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,18,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,38,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,30,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H8,spread_compression_pressure,replenishment_dominance,INV,8,12,23,4,0,0,0,0,-13.39276800014306,-10.930272474513904,-3.348192000035765,-106.29180952494491
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H8,replenishment_absorption,replenishment_dominance,INV,8,12,12,4,0,0,0,0,-13.60496749587849,-13.220834854654754,-3.4012418739696226,-80.98194938022911
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,29,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,23,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,18,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,38,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,30,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H10,spread_compression_pressure,replenishment_dominance,INV,10,12,23,4,0,0,0,0,-14.358740742272346,-11.60558704747441,-3.5896851855680865,-113.95825985930433
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H10,replenishment_absorption,replenishment_dominance,INV,10,12,12,4,0,0,0,0,-14.391043962456957,-13.961570613380552,-3.597760990614239,-85.6609759670057
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,109,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,87,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,65,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H8,exhaustion_reversal,depth_withdrawal_pressure,INV,8,12,44,4,0,0,0,0,-15.034008168392454,-10.533857846710784,-3.7585020420981134,-119.31752514597186
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,73,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,58,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,44,7,0,0,0,0,-15.426080179392134,-12.73151636615592,-3.853047272127277,-122.31896101991356
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H3,liquidity_vacuum,liquidity_vacuum_pressure,INV,3,12,29,6,0,0,0,0,-15.426080179392134,-11.091637457104934,-3.853047272127277,-122.31896101991356
P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,109,4,0,0,0,0,-16.172276582105713,-11.139725134408279,-4.043069145526428,-128.35140144528341
P288_P288_EXHAUSTION_REVERSAL_Q60_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,87,4,0,0,0,0,-16.172276582105713,-11.139725134408279,-4.043069145526428,-128.35140144528341
P288_P288_EXHAUSTION_REVERSAL_Q70_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,65,4,0,0,0,0,-16.172276582105713,-11.139725134408279,-4.043069145526428,-128.35140144528341
P288_P288_EXHAUSTION_REVERSAL_Q80_INV_H10,exhaustion_reversal,depth_withdrawal_pressure,INV,10,12,44,4,0,0,0,0,-16.172276582105713,-11.139725134408279,-4.043069145526428,-128.35140144528341
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,111,8,0,0,4,0,-22.522858267798135,-21.350318997506882,-5.614588959925465,-178.24091936271316
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,89,8,0,0,4,0,-22.522858267798135,-21.350318997506882,-5.614588959925465,-178.24091936271316
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,67,5,0,0,0,0,-22.45835583970186,-13.716667430057155,-5.614588959925465,-178.24091936271316
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H8,pressure_continuation,abs_consensus_imbalance,INV,8,12,45,5,0,0,0,0,-22.45835583970186,-12.598086088628937,-5.614588959925465,-178.24091936271316
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,111,6,0,0,0,0,-23.85626150227339,-17.20366367207071,-5.964065375568348,-189.33540874820153
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,89,6,0,0,0,0,-23.85626150227339,-17.20366367207071,-5.964065375568348,-189.33540874820153
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,67,5,0,0,0,0,-23.85626150227339,-14.554694744943264,-5.964065375568348,-189.33540874820153
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H10,pressure_continuation,abs_consensus_imbalance,INV,10,12,45,5,0,0,0,0,-23.85626150227339,-13.310130822167773,-5.964065375568348,-189.33540874820153
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,111,10,0,0,4,0,-32.97545439306709,-24.65207080270539,-8.243863598266772,-261.70995550053243
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,89,10,0,0,4,0,-32.97545439306709,-24.65207080270539,-8.243863598266772,-261.70995550053243
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,67,8,0,0,4,0,-32.97545439306709,-19.41659147657898,-8.243863598266772,-261.70995550053243
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H5,pressure_continuation,abs_consensus_imbalance,INV,5,12,45,7,0,0,0,0,-32.97545439306709,-16.75007755146228,-8.243863598266772,-261.70995550053243
P288_P288_PRESSURE_CONTINUATION_Q50_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,111,12,0,0,4,0,-35.75660456324064,-25.59495740348428,-8.93915114081016,-283.7825758987352
P288_P288_PRESSURE_CONTINUATION_Q60_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,89,12,0,0,4,0,-35.75660456324064,-25.59495740348428,-8.93915114081016,-283.7825758987352
P288_P288_PRESSURE_CONTINUATION_Q70_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,67,10,0,0,4,0,-35.75660456324064,-21.004144955832402,-8.93915114081016,-283.7825758987352
P288_P288_PRESSURE_CONTINUATION_Q80_INV_H3,pressure_continuation,abs_consensus_imbalance,INV,3,12,45,10,0,0,4,0,-35.75660456324064,-20.989040956494662,-8.93915114081016,-283.7825758987352
