phase288_variant_id,liquidity_family_id,liquidity_family,selection_rule,pressure_column,pressure_threshold_quantile,pressure_threshold_value,side_mode,side_rule,side_multiplier,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H5,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.7,13.12499218438701,INV,inverse/reversal side,-1,5,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H8,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.7,13.12499218438701,INV,inverse/reversal side,-1,8,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_INV_H10,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.7,13.12499218438701,INV,inverse/reversal side,-1,10,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H3,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,ORIG,original synthetic edge side,1,3,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H5,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,ORIG,original synthetic edge side,1,5,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H8,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,ORIG,original synthetic edge side,1,8,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H10,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,ORIG,original synthetic edge side,1,10,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H3,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,INV,inverse/reversal side,-1,3,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H5,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,INV,inverse/reversal side,-1,5,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H8,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,INV,inverse/reversal side,-1,8,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H10,P288_SPREAD_COMPRESSION_PRESSURE,spread_compression_pressure,tight spread with replenishment dominance and level-weighted pressure,replenishment_dominance,0.8,13.469204955275506,INV,inverse/reversal side,-1,10,15,1,7,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,ORIG,original synthetic edge side,1,3,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,ORIG,original synthetic edge side,1,5,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,ORIG,original synthetic edge side,1,8,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,ORIG,original synthetic edge side,1,10,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,INV,inverse/reversal side,-1,3,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,INV,inverse/reversal side,-1,5,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,INV,inverse/reversal side,-1,8,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.5,673183.1690369683,INV,inverse/reversal side,-1,10,55,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,ORIG,original synthetic edge side,1,3,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,ORIG,original synthetic edge side,1,5,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,ORIG,original synthetic edge side,1,8,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,ORIG,original synthetic edge side,1,10,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,INV,inverse/reversal side,-1,3,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,INV,inverse/reversal side,-1,5,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,INV,inverse/reversal side,-1,8,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.6,1099722.9451736482,INV,inverse/reversal side,-1,10,44,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,ORIG,original synthetic edge side,1,3,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,ORIG,original synthetic edge side,1,5,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,ORIG,original synthetic edge side,1,8,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,ORIG,original synthetic edge side,1,10,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,INV,inverse/reversal side,-1,3,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,INV,inverse/reversal side,-1,5,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,INV,inverse/reversal side,-1,8,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.7,1203722.524781872,INV,inverse/reversal side,-1,10,33,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,ORIG,original synthetic edge side,1,3,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,ORIG,original synthetic edge side,1,5,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,ORIG,original synthetic edge side,1,8,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,ORIG,original synthetic edge side,1,10,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H3,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,INV,inverse/reversal side,-1,3,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H5,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,INV,inverse/reversal side,-1,5,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H8,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,INV,inverse/reversal side,-1,8,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H10,P288_OPEN_PRESSURE_BURST,open_pressure_burst,market-open bucket with beyond-L1 imbalance and churn,top5_churn_pressure,0.8,1264633.3932221767,INV,inverse/reversal side,-1,10,22,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,ORIG,original synthetic edge side,1,3,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,ORIG,original synthetic edge side,1,5,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,ORIG,original synthetic edge side,1,8,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,ORIG,original synthetic edge side,1,10,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,INV,inverse/reversal side,-1,3,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,INV,inverse/reversal side,-1,5,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,INV,inverse/reversal side,-1,8,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.5,12.774638129465824,INV,inverse/reversal side,-1,10,29,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,ORIG,original synthetic edge side,1,3,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,ORIG,original synthetic edge side,1,5,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,ORIG,original synthetic edge side,1,8,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,ORIG,original synthetic edge side,1,10,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,INV,inverse/reversal side,-1,3,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,INV,inverse/reversal side,-1,5,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,INV,inverse/reversal side,-1,8,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.6,12.973465885997188,INV,inverse/reversal side,-1,10,23,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,ORIG,original synthetic edge side,1,3,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,ORIG,original synthetic edge side,1,5,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,ORIG,original synthetic edge side,1,8,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,ORIG,original synthetic edge side,1,10,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,INV,inverse/reversal side,-1,3,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,INV,inverse/reversal side,-1,5,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,INV,inverse/reversal side,-1,8,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q70_INV_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.7,13.414217451536494,INV,inverse/reversal side,-1,10,18,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,ORIG,original synthetic edge side,1,3,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,ORIG,original synthetic edge side,1,5,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,ORIG,original synthetic edge side,1,8,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,ORIG,original synthetic edge side,1,10,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H3,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,INV,inverse/reversal side,-1,3,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H5,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,INV,inverse/reversal side,-1,5,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H8,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,INV,inverse/reversal side,-1,8,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_REPLENISHMENT_ABSORPTION_Q80_INV_H10,P288_REPLENISHMENT_ABSORPTION,replenishment_absorption,replenishment dominance with limited withdrawal and consensus pressure,replenishment_dominance,0.8,13.653857069076585,INV,inverse/reversal side,-1,10,12,1,6,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,ORIG,original synthetic edge side,1,3,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,ORIG,original synthetic edge side,1,5,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,ORIG,original synthetic edge side,1,8,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,ORIG,original synthetic edge side,1,10,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,INV,inverse/reversal side,-1,3,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,INV,inverse/reversal side,-1,5,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,INV,inverse/reversal side,-1,8,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.5,1.0628347142063035,INV,inverse/reversal side,-1,10,73,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,ORIG,original synthetic edge side,1,3,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H5,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,ORIG,original synthetic edge side,1,5,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H8,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,ORIG,original synthetic edge side,1,8,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H10,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,ORIG,original synthetic edge side,1,10,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H3,P288_LIQUIDITY_VACUUM,liquidity_vacuum,withdrawal-dominated book vacuum with depth-slope pressure,liquidity_vacuum_pressure,0.6,1.1109065938308946,INV,inverse/reversal side,-1,3,58,1,8,1,1,0,0,fixed_initial_capital,0,0,0
