scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase288_variant_id,liquidity_family_id,liquidity_family,pressure_column,pressure_threshold_quantile,side_mode,exit_horizon_ticks,selected_event_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT50000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,50000.0,4,cost200,2.0,0.0,109,5,104,48,56,0,1,1,1,1,8,-403.9922193540984,-0.4039922193540984,-12.7257549096541,1,0,125000.0,1.25,0.8096330275229358,-403.9922193540984,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT75000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,75000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-309.8654943054347,-0.3098654943054347,-9.760763070621193,1,0,75000.0,0.75,0.7431192660550459,-309.8654943054347,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT75000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,75000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-410.51132661020404,-0.410511326610204,-12.931106788221426,1,0,100000.0,1.0,0.9311926605504587,-410.51132661020404,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT75000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,75000.0,4,cost200,2.0,0.0,109,5,104,48,56,0,1,1,1,1,8,-403.9922193540984,-0.4039922193540984,-12.7257549096541,1,0,125000.0,1.25,0.8096330275229358,-403.9922193540984,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT100000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,100000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-413.1539924072463,-0.41315399240724626,-13.014350760828258,1,0,100000.0,1.0,0.9908256880733946,-413.1539924072463,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT100000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,100000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-410.51132661020404,-0.410511326610204,-12.931106788221426,1,0,100000.0,1.0,0.9311926605504587,-410.51132661020404,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5_CAP100000_NOT100000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,100000.0,100000.0,4,cost200,2.0,0.0,109,5,104,48,56,0,1,1,1,1,8,-403.9922193540984,-0.4039922193540984,-12.7257549096541,1,0,125000.0,1.25,0.8096330275229358,-403.9922193540984,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H5,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,5,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,25000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-119.31752514597186,-0.11931752514597185,-3.7585020420981134,1,0,25000.0,0.25,0.24770642201834864,-119.31752514597186,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT25000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,25000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-236.78552454224052,-0.23678552454224053,-7.458744023080577,1,0,50000.0,0.5,0.46559633027522934,-236.78552454224052,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT25000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,25000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-334.40818560986617,-0.3344081856098662,-10.533857846710784,1,0,100000.0,1.0,0.8119266055045872,-334.40818560986617,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT50000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,50000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-238.6350502919437,-0.2386350502919437,-7.517004084196227,1,0,50000.0,0.5,0.4954128440366973,-238.6350502919437,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT50000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,50000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-473.57104908448105,-0.47357104908448105,-14.917488046161154,1,0,100000.0,1.0,0.9311926605504587,-473.57104908448105,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT50000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,50000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-334.40818560986617,-0.3344081856098662,-10.533857846710784,1,0,100000.0,1.0,0.8119266055045872,-334.40818560986617,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT75000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,75000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-357.9525754379156,-0.3579525754379156,-11.27550612629434,1,0,75000.0,0.75,0.7431192660550459,-357.9525754379156,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT75000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,75000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-473.57104908448105,-0.47357104908448105,-14.917488046161154,1,0,100000.0,1.0,0.9311926605504587,-473.57104908448105,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT75000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,75000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-334.40818560986617,-0.3344081856098662,-10.533857846710784,1,0,100000.0,1.0,0.8119266055045872,-334.40818560986617,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT100000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,100000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-477.2701005838874,-0.4772701005838874,-15.034008168392454,1,0,100000.0,1.0,0.9908256880733946,-477.2701005838874,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT100000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,100000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-473.57104908448105,-0.47357104908448105,-14.917488046161154,1,0,100000.0,1.0,0.9311926605504587,-473.57104908448105,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8_CAP100000_NOT100000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,100000.0,100000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-334.40818560986617,-0.3344081856098662,-10.533857846710784,1,0,100000.0,1.0,0.8119266055045872,-334.40818560986617,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H8,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,8,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT25000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,25000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-128.35140144528341,-0.12835140144528343,-4.043069145526428,1,0,25000.0,0.25,0.24770642201834864,-128.35140144528341,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT25000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,25000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-254.55559039627127,-0.25455559039627124,-8.018501097482543,1,0,50000.0,0.5,0.46559633027522934,-254.55559039627127,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT25000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,25000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-353.642067758993,-0.353642067758993,-11.139725134408279,1,0,100000.0,1.0,0.8119266055045872,-353.642067758993,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT50000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,50000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-256.70280289056683,-0.25670280289056685,-8.086138291052857,1,0,50000.0,0.5,0.4954128440366973,-256.70280289056683,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT50000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,50000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-509.11118079254254,-0.5091111807925425,-16.037002194965087,1,0,100000.0,1.0,0.9311926605504587,-509.11118079254254,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT50000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,50000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-353.642067758993,-0.353642067758993,-11.139725134408279,1,0,100000.0,1.0,0.8119266055045872,-353.642067758993,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT75000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,75000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-385.0542043358502,-0.38505420433585025,-12.129207436579282,1,0,75000.0,0.75,0.7431192660550459,-385.0542043358502,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT75000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,75000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-509.11118079254254,-0.5091111807925425,-16.037002194965087,1,0,100000.0,1.0,0.9311926605504587,-509.11118079254254,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT75000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,75000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-353.642067758993,-0.353642067758993,-11.139725134408279,1,0,100000.0,1.0,0.8119266055045872,-353.642067758993,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT100000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,100000.0,1,cost200,2.0,0.0,109,1,108,12,96,0,1,1,1,1,8,-513.4056057811337,-0.5134056057811337,-16.172276582105713,1,0,100000.0,1.0,0.9908256880733946,-513.4056057811337,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT100000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,100000.0,2,cost200,2.0,0.0,109,2,107,24,83,0,1,1,1,1,8,-509.11118079254254,-0.5091111807925425,-16.037002194965087,1,0,100000.0,1.0,0.9311926605504587,-509.11118079254254,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10_CAP100000_NOT100000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,100000.0,100000.0,4,cost200,2.0,0.0,109,4,105,49,56,0,1,1,1,1,8,-353.642067758993,-0.353642067758993,-11.139725134408279,1,0,100000.0,1.0,0.8119266055045872,-353.642067758993,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q50_INV_H10,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.5,INV,10,109,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,25000.0,1,cost200,2.0,0.0,87,1,86,10,76,0,1,1,1,1,8,4.087379549401078,0.004087379549401078,0.12875245580613395,1,0,25000.0,0.25,0.2471264367816092,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT25000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,25000.0,2,cost200,2.0,0.0,87,2,85,19,66,0,1,1,1,1,8,5.957812923458086,0.005957812923458086,0.1876711070889297,1,0,50000.0,0.5,0.46264367816091956,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT25000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,25000.0,4,cost200,2.0,0.0,87,5,82,41,41,0,1,1,1,1,8,-67.3809257491939,-0.06738092574919391,-2.1224991610996082,1,0,125000.0,1.25,0.7988505747126436,-80.62800638395859,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT50000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,50000.0,1,cost200,2.0,0.0,87,1,86,10,76,0,1,1,1,1,8,8.174759098802156,0.008174759098802156,0.2575049116122679,1,0,50000.0,0.5,0.4942528735632184,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT50000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,50000.0,2,cost200,2.0,0.0,87,2,85,19,66,0,1,1,1,1,8,11.915625846916171,0.011915625846916172,0.3753422141778594,1,0,100000.0,1.0,0.9252873563218391,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT50000_CONC4_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,50000.0,4,cost200,2.0,0.0,87,5,82,41,41,0,1,1,1,1,8,-67.3809257491939,-0.06738092574919391,-2.1224991610996082,1,0,125000.0,1.25,0.7988505747126436,-80.62800638395859,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT75000_CONC1_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,75000.0,1,cost200,2.0,0.0,87,1,86,10,76,0,1,1,1,1,8,12.262138648203234,0.012262138648203233,0.38625736741840183,1,0,75000.0,0.75,0.7413793103448276,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
P271_P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3_CAP100000_NOT75000_CONC2_COST200,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,100000.0,75000.0,2,cost200,2.0,0.0,87,2,85,19,66,0,1,1,1,1,8,11.915625846916171,0.011915625846916172,0.3753422141778594,1,0,100000.0,1.0,0.9252873563218391,0.0,1,0,0,0,0,P288_P288_EXHAUSTION_REVERSAL_Q60_ORIG_H3,P288_EXHAUSTION_REVERSAL,exhaustion_reversal,depth_withdrawal_pressure,0.6,ORIG,3,87,1,1,0,0,0,0,0,0
